CNN,SURVEY_SOURCE,PRIMARY_ST,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
6151101,SFDPH,GENEVA AVE,CIELITO DR,ESQUINA DR,,,EB,4,4/3/13,WEDNESDAY,3,4,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,40,21,,,,,,,,,
10662000,SFDPH,POTRERO AVE,17TH ST,MARIPOSA ST,,,NB,4,4/17/13,WEDNESDAY,17,4,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,30,28,,,,,,,,,
10662000,SFDPH,POTRERO AVE,17TH ST,MARIPOSA ST,,,SB,4,4/17/13,WEDNESDAY,17,4,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,34,26,,,,,,,,,
10669201,SFDPH,POTRERO AVE,22ND ST,23RD ST,,,NB,4,5/1/13,WEDNESDAY,1,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,34,27,,,,,,,,,
10669101,SFDPH,POTRERO AVE,22ND ST,23RD ST,,,SB,4,5/1/13,WEDNESDAY,1,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,31,26,,,,,,,,,
28079000,SFDPH,STANYAN BLVD,STANYAN BLVD,,,,SB,4,5/15/13,WEDNESDAY,15,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,32,26,,,,,,,,,
28079000,SFDPH,STANYAN BLVD,STANYAN BLVD,,,,NB,4,5/15/13,WEDNESDAY,15,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,33,26,,,,,,,,,
26428000,SFDPH,STANYAN ST,STANYAN ST,,,,SB,4,5/15/13,WEDNESDAY,15,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,30,26,,,,,,,,,
26428000,SFDPH,STANYAN ST,STANYAN ST,,,,NB,4,5/15/13,WEDNESDAY,15,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,30,25,,,,,,,,,
22095000,SFDPH,GENEVA AVE,GENEVA AVE,,,,WB,5,5/23/13,THURSDAY,23,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,32,27,,,,,,,,,
22095000,SFDPH,GENEVA AVE,GENEVA AVE,,,,EB,5,5/23/13,THURSDAY,23,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,32,26,,,,,,,,,
6145101,SFDPH,GENEVA AVE,VIENNA ST,ATHENS ST,,,WB,5,5/23/13,THURSDAY,23,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,32,28,,,,,,,,,
6145201,SFDPH,GENEVA AVE,VIENNA ST,ATHENS ST,,,EB,5,5/23/13,THURSDAY,23,5,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,33,27,,,,,,,,,
12097000,SFDPH,STANYAN ST,GRATTAN ST,ALMA ST,,,SB,4,6/12/13,WEDNESDAY,12,6,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,31,28,,,,,,,,,
12097000,SFDPH,STANYAN ST,GRATTAN ST,ALMA ST,,,NB,4,6/12/13,WEDNESDAY,12,6,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,29,26,,,,,,,,,
10390000,SFDPH,PHELAN AVE,GENEVA AVE \ OCEAN AVE,JUDSON AVE,,,NB,3,7/9/13,TUESDAY,9,7,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,30,26,,,,,,,,,
10390000,SFDPH,PHELAN AVE,GENEVA AVE \ OCEAN AVE,JUDSON AVE,,,SB,3,7/9/13,TUESDAY,9,7,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,28,25,,,,,,,,,
10491000,SFDPH,PINE ST,BRODERICK ST,BAKER ST,,,WB,3,7/23/13,TUESDAY,23,7,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,34,27,,,,,,,,,
10482000,SFDPH,PINE ST,LAGUNA ST,BUCHANAN ST,,,WB,3,7/23/13,TUESDAY,23,7,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,33,27,,,,,,,,,
10471000,SFDPH,PINE ST,TAYLOR ST,JONES ST,,,WB,3,7/23/13,TUESDAY,23,7,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,32,27,,,,,,,,,
11047000,SFDPH,RIVERA ST,14TH AVE,15TH AVE,,,EB,3,9/17/13,TUESDAY,17,9,2013,,QUALITY COUNTS,,,,29,20,,,,,,,,,
11047000,SFDPH,RIVERA ST,14TH AVE,15TH AVE,,,WB,3,9/17/13,TUESDAY,17,9,2013,,QUALITY COUNTS,,,,24,16,,,,,,,,,
13718000,SFDPH,WOODWARD ST,DUBOCE AVE,14TH ST,,,SB,4,9/18/13,WEDNESDAY,18,9,2013,,QUALITY COUNTS,,,,14,10,,,,,,,,,
11795000,SFDPH,SHARON ST,15TH ST,16TH ST,,,NB,4,9/18/13,WEDNESDAY,18,9,2013,,QUALITY COUNTS,,,,20,8,,,,,,,,,
11795000,SFDPH,SHARON ST,15TH ST,16TH ST,,,SB,4,9/18/13,WEDNESDAY,18,9,2013,,QUALITY COUNTS,,,,19,8,,,,,,,,,
13718000,SFDPH,WOODWARD ST,DUBOCE AVE,14TH ST,,,NB,4,9/18/13,WEDNESDAY,18,9,2013,,QUALITY COUNTS,,,,18,7,,,,,,,,,
2522000,SFDPH,ASHTON AVE,GRAFTON AVE,HOLLOWAY AVE,,,SB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,32,21,,,,,,,,,
2522000,SFDPH,ASHTON AVE,GRAFTON AVE,HOLLOWAY AVE,,,NB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,29,20,,,,,,,,,
5501000,SFDPH,FILBERT ST,JASPER PL,KRAUSGRILL PL,,,EB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,22,10,,,,,,,,,
7451000,SFDPH,JASPER PL,GREEN ST,UNION ST,,,NB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,12,9,,,,,,,,,
12251000,SFDPH,SUMNER ST,HOWARD ST,CLEMENTINA ST,,,SB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,19,7,,,,,,,,,
12251000,SFDPH,SUMNER ST,HOWARD ST,CLEMENTINA ST,,,NB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,19,7,,,,,,,,,
7451000,SFDPH,JASPER PL,GREEN ST,UNION ST,,,SB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,16,7,,,,,,,,,
5499000,SFDPH,FILBERT ST,GRANT AVE,MEDAU PL,,,WB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,23,11,,,,,,,,,
5500000,SFDPH,FILBERT ST,MEDAU PL,JASPER PL,,,WB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,23,11,,,,,,,,,
5501000,SFDPH,FILBERT ST,JASPER PL,KRAUSGRILL PL,,,WB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,23,11,,,,,,,,,
5502000,SFDPH,FILBERT ST,KRAUSGRILL PL,STOCKTON ST,,,WB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,23,11,,,,,,,,,
5499000,SFDPH,FILBERT ST,GRANT AVE,MEDAU PL,,,EB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,22,10,,,,,,,,,
5500000,SFDPH,FILBERT ST,MEDAU PL,JASPER PL,,,EB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,22,10,,,,,,,,,
5502000,SFDPH,FILBERT ST,KRAUSGRILL PL,STOCKTON ST,,,EB,5,9/19/13,THURSDAY,19,9,2013,,QUALITY COUNTS,,,,22,10,,,,,,,,,
11793000,SFDPH,SHANNON ST,OFARRELL ST,GEARY ST,,,NB,3,9/24/13,TUESDAY,24,9,2013,,QUALITY COUNTS,,,,12,8,,,,,,,,,
13236000,SFDPH,VICENTE ST,WEST PORTAL AVE,WAWONA ST,,,WB,3,9/24/13,TUESDAY,24,9,2013,,QUALITY COUNTS,,,,21,7,,,,,,,,,
13237000,SFDPH,VICENTE ST,WAWONA ST,MADRONE AVE,,,WB,3,9/24/13,TUESDAY,24,9,2013,,QUALITY COUNTS,,,,21,7,,,,,,,,,
13236000,SFDPH,VICENTE ST,WEST PORTAL AVE,WAWONA ST,,,EB,3,9/24/13,TUESDAY,24,9,2013,,QUALITY COUNTS,,,,19,7,,,,,,,,,
13237000,SFDPH,VICENTE ST,WAWONA ST,MADRONE AVE,,,EB,3,9/24/13,TUESDAY,24,9,2013,,QUALITY COUNTS,,,,19,7,,,,,,,,,
11793000,SFDPH,SHANNON ST,OFARRELL ST,GEARY ST,,,SB,3,9/24/13,TUESDAY,24,9,2013,,QUALITY COUNTS,,,,19,7,,,,,,,,,
12699000,SFDPH,TRUMBULL ST,CRAUT ST,CONGDON ST,,,WB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,29,21,,,,,,,,,
8856000,SFDPH,MASONIC AVE,WALLER ST,FREDERICK ST,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,29,21,,,,,,,,,
12699000,SFDPH,TRUMBULL ST,CRAUT ST,CONGDON ST,,,EB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,29,20,,,,,,,,,
8856000,SFDPH,MASONIC AVE,WALLER ST,FREDERICK ST,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,29,20,,,,,,,,,
8911000,SFDPH,MCALLISTER ST,PARSONS ST,WILLARD ST,,,EB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,30,19,,,,,,,,,
1726000,SFDPH,33RD AVE,LINCOLN WAY,IRVING ST,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,31,19,,,,,,,,,
8055000,SFDPH,LAKESHORE DR,OCEAN AVE,COUNTRY CLUB DR,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,29,18,,,,,,,,,
1726000,SFDPH,33RD AVE,LINCOLN WAY,IRVING ST,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,30,18,,,,,,,,,
470000,SFDPH,10TH AVE,LINCOLN WAY,IRVING ST,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,28,17,,,,,,,,,
8055000,SFDPH,LAKESHORE DR,OCEAN AVE,COUNTRY CLUB DR,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,27,17,,,,,,,,,
470000,SFDPH,10TH AVE,LINCOLN WAY,IRVING ST,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,28,16,,,,,,,,,
8911000,SFDPH,MCALLISTER ST,PARSONS ST,WILLARD ST,,,WB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,27,16,,,,,,,,,
9527000,SFDPH,NEBRASKA ST,POWHATTAN AVE,CORTLAND AVE,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,27,16,,,,,,,,,
9527000,SFDPH,NEBRASKA ST,POWHATTAN AVE,CORTLAND AVE,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,24,14,,,,,,,,,
9590000,SFDPH,NEY ST,CONGDON ST,TRUMBULL ST,,,EB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,27,14,,,,,,,,,
9588000,SFDPH,NEY ST,MISSION ST,CRAUT ST,,,EB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,24,13,,,,,,,,,
9588000,SFDPH,NEY ST,MISSION ST,CRAUT ST,,,WB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,24,13,,,,,,,,,
9590000,SFDPH,NEY ST,CONGDON ST,TRUMBULL ST,,,WB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,24,12,,,,,,,,,
2568000,SFDPH,AVILA ST,ALHAMBRA ST,CAPRA WAY,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,22,9,,,,,,,,,
2568000,SFDPH,AVILA ST,ALHAMBRA ST,CAPRA WAY,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,20,8,,,,,,,,,
12647000,SFDPH,TOPEKA AVE,SILVER AVE,QUINT ST,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,18,7,,,,,,,,,
12647000,SFDPH,TOPEKA AVE,SILVER AVE,QUINT ST,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,18,6,,,,,,,,,
1651000,SFDPH,30TH AVE,KIRKHAM ST,LAWTON ST,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,29,21,,,,,,,,,
1651000,SFDPH,30TH AVE,KIRKHAM ST,LAWTON ST,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,28,19,,,,,,,,,
4738000,SFDPH,DIAMOND ST,18TH ST,19TH ST,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,25,14,,,,,,,,,
4738000,SFDPH,DIAMOND ST,18TH ST,19TH ST,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,23,10,,,,,,,,,
5384000,SFDPH,FAIR OAKS ST,24TH ST,25TH ST,,,SB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,16,7,,,,,,,,,
5384000,SFDPH,FAIR OAKS ST,24TH ST,25TH ST,,,NB,3,10/1/13,TUESDAY,1,10,2013,,QUALITY COUNTS,,,,17,7,,,,,,,,,
12030000,SFDPH,SOUTH VAN NESS AVE,23RD ST,24TH ST,,,SB,5,10/3/13,THURSDAY,3,10,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,32,26,,,,,,,,,
12026000,SFDPH,SOUTH VAN NESS AVE,19TH ST,20TH ST,,,NB,5,10/3/13,THURSDAY,3,10,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,33,26,,,,,,,,,
12030000,SFDPH,SOUTH VAN NESS AVE,23RD ST,24TH ST,,,NB,5,10/3/13,THURSDAY,3,10,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,31,25,,,,,,,,,
12026000,SFDPH,SOUTH VAN NESS AVE,19TH ST,20TH ST,,,SB,5,10/3/13,THURSDAY,3,10,2013,,SFMTA DEPT PARKING AND TRAFFIC,,,,31,25,,,,,,,,,
12468000,SFDPH,TEDDY AVE,ALPHA ST,RUTLAND ST,,,EB,5,10/10/13,THURSDAY,10,10,2013,,QUALITY COUNTS,,,,18,18,,,,,,,,,
12468000,SFDPH,TEDDY AVE,ALPHA ST,RUTLAND ST,,,WB,5,10/10/13,THURSDAY,10,10,2013,,QUALITY COUNTS,,,,26,15,,,,,,,,,
12467000,SFDPH,TEDDY AVE,SAN BRUNO AVE \ WABASH TER,ALPHA ST,,,WB,5,10/10/13,THURSDAY,10,10,2013,,QUALITY COUNTS,,,,23,10,,,,,,,,,
12467000,SFDPH,TEDDY AVE,SAN BRUNO AVE \ WABASH TER,ALPHA ST,,,EB,5,10/10/13,THURSDAY,10,10,2013,,QUALITY COUNTS,,,,,,,,,,,,,,
11271000,SFDPH,SACRAMENTO ST,CHERRY ST,ARGUELLO BLVD,,,EB,5,10/10/13,THURSDAY,10,10,2013,,QUALITY COUNTS,,,,24,13,,,,,,,,,
11271000,SFDPH,SACRAMENTO ST,CHERRY ST,ARGUELLO BLVD,,,WB,5,10/10/13,THURSDAY,10,10,2013,,QUALITY COUNTS,,,,24,13,,,,,,,,,
9861000,SFDPH,OCEAN AVE,MEADOWBROOK DR,SYLVAN DR,,,EB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,,24,,,,,,,,,
9861000,SFDPH,OCEAN AVE,MEADOWBROOK DR,SYLVAN DR,,,WB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,,21,,,,,,,,,
13396000,SFDPH,WARREN DR,OAK PARK DR,ASHWOOD LN,,,EB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,29,20,,,,,,,,,
13397000,SFDPH,WARREN DR,ASHWOOD LN,BLAIRWOOD LN,,,EB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,29,20,,,,,,,,,
13398000,SFDPH,WARREN DR,BLAIRWOOD LN,CHRISTOPHER DR,,,EB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,29,20,,,,,,,,,
13396000,SFDPH,WARREN DR,OAK PARK DR,ASHWOOD LN,,,WB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,28,18,,,,,,,,,
13397000,SFDPH,WARREN DR,ASHWOOD LN,BLAIRWOOD LN,,,WB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,28,18,,,,,,,,,
13398000,SFDPH,WARREN DR,BLAIRWOOD LN,CHRISTOPHER DR,,,WB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,28,18,,,,,,,,,
5679000,SFDPH,FOLSOM ST,09TH ST,DORE ST,,,EB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,,16,,,,,,,,,
5680000,SFDPH,FOLSOM ST,DORE ST,10TH ST,,,EB,5,11/21/13,THURSDAY,21,11,2013,,QUALITY COUNTS,,,,,16,,,,,,,,,
13363000,SFDPH,WALLER ST,STEINER ST,POTOMAC ST,,,WB,5,12/5/13,THURSDAY,5,12,2013,,QUALITY COUNTS,,,,,11,,,,,,,,,
13364000,SFDPH,WALLER ST,POTOMAC ST,PIERCE ST,,,WB,5,12/5/13,THURSDAY,5,12,2013,,QUALITY COUNTS,,,,,11,,,,,,,,,
13363000,SFDPH,WALLER ST,STEINER ST,POTOMAC ST,,,EB,5,12/5/13,THURSDAY,5,12,2013,,QUALITY COUNTS,,,,,10,,,,,,,,,
13364000,SFDPH,WALLER ST,POTOMAC ST,PIERCE ST,,,EB,5,12/5/13,THURSDAY,5,12,2013,,QUALITY COUNTS,,,,,10,,,,,,,,,
8278000,SFDPH,LEDYARD ST,SILVER AVE,MERCURY ST,,,NB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,28,23,,,,,,,,,
8278000,SFDPH,LEDYARD ST,SILVER AVE,MERCURY ST,,,SB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,29,23,,,,,,,,,
10816201,SFMTA,QUESADA AVE,3RD ST,NEWHALL ST,,Midblock,W,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,298,16,28,31,23,,,,,,,,,
8278000,SFMTA,LEDYARD ST,SILVER AVE,MERCURY ST,,Midblock,S,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,919,75,89,29,23,,,,,,,,,
8278000,SFMTA,LEDYARD ST,SILVER AVE,MERCURY ST,,Midblock,N,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,835,131,69,28,23,,,,,,,,,
10816201,SFDPH,QUESADA AVE,03RD ST,NEWHALL ST,,,WB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,31,21,,,,,,,,,
12594000,SFDPH,THORNTON AVE,TOPEKA AVE,NEPTUNE ST,,,EB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,25,21,,,,,,,,,
10979000,SFMTA,REVERE AVE,3RD ST,NEWHALL ST,,Midblock,W,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,274,14,21,26,20,,,,,,,,,
12594000,SFMTA,THORNTON AVE,TOPEKA AVE,NEPTUNE ST,,Midblock,E,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,1004,81,82,25,20,,,,,,,,,
12647000,SFDPH,TOPEKA AVE,SILVER AVE,QUINT ST,,,SB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,25,20,,,,,,,,,
12647000,SFDPH,TOPEKA AVE,SILVER AVE,QUINT ST,,,NB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,24,20,,,,,,,,,
10816101,SFMTA,QUESADA AVE,3RD ST,NEWHALL ST,,Midblock,E,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,342,21,33,27,19,,,,,,,,,
12647000,SFMTA,TOPEKA AVE,SILVER AVE,QUINT ST,,Midblock,N,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,369,43,30,24,19,,,,,,,,,
12647000,SFMTA,TOPEKA AVE,SILVER AVE,QUINT ST,,Midblock,S,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,790,46,76,25,19,,,,,,,,,
10979000,SFDPH,REVERE AVE,03RD ST \ BAY VIEW ST,BRIDGEVIEW DR \ NEWHALL ST,,,WB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,26,19,,,,,,,,,
10979000,SFMTA,REVERE AVE,3RD ST,NEWHALL ST,,Midblock,E,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,206,21,18,25,18,,,,,,,,,
12594000,SFMTA,THORNTON AVE,TOPEKA AVE,NEPTUNE ST,,Midblock,W,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,559,56,46,23,18,,,,,,,,,
10816101,SFDPH,QUESADA AVE,03RD ST,NEWHALL ST,,,EB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,27,18,,,,,,,,,
12594000,SFDPH,THORNTON AVE,TOPEKA AVE,NEPTUNE ST,,,WB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,23,18,,,,,,,,,
8166000,SFMTA,LATONA ST,THORNTON AVE,BAYVIEW ST,,Midblock,S,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,198,10,20,23,17,,,,,,,,,
8594000,SFMTA,MADDUX AVE,TOPEKA AVE,THOMAS AVE,,Midblock,W,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,477,31,46,21,17,,,,,,,,,
10979000,SFDPH,REVERE AVE,03RD ST \ BAY VIEW ST,BRIDGEVIEW DR \ NEWHALL ST,,,EB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,25,17,,,,,,,,,
8166000,SFMTA,LATONA ST,THORNTON AVE,BAYVIEW ST,,Midblock,N,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,361,26,35,21,16,,,,,,,,,
8594000,SFMTA,MADDUX AVE,TOPEKA AVE,THOMAS AVE,,Midblock,E,4,1/8/2014,WEDNESDAY,8,1,2014,Residential,,464,59,45,20,15,,,,,,,,,
8594000,SFDPH,MADDUX AVE,THOMAS AVE,TOPEKA AVE,,,WB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,21,15,,,,,,,,,
8166000,SFDPH,LATONA ST,BAY VIEW ST,THORNTON AVE,,,SB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,23,15,,,,,,,,,
8166000,SFDPH,LATONA ST,BAY VIEW ST,THORNTON AVE,,,NB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,21,13,,,,,,,,,
8594000,SFDPH,MADDUX AVE,THOMAS AVE,TOPEKA AVE,,,EB,4,1/8/14,WEDNESDAY,8,1,2014,,WILTEC,,,,20,11,,,,,,,,,
3300000,SFMTA,BRYANT ST,9TH ST,10TH ST,,Midblock,E,4,1/8/2014,WEDNESDAY,8,1,2014,Arterial,,13635,1097,1083,,,,,,,,,,,
11439105,SFMTA,SAN JOSE AVE,BEFORE MERGE WITH NB I-280 OFF RAMP,,,Midblock,N,3,1/14/2014,TUESDAY,14,1,2014,Arterial,,3538,416,286,41,36,,,,,,,,,
19285000,SFMTA,I-280 OFF-RAMP,BEFORE MERGE WITH NB SAN JOSE,,,Midblock,N,3,1/14/2014,TUESDAY,14,1,2014,Arterial,,19664,1796,1775,52,46,,,,,,,,,
19285000,SFDPH,I-280 N OFF RAMP,I-280 NORTHBOUND,SAN JOSE AV ON RAMP \ SAN JOSE AVE,,,NB,3,1/14/14,TUESDAY,14,1,2014,,QUALITY COUNTS,,,,52,43,,,,,,,,,
11439102,SFMTA,SAN JOSE AVE,MILTON ST,ST. MARYS AVE,,Midblock,N,3,1/14/2014,TUESDAY,14,1,2014,Arterial,,19731,1852,1708,49,42,,,,,,,,,
11439102,SFDPH,SAN JOSE AVE,SAINT MARYS AVE,MILTON ST,,,NB,3,1/14/14,TUESDAY,14,1,2014,,QUALITY COUNTS,,,,49,37,,,,,,,,,
11469000,SFDPH,SAN JOSE AVE,ALEMANY BLVD \ I-280 N ON RAMP \ REGENT ST,DE LONG ST \ LIEBIG ST,,,NB,3,1/14/14,TUESDAY,14,1,2014,,QUALITY COUNTS,,,,41,20,,,,,,,,,
4043000,SFMTA,MONTEREY BLVD,BEFORE MERGE WITH SAN JOSE AVE,,,Midblock,N,3,1/14/2014,TUESDAY,14,1,2014,Arterial,,2038,163,175,43,37,,,,,,,,,
21796000,SFDPH,MONTEREY BLVD,SAN JOSE AV ON RAMP,,,,NB,3,1/14/14,TUESDAY,14,1,2014,,QUALITY COUNTS,,,,43,23,,,,,,,,,
9031002,SFMTA,MILTON ST,SAN JOSE AVE,BOSWORTH ST,,Midblock,N,3,1/14/2014,TUESDAY,14,1,2014,Residential,,462,44,38,23,18,,,,,,,,,
11313000,SFMTA,ST. MARYS AVE,SAN JOSE AVE,COLLEGE AVE,,Midblock,S,3,1/14/2014,TUESDAY,14,1,2014,Residential,CHS CONSULTING GROUP,1485,28,160,22,18,,,,,,,,,
11313000,SFMTA,ST. MARYS AVE,SAN JOSE AVE,COLLEGE AVE,,Midblock,N,3,1/14/2014,TUESDAY,14,1,2014,Residential,CHS CONSULTING GROUP,330,23,30,16,12,,,,,,,,,
11175001,SFMTA,ROUSSEAU ST,SAN JOSE AVE,BOSWORTH ST,,Midblock,S,3,1/14/2014,TUESDAY,14,1,2014,Residential,,4832,329,446,13,8,,,,,,,,,
11439105,SFMTA,SAN JOSE AVE,BEFORE MERGE WITH NB I-280 OFF RAMP,,,Midblock,N,4,1/15/2014,WEDNESDAY,15,1,2014,Arterial,,3613,451,294,40,36,,,,,,,,,
21796000,SFDPH,MONTEREY BLVD,SAN JOSE AV ON RAMP,,,,NB,4,1/15/14,WEDNESDAY,15,1,2014,,QUALITY COUNTS,,,,43,23,,,,,,,,,
19285000,SFMTA,I-280 OFF-RAMP,BEFORE MERGE WITH NB SAN JOSE,,,Midblock,N,4,1/15/2014,WEDNESDAY,15,1,2014,Arterial,,20562,1842,1873,52,45,,,,,,,,,
19285000,SFDPH,I-280 N OFF RAMP,I-280 NORTHBOUND,SAN JOSE AV ON RAMP \ SAN JOSE AVE,,,NB,4,1/15/14,WEDNESDAY,15,1,2014,,QUALITY COUNTS,,,,52,42,,,,,,,,,
11439102,SFMTA,SAN JOSE AVE,MILTON ST,ST. MARYS AVE,,Midblock,N,4,1/15/2014,WEDNESDAY,15,1,2014,Arterial,,20574,1983,1785,49,41,,,,,,,,,
11439102,SFDPH,SAN JOSE AVE,SAINT MARYS AVE,MILTON ST,,,NB,4,1/15/14,WEDNESDAY,15,1,2014,,QUALITY COUNTS,,,,49,35,,,,,,,,,
