,Unnamed: 0,start_loc,end_loc,lat_x,lon_x,lat_y,lon_y,count
0,0, CARMEL VALLEY  RD,SWEETWATER TRAILS ,32.9517747,-117.1943397,32.9672,-117.1998214,1785
2,2,01 AV,02 AV,32.7176335,-117.1638174,32.7218565,-117.1629372,88234
3,3,01 AV,03 AV,32.7176335,-117.1638174,32.7093924,-117.1619341,113946
4,4,01 AV,04 AV,32.7176335,-117.1638174,32.7415925,-117.1614749,57874
5,5,01 AV,05 AV,32.7176335,-117.1638174,32.7166889,-117.1597872,16790
6,6,01 AV,FRONT AV,32.7176335,-117.1638174,32.7151596,-117.1647097,1845
7,7,01 AV,FRONT ST,32.7176335,-117.1638174,32.7151596,-117.1647097,17903
8,8,02 AV,03 AV,32.7218565,-117.1629372,32.7093924,-117.1619341,126579
9,9,03 AV,04 AV,32.7093924,-117.1619341,32.7415925,-117.1614749,71421
10,10,04 AV,05 AV,32.7415925,-117.1614749,32.7166889,-117.1597872,685305
11,11,05 AV,04 AV,32.7166889,-117.1597872,32.7415925,-117.1614749,32461
12,12,05 AV,06 AV,32.7166889,-117.1597872,32.7491277,-117.1595212,746054
13,13,05 AV,07 AV,32.7166889,-117.1597872,32.7188575,-117.1583629,101749
14,14,05 AV,08 AV,32.7166889,-117.1597872,32.7162721,-117.1574345,57495
15,15,06 AV,05 AV,32.7491277,-117.1595212,32.7166889,-117.1597872,6061
16,16,06 AV,07 AV,32.7491277,-117.1595212,32.7188575,-117.1583629,97112
17,17,06 AV,ALLEY E/O 06 AV AV,32.7491277,-117.1595212,32.7491277,-117.1595212,9655
18,18,06 AV,BALBOA DR,32.7491277,-117.1595212,33.186764,-117.303032,19846
19,19,07 AV,08 AV,32.7188575,-117.1583629,32.7162721,-117.1574345,224758
20,20,08 AV,09 AV,32.7162721,-117.1574345,32.7181531,-117.1565549,298331
21,21,08 AV,JUNIPER RD,32.7162721,-117.1574345,32.7293318,-117.1585968,1377
22,22,09 AV,10  AV,32.7181531,-117.1565549,32.7174202,-117.1627728,10803
23,23,09 AV,10 AV,32.7181531,-117.1565549,32.7174202,-117.1627728,253140
24,24,09 AV,RICHMOND ST,32.7181531,-117.1565549,32.749565,-117.151222,67721
25,25,1 AV,2 AV,32.7181531,-117.1565549,32.7174202,-117.1627728,7522
26,26,1 AV,3 AV,32.7181531,-117.1565549,32.7174202,-117.1627728,18808
27,27,10 AV,09 AV,32.7181531,-117.1565549,32.7181531,-117.1565549,19011
28,28,10 AV,11  AV,32.7174202,-117.1627728,32.7174202,-117.1627728,5272
29,29,10 AV,11 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,284806
30,30,10 AV,9 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,17115
31,31,10 AV,HARBOR DR,32.7174202,-117.1627728,32.7174202,-117.1627728,10181
32,32,10 AV,MARKET ST,32.7174202,-117.1627728,32.7174202,-117.1627728,2757
33,33,10 AV,VERMONT ST,32.7174202,-117.1627728,32.746929,-117.153442,64740
34,34,11 AV,12  AV,32.7174202,-117.1627728,32.7174202,-117.1627728,12624
35,35,11 AV,12 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,139740
36,36,11 AV,PARK (12 AV) BL,32.7174202,-117.1627728,32.7174202,-117.1627728,15608
37,37,11 AV,PARK AV (12 AV) AV,32.7174202,-117.1627728,32.7174202,-117.1627728,34227
38,38,11 AV,PARK BL,32.7174202,-117.1627728,32.7174202,-117.1627728,120746
39,39,12 AV,13 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,15103
40,40,12 AV,13 ST,32.7174202,-117.1627728,32.7174202,-117.1627728,15325
41,41,12 AV,16 ST,32.7174202,-117.1627728,32.7109896,-117.1494633,56163
42,42,13 ST,14 ST,32.7174202,-117.1627728,32.7058247,-117.1518866,43838
43,43,13 ST,PARK  BL,32.7174202,-117.1627728,32.7331897,-117.1459423,11309
44,44,14 (10) AV,PARK (11) AV,32.715645,-117.1556094,32.7116372,-117.1546797,9852
45,45,14 ST,13 ST,32.7058247,-117.1518866,32.7174202,-117.1627728,11100
46,46,14 ST,15 ST,32.7058247,-117.1518866,32.7174202,-117.1627728,266773
47,47,14 ST,GRANGER ST,32.7058247,-117.1518866,32.7311331,-117.2514915,6429
58,58,16 ST,26 ST,32.7109896,-117.1494633,32.9701596,-117.2689154,4203
59,59,16 ST,GRANGER ST,32.7109896,-117.1494633,32.7311331,-117.2514915,129541
60,60,16 ST,SIGSBEE ST,32.7109896,-117.1494633,32.70216,-117.149178,6613
61,61,16 ST,THERMAL AV,32.7109896,-117.1494633,32.569172,-117.097099,137702
62,62,17 ST,19 ST,32.7109896,-117.1494633,32.569172,-117.097099,61345
63,63,17 ST,25 ST,32.7189902,-117.148659,32.7176048,-117.140289,13131
64,64,17 ST,30 ST,32.7189902,-117.148659,32.7483242,-117.1300991,1866
71,71,19 ST,17 ST,32.7174202,-117.1627728,32.7189902,-117.148659,10873
72,72,19 ST,20 ST,32.7174202,-117.1627728,32.7189902,-117.148659,55797
73,73,19 ST,25 ST,32.7174202,-117.1627728,32.7189902,-117.148659,5619
74,74,19TH  ST,20TH  ST,32.7174202,-117.1627728,32.7189902,-117.148659,9801
75,75,2 AV,3 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,3153
76,76,21 ST,22 ST,32.7174202,-117.1627728,32.7174202,-117.1627728,52055
77,77,22 ST,23 ST,32.7174202,-117.1627728,32.7174202,-117.1627728,12095
78,78,24 ST,25 ST,32.6616815,-117.1078598,32.7176048,-117.140289,48186
79,79,24 ST,25TH  ST,32.6616815,-117.1078598,32.7176048,-117.140289,5982
80,80,24 ST,MANNING WY,32.6616815,-117.1078598,32.583897,-117.081383,41068
81,81,24TH  ST,25TH  ST,32.6616815,-117.1078598,32.583897,-117.081383,4945
82,82,25 SB ST,27 SB  ST,32.6616815,-117.1078598,32.583897,-117.081383,18454
83,83,25 SB ST,27 SB ST,32.6616815,-117.1078598,32.583897,-117.081383,94014
84,84,25 ST,26 ST,32.6616815,-117.1078598,32.583897,-117.081383,18010
85,85,25 ST,30 ST,32.6616815,-117.1078598,32.583897,-117.081383,5651
86,86,26  ST,32  ST,32.6616815,-117.1078598,32.583897,-117.081383,11244
87,87,26 ST,27 ST,32.6616815,-117.1078598,32.583897,-117.081383,103130
88,88,26 ST,28 ST,32.9701596,-117.2689154,32.7373807,-117.1336351,28366
89,89,26 ST,JACARANDA DR,32.9701596,-117.2689154,32.640951,-117.064447,81042
90,90,27 SB ST,DEARBORN DR,32.572815,-117.075447,32.576473,-117.073769,30345
91,91,27 SB ST,MONTEREY PINE DR,32.572815,-117.075447,32.568142,-117.072037,25540
92,92,27 ST,28 ST,32.572815,-117.075447,32.568142,-117.072037,55161
93,93,28 ST,27 ST,32.572815,-117.075447,32.568142,-117.072037,3339
94,94,28 ST,29  ST,32.572815,-117.075447,32.568142,-117.072037,3188
95,95,28 ST,29 ST,32.7373807,-117.1336351,32.7431867,-117.1310024,167549
96,96,28 ST,30 ST,32.7373807,-117.1336351,32.7431867,-117.1310024,2873
97,97,28 ST,BELT ST,32.7373807,-117.1336351,32.6943428,-117.1451709,25575
98,98,28 ST,GRANADA AV,32.7373807,-117.1336351,32.7442403,-117.1319147,15137
99,99,28 ST,HENSLEY  ST,32.7373807,-117.1336351,32.706484,-117.1345679,6393
101,101,28 ST,UTAH ST,32.7373807,-117.1336351,32.7485632,-117.1326383,44938
102,102,29 ST,28 ST,32.7431867,-117.1310024,32.7373807,-117.1336351,12789
103,103,29 ST,30  ST,32.7431867,-117.1310024,32.7483242,-117.1300991,11407
104,104,29 ST,30 ST,32.7431867,-117.1310024,32.7483242,-117.1300991,95595
105,105,29 ST,DALE  ST,32.7431867,-117.1310024,32.7341698,-117.1304058,6092
106,106,29 ST,DALE ST,32.7431867,-117.1310024,32.7341698,-117.1304058,34250
107,107,3 AV,4 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,9829
108,108,30 SB ST,BEYER  ST,32.7174202,-117.1627728,32.7174202,-117.1627728,13910
109,109,30 SB ST,BEYER BL,32.7483242,-117.1300991,32.5653829,-117.0597,65754
110,110,30 ST,30 ST,32.7483242,-117.1300991,32.7483242,-117.1300991,61764
111,111,30 ST,31  ST,32.7483242,-117.1300991,32.7174202,-117.1627728,21208
112,112,30 ST,31 ST,32.7483242,-117.1300991,32.7174202,-117.1627728,169181
113,113,30 ST,32 ST,32.7483242,-117.1300991,32.7642245,-117.1249832,16383
114,114,30 ST,34 ST,32.7483242,-117.1300991,32.7573414,-117.1200605,3401
115,115,30 ST,EDGEMONT  ST,32.7483242,-117.1300991,32.7190126,-117.1266082,3539
116,116,30 ST,EDGEMONT ST,32.7483242,-117.1300991,32.7190126,-117.1266082,9762
118,118,30 ST,KANSAS ST,32.7483242,-117.1300991,32.7190126,-117.1266082,104312
119,119,30 ST,OHIO  ST,32.7483242,-117.1300991,32.7190126,-117.1266082,13837
120,120,30 ST,OHIO ST,32.7483242,-117.1300991,32.7190126,-117.1266082,188547
123,123,30 ST ST,30 ST,32.7483242,-117.1300991,32.7483242,-117.1300991,12202
124,124,30TH  ST,32 ST,32.7483242,-117.1300991,32.7642245,-117.1249832,16245
125,125,30th  ST,EDGEMONT  ST,32.7483242,-117.1300991,32.7190126,-117.1266082,4015
126,126,31 ST,32 ST,32.7483242,-117.1300991,32.7642245,-117.1249832,71525
127,127,31 ST,HERMAN AV,32.7174202,-117.1627728,32.7437123,-117.1260941,83983
128,128,31 ST,IOWA ST,32.7174202,-117.1627728,32.5861291,-117.0930034,104682
129,129,32 ST,33  ST,32.7642245,-117.1249832,32.5861291,-117.0930034,7352
130,130,32 ST,33 ST,32.7642245,-117.1249832,32.7099528,-117.1222721,53850
131,131,32 ST,BOUNDARY ST,32.7642245,-117.1249832,32.7475024,-117.1229023,8848
132,132,32 ST,BRYANT ST,32.7642245,-117.1249832,32.692013,-117.124336,35726
133,133,32 ST,DIVISION ST,32.7642245,-117.1249832,32.6823742,-117.1108395,19674
135,135,32 ST,MAIN ST,32.7642245,-117.1249832,32.6837975,-117.1129239,28832
138,138,33 ST,35 ST,32.7099528,-117.1222721,32.7500396,-117.1180499,101182
139,139,33 ST,BANCROFT ST,32.7099528,-117.1222721,32.7455229,-117.1239441,29609
143,143,33 ST,WABASH  AV,32.7099528,-117.1222721,32.7489948,-117.1207433,4299
144,144,33 ST,WABASH AV,32.7099528,-117.1222721,32.7489948,-117.1207433,263688
147,147,35 ST,36 ST,32.7500396,-117.1180499,32.7548597,-117.1157743,108282
148,148,35 ST,38 ST,32.7500396,-117.1180499,32.7500652,-117.1118654,22068
149,149,35 ST,SWIFT AV,32.7500396,-117.1180499,32.7496891,-117.1192792,5375
150,150,36 ST,CHEROKEE  AV,32.7548597,-117.1157743,32.760948,-117.114098,15978
151,151,36 ST,CHEROKEE AV,32.7548597,-117.1157743,32.760948,-117.114098,107876
152,152,36 ST,GATEWAY CENTER DR,32.7548597,-117.1157743,32.7121362,-117.1141535,15856
153,153,36 ST,GATEWAY CTR DR,32.7548597,-117.1157743,32.7121362,-117.1141535,128174
154,154,37 ST,38 ST,32.7558008,-117.1136089,32.7500652,-117.1118654,44755
155,155,37 st,38 ST,32.7558008,-117.1136089,32.7500652,-117.1118654,7962
156,156,38 ST,39 ST,32.7500652,-117.1118654,32.7571463,-117.1103992,244778
157,157,38 ST,40 ST,32.7500652,-117.1118654,32.7174202,-117.1627728,20818
158,158,38 ST,ALLEY E/O 38 ST,32.7500652,-117.1118654,32.7500652,-117.1118654,53460
159,159,38 ST,ALLEY W/O 38 ST,32.7500652,-117.1118654,32.8031781,-117.2575085,52180
160,160,38 ST,EPSILON ST,32.7500652,-117.1118654,32.687714,-117.105949,1185
161,161,38 ST,VESTA ST,32.7500652,-117.1118654,32.6883474,-117.1126318,14541
162,162,39 ST,38 ST,32.7571463,-117.1103992,32.7500652,-117.1118654,19066
163,163,39 ST,40 ST,32.7571463,-117.1103992,32.7174202,-117.1627728,79822
164,164,39TH ST,40TH ST,32.7571463,-117.1103992,32.7479225,-117.1095216,1707
165,165,4 AV,3 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,28048
166,166,4 AV,5 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,49472
167,167,40 ,MARKETPLACE  AV,33.2697029,-116.4081049,32.7033787,-117.1018441,9367
169,169,40 ST,39 ST,33.2697029,-116.4081049,32.7571463,-117.1103992,19969
170,170,40 ST,41 ST,33.2697029,-116.4081049,32.7531249,-117.1069115,90880
171,171,40 ST,CENTRAL  AV,32.7174202,-117.1627728,32.7458065,-117.1081934,8606
172,172,40 ST,CENTRAL AV,32.7174202,-117.1627728,32.7458065,-117.1081934,31203
174,174,41 ST,43 ST,32.7531249,-117.1069115,32.7550658,-117.101892,23335
175,175,41 ST,MARLBOROUGH  AV,32.7531249,-117.1069115,32.7550977,-117.1061425,4036
176,176,41 ST,MARLBOROUGH AV,32.7531249,-117.1069115,32.7550977,-117.1061425,170305
177,177,42 ST,42 ST,32.7457831,-117.1045088,32.7457831,-117.1045088,19693
178,178,42 ST,ALLEY E/O 42 ST,32.7457831,-117.1045088,32.7457831,-117.1045088,69730
179,179,42 ST,ALLEY W/O 42 ST,32.7457831,-117.1045088,32.7500652,-117.1118654,77001
180,180,42 ST,COPELAND AV,32.7457831,-117.1045088,32.7550806,-117.1040088,56286
181,181,42 ST,VAN DYKE AV,32.7457831,-117.1045088,32.7637165,-117.1023644,51104
183,183,43 ST,47 ST,32.7550658,-117.101892,32.7083421,-117.0949474,7136
184,184,43 ST,ALDINE  DR,32.7550658,-117.101892,32.7635355,-117.0978908,20186
185,185,43 ST,ALDINE DR,32.7550658,-117.101892,32.7635355,-117.0978908,70856
186,186,43 ST,ALLEY W/O 43 ST,32.7550658,-117.101892,32.7457831,-117.1045088,49546
187,187,43 ST,FAIRMOUNT  AV,32.7550658,-117.101892,32.7807245,-117.1014434,67252
188,188,43 ST,FAIRMOUNT AV,32.7550658,-117.101892,32.7807245,-117.1014434,416402
190,190,43 ST,VAN DYKE AV,32.7550658,-117.101892,32.7637165,-117.1023644,27840
191,191,43 ST,W/O 43 ST,32.7550658,-117.101892,32.7550658,-117.101892,1080
192,192,43RD ST,VAN DYKE  AV,32.7550658,-117.101892,32.7637165,-117.1023644,5116
193,193,44 ST,ELIZABETH ST,32.755704,-117.1002254,32.698677,-117.099129,7255
194,194,44 ST,FAIRMOUNT  AV,32.755704,-117.1002254,32.7807245,-117.1014434,26030
195,195,44 ST,FAIRMOUNT AV,32.755704,-117.1002254,32.7807245,-117.1014434,87527
196,196,44 ST,HIGHLAND AV,32.755704,-117.1002254,32.7440045,-117.0988089,22030
197,197,44 ST,LAUREL ST,32.755704,-117.1002254,32.7313776,-117.1624116,92720
198,198,44TH  ST,FAIRMOUNT  AV,32.755704,-117.1002254,32.7807245,-117.1014434,20525
199,199,45 ST,46 ST,32.7591397,-117.0978007,32.7530387,-117.0954746,27404
200,200,45 ST,CHAMOUNE AV,32.7591397,-117.0978007,32.7558267,-117.0969131,7315
201,201,45 ST,COTTON ST,32.7591397,-117.0978007,32.71671,-117.0946705,96916
202,202,46 ST,47 ST,32.7530387,-117.0954746,32.7083421,-117.0949474,16463
203,203,46 ST,FAIRMOUNT AV,32.7530387,-117.0954746,32.7807245,-117.1014434,17697
204,204,46 ST,MENLO AV,32.7530387,-117.0954746,32.7479713,-117.0944622,244589
205,205,47 ST,46 ST,32.7083421,-117.0949474,32.7530387,-117.0954746,9780
206,206,47 ST,COTTON ST,32.7083421,-117.0949474,32.71671,-117.0946705,28103
207,207,47 ST,ESCUELA ST,32.7083421,-117.0949474,32.705051,-117.092812,115210
210,210,47 ST,UVAS ST,32.7083421,-117.0949474,32.70992,-117.0919686,20823
211,211,47TH ST,S EUCLID AV,32.7083421,-117.0949474,32.6964415,-117.085114,11800
212,212,48 ST,ESTRELLA AV,32.7559135,-117.0911278,32.7494107,-117.0899733,37433
213,213,49 ST,EUCLID AV,32.7223523,-117.0897808,32.7096389,-117.086031,61520
214,214,49 ST,M LOU  ST,32.7223523,-117.0897808,32.6877777,-117.0729989,8886
215,215,49 ST,MARY LOU ST,32.7223523,-117.0897808,32.7215718,-117.0886592,39089
216,216,49 ST,WINONA AV,32.7223523,-117.0897808,32.753079,-117.0879574,133172
217,217,5 AV,4 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,15554
218,218,5 AV,6 AV,32.7174202,-117.1627728,32.7174202,-117.1627728,36370
219,219,50 ST,52 ST,32.744514,-117.087471,32.7489909,-117.0836044,95045
220,220,50 ST,ALLEY E/O 50 ST ST,32.744514,-117.087471,32.7550658,-117.101892,21585
221,221,50 ST,ESTRELLA AV,32.744514,-117.087471,32.7494107,-117.0899733,6483
222,222,50 ST,EUCLID AV,32.744514,-117.087471,32.7096389,-117.086031,30103
223,223,50 ST,WARING  RD,32.744514,-117.087471,32.7978053,-117.0745863,2466
224,224,50 ST,WINONA AV,32.744514,-117.087471,32.753079,-117.0879574,81929
226,226,50TH ST,EUCLID AV,32.744514,-117.087471,32.7096389,-117.086031,8583
227,227,51 ST,EUCLID AV,32.711376,-117.084503,32.7096389,-117.086031,4074
228,228,51 ST,OLD MEMORY LN,32.711376,-117.084503,32.718914,-117.07093,2974
229,229,52 ST,51 ST,32.7489909,-117.0836044,32.711376,-117.084503,21097
230,230,52 ST,ALLEY E/O 52 ST,32.7489909,-117.0836044,32.744514,-117.087471,20836
231,231,52 ST,ALLEY E/O 52 ST ST,32.7489909,-117.0836044,32.7489909,-117.0836044,46840
232,232,52 ST,ALLEY W/O 52 ST,32.7489909,-117.0836044,32.7489909,-117.0836044,21515
233,233,52 ST,ALLEY W/O 52 ST ST,32.7489909,-117.0836044,32.7489909,-117.0836044,46705
234,234,52 ST,EUCLID AV,32.7489909,-117.0836044,32.7096389,-117.086031,40120
235,235,52 ST,SHILOH  RD,32.7489909,-117.0836044,32.7477681,-117.0815436,20891
236,236,52 ST,SHILOH RD,32.7489909,-117.0836044,32.7477681,-117.0815436,94382
237,237,53 ST, EUCLID AV,32.739193,-117.081413,32.7096389,-117.086031,3047
238,238,53 ST,54 ST,32.739193,-117.081413,32.7347417,-117.0796148,108148
239,239,54  ST,CHOLLAS  PK,32.7347417,-117.0796148,32.7377949,-117.0676095852324,21251
240,240,54 ST,55 ST,32.7347417,-117.0796148,32.7716241,-117.0763201,205417
241,241,54 ST,58 ST,32.7347417,-117.0796148,32.7572006,-117.0728922,2960
242,242,54 ST,BAJA CT,32.7347417,-117.0796148,32.768066,-117.075523,4567
243,243,54 ST,CAMINITO CHOLLAS ST,32.7347417,-117.0796148,32.7344233,-117.0720406,17714
244,244,54 ST,CHOLLAS PY,32.7347417,-117.0796148,32.7344233,-117.0720406,99129
245,245,54 ST,CHOLLAS PY PY,32.7347417,-117.0796148,32.7344233,-117.0720406,22967
246,246,54 ST,CHOLLAS PY ST,32.7347417,-117.0796148,32.7344233,-117.0720406,22653
247,247,54 ST,COLLEGE AV,32.7347417,-117.0796148,32.7772397,-117.0677729,20604
248,248,54 ST,E/O UNIVERSITY AV,32.7347417,-117.0796148,32.7772397,-117.0677729,23126
249,249,54 ST,MONROE AV,32.7347417,-117.0796148,32.7589932,-117.0862918,41059
250,250,54 ST,MONTEZUMA RD,32.7347417,-117.0796148,32.7699119,-117.0911785,65606
251,251,54 ST,NORTH END ST,32.7347417,-117.0796148,32.7699119,-117.0911785,1419
252,252,54 ST,PITTA ST,32.7347417,-117.0796148,32.7095847,-117.0728106,43330
254,254,54 ST,STREAMVIEW DR,32.7347417,-117.0796148,32.7444958,-117.0684698,6999
255,255,54 ST,UNIVERSITY  AV,32.7347417,-117.0796148,32.7484766,-117.1239509,4489
256,256,54 ST,UNIVERSITY AV,32.7347417,-117.0796148,32.7484766,-117.1239509,22128
257,257,54 ST,W/O UNIVERSITY AV,32.7347417,-117.0796148,32.7484766,-117.1239509,27361
258,258,55 ST,56 ST,32.7716241,-117.0763201,32.7585278,-117.0749295,62542
259,259,55 ST,CAMPANILE DR,32.7716241,-117.0763201,32.7712116,-117.0718574,53640
260,260,55 ST,COLLEGE AV,32.7716241,-117.0763201,32.7772397,-117.0677729,22262
261,261,55TH ST,COLLEGE AV,32.7716241,-117.0763201,32.7772397,-117.0677729,28601
262,262,56 ST,EL CERRITO DR,32.7585278,-117.0749295,32.7608475,-117.0736619,63749
263,263,58 ST,60 ST,32.7572006,-117.0728922,32.7608475,-117.0736619,22646
264,264,58 ST,RADIO DR,32.7572006,-117.0728922,32.7103419,-117.0720194,20557
265,265,58 ST,UNIV SQ  DY,32.7572006,-117.0728922,32.7484766,-117.1239509,22423
266,266,58 ST,UNIVERSITY SQ DY,32.7572006,-117.0728922,32.7484766,-117.1239509,230397
267,267,58 ST,WOODMAN ST,32.7572006,-117.0728922,32.709701,-117.0546294,10294
268,268,59 ST,IONA DR,32.7572006,-117.0728922,32.7096637,-117.0691653,53618
269,269,6 AV,RICHMOND ST,32.7174202,-117.1627728,32.749565,-117.151222,25190
270,270,60 ST,COLLEGE AV,32.7174202,-117.1627728,32.7772397,-117.0677729,67424
271,271,60 ST,MALLARD ST,32.7174202,-117.1627728,32.729572,-117.056328,17190
272,272,60 ST,ROSWELL ST,32.7174202,-117.1627728,32.714287,-117.079788,4110
273,273,61 ST,62 ST,32.709409,-117.0667677,32.7098724,-117.0639631,101349
274,274,61 ST,OMEARA ST,32.709409,-117.0667677,32.6994434,-117.0629653,22952
275,275,61 ST,OZZIE WY,32.709409,-117.0667677,32.7012844,-117.0679096,21576
276,276,61 ST,VINCA WY,32.709409,-117.0667677,32.6956219,-117.066042,21162
277,277,62 ST,63 ST,32.7098724,-117.0639631,32.771397,-117.063217,17149
278,278,63 ST,65 ST,32.771397,-117.063217,32.7119471,-117.0580891,4511
279,279,63 ST,65TH  ST,32.771397,-117.063217,32.7119471,-117.0580891,1655
280,280,63 ST,ART ST,32.771397,-117.063217,32.7682499,-117.0630578,4457
282,282,63 ST,MONTEZUMA RD,32.771397,-117.063217,32.7699119,-117.0911785,3503
283,283,63RD  ST,65TH  ST,32.771397,-117.063217,32.7119471,-117.0580891,1679
284,284,65 ST,66 ST,32.7119471,-117.0580891,32.7119471,-117.0580891,106081
285,285,65 ST,MADERA ST,32.7119471,-117.0580891,32.7145265,-117.0545929,3378
286,286,67 ST,68 ST,32.764213,-117.0533317,32.707779,-117.051064,22012
287,287,68 ST,69 ST,32.707779,-117.051064,32.7123339,-117.049351,44818
288,288,7 AV,8 AV,32.7174202,-117.1627728,32.7123339,-117.049351,8914
289,289,72 ST,HARBISON AV,32.769852,-117.042671,32.6732786,-117.0707681,70192
290,290,8 AV,9 AV,32.769852,-117.042671,32.7174202,-117.1627728,18409
293,293,A  AV,ASH  ST,32.6887509,-117.173927,32.7199018,-117.1564637,22559
294,294,A ST,ASH ST,32.7188423,-117.1611101,32.7199018,-117.1564637,509001
295,295,A ST,B ST,32.7188423,-117.1611101,32.7178314,-117.1537011,14206
296,296,ABBOTSHILL RD,MURRAY RIDGE RD,32.785351,-117.149712,32.7874276,-117.1448427,2044
298,298,ACACIA ST,43 ST,32.785351,-117.149712,32.7550658,-117.101892,2049
299,299,ACACIA ST,BIRCH ST,32.741928,-117.027931,33.1343596,-117.2076478,26766
301,301,ACE  ST,WINLOW  ST,32.743297,-117.078856,32.7394511,-117.0784288,4626
302,302,ACE ST,WINLOW ST,32.743297,-117.078856,32.7394511,-117.0784288,19440
303,303,ACENA DR,BERNARDO OAKS DR,33.0225777,-117.0701514,33.012123,-117.064133,28440
304,304,ACENA DR,BOLERO DR,33.0225777,-117.0701514,33.0138418,-117.0711731,5392
305,305,ACTIVITY RD,KEARNY VILLA RD,32.8970281,-117.1235773,32.8318334,-117.1383588,61206
306,306,ACUNA  ST,KESLING  ST,32.831844,-117.181343,32.8330928,-117.1734941,7620
307,307,ACUNA ST,KESLING ST,32.831844,-117.181343,32.8330928,-117.1734941,39379
308,308,ADAMS  AV,COLLIER  AV,32.7633807,-117.1254226,32.7650574,-117.0866472,1881
309,309,ADAMS  AV,N MTN VW  DR,32.7633807,-117.1254226,32.6486407,-117.0792597,1354
310,310,ADAMS AV,ALDINE DR,32.7633807,-117.1254226,32.7635355,-117.0978908,29187
311,311,ADAMS AV,ALDINE DR AV,32.7633807,-117.1254226,32.7635355,-117.0978908,5097
312,312,ADAMS AV,COLLIER  AV,32.7633807,-117.1254226,32.7650574,-117.0866472,2067
313,313,ADAMS AV,COLLIER AV,32.7633807,-117.1254226,32.7650574,-117.0866472,2333
314,314,ADAMS AV,LUCILLE DR,32.7633807,-117.1254226,32.767368,-117.091827,2149
315,315,ADAMS AV,N MOUNTAIN VIEW DR,32.7633807,-117.1254226,32.6486407,-117.0792597,1244
316,316,ADAMS AV,N MTN VW DR,32.7633807,-117.1254226,32.6486407,-117.0792597,2051
317,317,ADOBE FALLS RD,ORCUTT AV,32.7815943,-117.083143,32.7908817,-117.0968305,77981
318,318,AERO  DR,BALBOA AV AV,32.7815943,-117.083143,32.8222527,-117.129964,15841
319,319,AERO CT,AFTON RD,32.807687,-117.1485239,32.8081378,-117.1444817,111756
320,320,AERO DR,BALBOA AV,32.8096863,-117.1463609,32.8222527,-117.129964,39293
322,322,AERO DR,GIBBS DR,32.8096863,-117.1463609,32.8104608,-117.1422647,11914
323,323,AERO DR,KEARNY MESA RD,32.8096863,-117.1463609,32.8914291,-117.1184624,53794
325,325,AFTON  RD,SANDROCK  RD,32.8081378,-117.1444817,32.809446,-117.1400737,26463
326,326,AFTON RD,SANDROCK RD,32.8081378,-117.1444817,32.809446,-117.1400737,172405
327,327,AFTON RD,SANDROCK RD RD,32.8081378,-117.1444817,32.809446,-117.1400737,25391
334,334,AIRWAY RD,AVENIDA FUENTE RD,32.5645375,-117.0153262,32.5569864,-116.9613988,52261
335,335,AIRWAY RD,OTAY MESA RD RD,32.5645375,-117.0153262,32.5677056,-116.952662,33190
337,337,AIRWAY RD,SIEMPRE VIVA RD,32.5645375,-117.0153262,32.5558601,-116.9392784,38383
342,342,ALAMITOS AV,HOLLISTER ST,32.592007,-117.08622,32.5726105,-117.0840962,117715
347,347,ALCONA ST,DORIANA ST,32.6873553,-117.0435752,32.685257,-117.04792,66028
348,348,ALDER  DR,E CANTERBURY  DR,32.7653392,-117.1018224,32.7667229,-117.1061787,4299
349,349,ALDER DR,E CANTERBURY DR,32.7653392,-117.1018224,32.7667229,-117.1061787,16348
353,353,ALDERLY ST,SKYLINE DR,32.7005594,-117.0646216,32.704735,-117.028923,6201
354,354,ALDINE  DR,MONTEZUMA  RD,32.7635355,-117.0978908,32.7699119,-117.0911785,40171
355,355,ALDINE DR,47 ST,32.7635355,-117.0978908,32.7083421,-117.0949474,70348
356,356,ALDINE DR,MONTEZUMA RD,32.7635355,-117.0978908,32.7699119,-117.0911785,146292
357,357,ALDINE DR,WINONA AV,32.7635355,-117.0978908,32.753079,-117.0879574,12197
359,359,ALLEGHANY ST,POTOMAC  ST,32.678719,-117.069359,32.680237,-117.055931,2765
360,360,ALLEGHANY ST,POTOMAC ST,32.678719,-117.069359,32.680237,-117.055931,15524
362,362,ALLEY N/O VENTURA PL PL,VENTURA PL,32.7720132,-117.252691,32.7720132,-117.252691,41682
364,364,ALSACIA  ST,GOODE  ST,32.68371,-117.038569,32.688015,-117.030937,1298
365,365,ALSACIA ST,GOODE ST,32.68371,-117.038569,32.688015,-117.030937,475
366,366,ALSACIA ST,PARIS WY,32.68371,-117.038569,32.678745,-117.0447788,3285
367,367,ALTA VIEW DR,APPIAN DR,32.676048,-117.038589,32.677597,-117.038277,102704
368,368,ALTA VIEW DR,JAMIE AV,32.676048,-117.038589,32.684273,-117.045807,10089
