,Unnamed: 0,start_loc,end_loc,lat_x,lon_x,lat_y,lon_y,count
2033,2033,GUYMON ST,F ST,32.7114816,-117.089416,32.8096863,-117.1463609,66936
2034,2034,GUYMON ST,MARKET ST,32.7114816,-117.089416,32.7116497,-117.130337,24272
2036,2036,HADA DR,MATINAL DR,33.0324306,-117.0816075,33.031479,-117.082932,4520
2037,2037,HAINES ST,INGRAHAM ST,33.0324306,-117.0816075,32.7736568,-117.2349913,199635
2038,2038,HAINES ST,PROMONTORY ST,32.7990303,-117.242609,32.7846637,-117.2372582,8786
2039,2039,HALF MILE  DR,DERBY DOWNS  RD,32.9621547,-117.2334332,32.9652082,-117.233346,34599
2040,2040,HALF MILE DR,DERBY DOWNS RD,32.9621547,-117.2334332,32.9652082,-117.233346,80303
2041,2041,HALLER ST,MAPLE ST,32.729755,-117.112831,32.9652082,-117.233346,605
2042,2042,HANCOCK  ST,W PT LOMA  BL,32.729755,-117.112831,32.75331675,-117.24550553465984,20728
2043,2043,HANCOCK ST,MIDWAY DR,32.729755,-117.112831,32.7507333,-117.2128798,35957
2044,2044,HANCOCK ST,MOORE ST,32.746861,-117.193413,32.7476631,-117.1924531,286319
2045,2045,HANCOCK ST,SAN DIEGO AV,32.746861,-117.193413,32.7522126,-117.1939891,107751
2048,2048,HARBOR  DR, NATIONAL AV,32.689965,-117.1315979,32.6961411,-117.1039724,4394
2049,2049,HARBOR DR,BAY FRONT ST,32.689965,-117.1315979,32.6961411,-117.1039724,11170
2051,2051,HARBOR DR,G ST,32.689965,-117.1315979,32.7125562,-117.1627743,72365
2052,2052,HARBOR DR,L ST,32.689965,-117.1315979,32.7073037,-117.1601662,21885
2053,2053,HARBOR DR,MAIN ST,32.689965,-117.1315979,32.6837975,-117.1129239,90273
2054,2054,HARBOR DR,MARKET PL,32.689965,-117.1315979,32.6837975,-117.1129239,4835
2055,2055,HARBOR DR,NATIONAL AV,32.689965,-117.1315979,32.6961411,-117.1039724,8333
2056,2056,HARBOR IS DR,SPANISH LDG,32.7292895,-117.1952377,32.7284995,-117.20951719886834,35195
2057,2057,HARBOR ISLAND DR,SPANISH LANDING DR,32.7292895,-117.1952377,32.7284995,-117.20951719886834,59245
2058,2058,HARBOR ISLAND E DR,HARBOR ISLAND N DR,32.7086318,-117.1635315,32.7292895,-117.1952377,4716
2059,2059,HARBOR ISLAND N DR,HARBOR ISLAND (RD END) DR,32.7291112,-117.1913113,32.7292895,-117.1952377,6090
2060,2060,HARBOR ISLAND N DR,HARBOR ISLAND (W-END) DR,32.7291112,-117.1913113,32.7292895,-117.1952377,5715
2063,2063,HARDY AV,ZUMA (PVT) ST,32.7725766,-117.072296,32.7789382,-117.0732876,218489
2064,2064,HARJOAN AV,GOWDY AV,32.7935159,-117.145527,32.7946885,-117.1404176,4134
2065,2065,HARLINGTON DR,WESTMORE RD,32.9141549,-117.1340487,32.9178327,-117.1438748,40441
2066,2066,HARNEY ST,OLD TOWN AV,32.7544729,-117.193457,32.7473289,-117.1934447,4423
2067,2067,HARNEY ST,SAN JUAN RD,32.7544729,-117.193457,32.751068,-117.190727,8274
2068,2068,HARNEY ST,TWIGGS ST,32.7544729,-117.193457,32.755101,-117.1943222,24743
2071,2071,HARRIS PLANT RD,MIRAMAR WY,32.860351,-117.1165823,32.881184,-117.1194326,126866
2072,2072,HARRISON AV,SICARD ST,32.860351,-117.1165823,32.695259,-117.139214,23908
2073,2073,HARTFIELD  AV,GRAYSON  DR,32.9562855,-117.2302259,32.961311,-117.228416,644
2074,2074,HARTFIELD AV,GRAYSON DR,32.9562855,-117.2302259,32.961311,-117.228416,2389
2075,2075,HARTFORD CT,CLAIREMONT CT,32.7479826,-117.0366097,32.7915036,-117.197949,74901
2076,2076,HARTLEY ST,MARKET ST,32.7101069,-117.0946936,32.7915036,-117.197949,19843
2077,2077,HARVEST RD,SANYO AV,32.5722317,-116.9450828,32.5638216,-116.940769,67107
2078,2078,HASTY ST,BOREN ST,32.743259,-117.060593,32.748074,-117.062973,16156
2079,2079,HATHAWAY ST,ASHFORD ST,32.8189029,-117.1672194,32.8046519,-117.159975,5227
2080,2080,HAVERFIELD  WY,BLACK MTN  RD,32.9244443,-117.1259986,32.9891419,-117.1266465,14902
2081,2081,HAVERFIELD WY,BLACK MTN  RD,32.9244443,-117.1259986,32.9891419,-117.1266465,13434
2082,2082,HAVERFIELD WY,BLACK MTN RD,32.9244443,-117.1259986,32.9891419,-117.1266465,65654
2083,2083,HAWK ST,GOLDFINCH ST,32.7457676,-117.1720498,32.7497915,-117.1713854,35042
2084,2084,HAWK ST,NORMAL ST,32.7457676,-117.1720498,32.7505832,-117.1488631,16247
2085,2085,HAWTHORN  ST,JUNIPER  ST,32.7272059,-117.161171,32.7505832,-117.1488631,8795
2086,2086,HAWTHORN AV,GRAPE ST,32.7272059,-117.161171,32.7261645,-117.160248,3233
2087,2087,HAWTHORN ST,IVY ST,32.7272059,-117.161171,32.7261645,-117.160248,56345
2088,2088,HAWTHORN ST,JUNIPER ST,32.7272059,-117.161171,32.7261645,-117.160248,46601
2089,2089,HAWTHORN ST,LAUREL ST,32.7272059,-117.161171,32.7313776,-117.1624116,228415
2090,2090,HAZARD CENTER DR,MISSION CENTER CT,32.770017,-117.159029,32.7735903,-117.1542676,121484
2091,2091,HAZARD CTR DR,FRIARS RD,32.770017,-117.159029,32.7780229,-117.1408109,42485
2092,2092,HEALTH CENTER DR,BERGER AV,32.7952951,-117.1573389,32.802067,-117.151657,30891
2093,2093,HEALTH CTR DR,BERGER AV,32.7952951,-117.1573389,32.802067,-117.151657,60148
2094,2094,HEALTH CTR DR,CARDINAL RD,32.7952951,-117.1573389,32.7905643,-117.1575206,114536
2095,2095,HEALTH CTR DR,MDW LARK DR,32.7952951,-117.1573389,32.787903,-117.15461,8193
2096,2096,HEALTH CTR DR,MEADOW LARK DR,32.7952951,-117.1573389,32.787903,-117.15461,67677
2097,2097,HEATHERTON CT,POWAY DR,32.9441195,-117.0885586,32.787903,-117.15461,1065
2098,2098,HEINRICH HERTZ DR,SIEMPRE VIVA RD,32.5585951,-116.9384345,32.5558601,-116.9392784,20986
2099,2099,HEMLOCK ST,OCEAN VIEW BL,32.5585951,-116.9384345,32.5558601,-116.9392784,6940
2100,2100,HERBERT ST,CENTRE ST,32.747459,-117.149277,32.750648,-117.147278,30321
2101,2101,HERBERT ST,NORMAL ST,32.747459,-117.149277,32.7505832,-117.1488631,38850
2102,2102,HERBERT ST,PARK BL,32.747459,-117.149277,32.7505832,-117.1488631,14341
2103,2103,HERITAGE RD,PACIFIC RIM CT,32.5710317,-116.9968424,32.566898,-116.992599,159449
2104,2104,HERSCHEL AV,HIGH AV,32.8407637,-117.2713609,32.838379,-117.269531,30355
2105,2105,HERSCHEL AV,IVANHOE AV,32.8407637,-117.2713609,32.8455883,-117.2715591,52850
2106,2106,HERSCHEL ST,HIGH AV,32.8407637,-117.2713609,32.838379,-117.269531,6123
2107,2107,HIBERT ST,MIRA MESA BL,32.9155219,-117.1138845,32.838379,-117.269531,77509
2108,2108,HICKMAN FIELD  DR,CONVOY  ST,32.8398556,-117.1676114,32.835655,-117.152397,8218
2109,2109,HICKMAN FIELD DR,SHAWLINE ST,32.8398556,-117.1676114,32.8325678,-117.1638292,33993
2110,2110,HIDALGO  AV,JUTLAND  DR,32.833134,-117.219833,32.826733,-117.222252,5067
2111,2111,HIDALGO AV,ISLETA AV,32.833134,-117.219833,32.830647,-117.22097,850
2112,2112,HIDALGO AV,JUTLAND DR,32.833134,-117.219833,32.826733,-117.222252,32230
2113,2113,HIDDEN VALLEY PL,E ROSELAND DR,32.845795,-117.2479449,32.849271,-117.2559078,9316
2114,2114,HIERBA DR,RANCHO BERNARDO RD,33.020603,-117.070129,33.0181234,-117.0576313,14917
2115,2115,HIGA  PL,RIOS  RD,33.0113043,-117.0570899,33.014133,-117.06308,20414
2116,2116,HIGA PL,RIOS RD,33.0113043,-117.0570899,33.014133,-117.06308,22420
2117,2117,HIGH BLUFF  DR,D M HTS  PL,32.9438974,-117.2395483,33.014133,-117.06308,46288
2118,2118,HIGH BLUFF  DR,D M HTS PL PL,32.9438974,-117.2395483,33.014133,-117.06308,43212
2119,2119,HIGH BLUFF DR,DEL MAR HTS PL,32.9438974,-117.2395483,33.014133,-117.06308,158071
2120,2120,HIGH BLUFF DR,ELIJAH CT,32.9438974,-117.2395483,32.9468955,-117.2353854,65165
2121,2121,HIGH BLUFF DR,QUARTER MILE DR,32.9438974,-117.2395483,32.9565769,-117.2344484,1832
2122,2122,HIGHLAND AV,45 ST,32.9438974,-117.2395483,32.9565769,-117.2344484,10554
2123,2123,HIGHLAND AV,EUCLID AV,32.7440045,-117.0988089,32.7096389,-117.086031,1900
2124,2124,HIGHLAND RH RD,CAM DEL NORTE RD,32.9789453,-117.0712554,32.7096389,-117.086031,10214
2125,2125,HIGHLAND RH RD,CONFERENCE WY,32.9789453,-117.0712554,32.985699,-117.077087,135151
2126,2126,HIGHLAND RH RD,WAVERLY DOWNS WY,32.9789453,-117.0712554,32.984524,-117.071129,14242
2128,2128,HIGHPLACE DR,LARCHWOOD AV,32.804768,-117.065712,32.808083,-117.065224,4233
2130,2130,HILL SOUTH BAY ST,BOLTON HALL RD,32.804768,-117.065712,32.5508061,-117.0380867,5465
2131,2131,HILL ST,BOLTON HALL RD,32.7223997,-117.2388432,32.5508061,-117.0380867,4181
2132,2132,HILL ST,CORDOVA ST,32.7223997,-117.2388432,32.723256,-117.255685,8202
2135,2135,HILLERY DR,STANWELL ST,32.9129008,-117.1210229,32.9119838,-117.1352725,19419
2136,2136,HILLSIDE DR,LITTLE ST,32.9129008,-117.1210229,32.849985,-117.2593481,221000
2137,2137,HILLSIDE DR,PRINCESS ST,33.066906,-116.578583,32.8490044,-117.2625433,265356
2138,2138,HILLTOP DR,C ST,32.7150005,-117.0840492,32.716789,-117.1630123,82676
2139,2139,HILLTOP DR,LISE AV,32.7150005,-117.0840492,32.7135821,-117.0866455,54825
2140,2140,HOLIDAY CT,LA JOLLA VILLAGE DR,32.8703,-117.2330057,32.871796,-117.2313077,131308
2141,2141,HOLLISTER ST,CORONADO (SB) AV,32.5726105,-117.0840962,32.871796,-117.2313077,4288
2142,2142,HOLLISTER ST,CORONADO SB AV,32.5726105,-117.0840962,32.871796,-117.2313077,18364
2143,2143,HOLLISTER ST,DAIRY MART  RD,32.5726105,-117.0840962,32.5561947,-117.0624594,2347
2144,2144,HOLLISTER ST,DAIRY MART RD,32.5726105,-117.0840962,32.5561947,-117.0624594,4930
2145,2145,HOLLISTER ST,ORO VISTA RD,32.5726105,-117.0840962,32.5665065,-117.0781973,78813
2146,2146,HOLLISTER ST,ORO VS RD,32.5726105,-117.0840962,32.5665065,-117.0781973,4747
2149,2149,HOME AV,44 ST,32.5726105,-117.0840962,32.755704,-117.1002254,18972
2150,2150,HOME AV,47 ST,32.5726105,-117.0840962,32.755704,-117.1002254,32384
2151,2151,HOME AV,CRENSHAW ST,32.7189404,-117.1104308,32.726078,-117.107689,25206
2152,2152,HOME AV,REDWOOD ST,32.7189404,-117.1104308,32.73783,-117.1342815,18508
2153,2153,HOME AV,RIDGE VIEW DR,32.7189404,-117.1104308,32.731525,-117.093918,10961
2154,2154,HOME AV,UNIVERSITY AV,32.7189404,-117.1104308,32.731525,-117.093918,15382
2155,2155,HONORS DR,REGENTS RD,32.8454176,-117.2231242,32.8626995,-117.2226386,17296
2156,2156,HORADO RD,NIVEL CT,33.0116546,-117.0620049,33.0116942,-117.0645175,1095
2157,2157,HORNBLEND  ST,GARNET  AV,32.798042,-117.244232,32.805519,-117.221603,3760
2158,2158,HORNBLEND ST,GARNET AV,32.798042,-117.244232,32.805519,-117.221603,163741
2159,2159,HORTON AV,WALNUT AV,32.7392086,-117.1732531,32.805519,-117.221603,3393
2161,2161,HOTEL CIRCLE N,AVENIDA DEL RIO N,32.7602905,-117.1872659,32.7665806,-117.1643472,7925
2162,2162,HOTEL CIRCLE N ,AVENIDA DEL RIO ,32.7602905,-117.1872659,32.7665806,-117.1643472,29562
2163,2163,HOTEL CIRCLE N RD,FRIARS RD,32.7602905,-117.1872659,32.7780229,-117.1408109,35304
2171,2171,HUDSON DR,WHELAN DR,32.804661,-117.016319,32.8062782,-117.0209719,4636
2172,2172,HUGO ST,INGELOW ST,32.7268761,-117.2290005,32.7274723,-117.2284781,32334
2173,2173,HURD PL,WASHINGTON ST,32.7268761,-117.2290005,32.7415586,-117.1842436,28180
2174,2174,HYACINTH DR,AMARYLLIS DR,32.7454538,-117.2206764,32.7470531,-117.222125,4065
2175,2175,HYADES WY,PEGASUS AV,32.9201669,-117.1293769,32.8897386,-117.1347412,4327
2176,2176,HYDE PARK DR,NAVAJO RD,32.801014,-117.047081,32.804566,-117.0418303,33758
2177,2177,HYDE PK DR,NAVAJO RD,32.801014,-117.047081,32.804566,-117.0418303,10286
2178,2178,I 805 NB OFF RAMP AV,EUCLID AV,32.801014,-117.047081,32.804566,-117.0418303,9154
2179,2179,I-15 NB ACCESS RD,250' W OF I-15 ACCESS RD,32.801014,-117.047081,32.804566,-117.0418303,39478
2180,2180,I-15 RD,FRIARS RD,32.801014,-117.047081,32.7780229,-117.1408109,22035
2182,2182,ILEX AV,IRIS AV,32.5699022,-117.0883864,32.5693891,-117.0665659,15319
2183,2183,IMPERIAL  AV,60 ST,32.7064323,-117.1252448,32.5693891,-117.0665659,1981
2184,2184,IMPERIAL  AV,OCEAN VIEW  BL,32.7064323,-117.1252448,32.5693891,-117.0665659,5177
2185,2185,IMPERIAL AV,ACACIA ST,32.7064323,-117.1252448,32.741928,-117.027931,3081
2186,2186,IMPERIAL AV,AKINS AV,32.7064323,-117.1252448,32.7099434,-117.0659242,39446
2187,2187,IMPERIAL AV,B ST,32.7064323,-117.1252448,32.7099434,-117.0659242,6642
2188,2188,IMPERIAL AV,BENFIELD CT,32.7064323,-117.1252448,32.701508,-117.098732,3565
2189,2189,IMPERIAL AV,BROADWAY BROADWAY,32.7064323,-117.1252448,32.7158413,-117.13319,4457
2190,2190,IMPERIAL AV,CASTANA ST,32.7064323,-117.1252448,32.70663,-117.0831841,2829
2191,2191,IMPERIAL AV,COMMERCIAL ST,32.7064323,-117.1252448,32.70663,-117.0831841,6413
2192,2192,IMPERIAL AV,L ST,32.7064323,-117.1252448,32.7073037,-117.1601662,2579
2193,2193,IMPERIAL AV,MARKET ST,32.7064323,-117.1252448,32.7073037,-117.1601662,19956
2194,2194,IMPERIAL AV,NATIONAL AV,32.7064323,-117.1252448,32.6961411,-117.1039724,4130
2195,2195,IMPERIAL AV,OCEAN VIEW  BL,32.7064323,-117.1252448,32.6961411,-117.1039724,4978
2196,2196,IMPERIAL AV,OCEAN VW BL,32.7064323,-117.1252448,32.6961411,-117.1039724,4574
2198,2198,IMPERIAL AV,YMCA WY,32.7064323,-117.1252448,32.7048384,-117.0979801,2056
2199,2199,IMPERIAL AVE,OCEAN VIEW BL,32.7064323,-117.1252448,32.7048384,-117.0979801,306
2200,2200,INDIA  ST,WASHINGTON  ST,32.741543,-117.17971,32.7048384,-117.0979801,3902
2201,2201,INDIA ST,COLUMBIA ST,32.741543,-117.17971,32.7048384,-117.0979801,170704
2202,2202,INDIA ST,HAWK ST,32.741543,-117.17971,32.7457676,-117.1720498,30627
2203,2203,INDIA ST,UNIVERSITY AV,32.741543,-117.17971,32.7457676,-117.1720498,148087
2204,2204,INDIA ST,WASHINGTON ST,32.741543,-117.17971,32.7457676,-117.1720498,15030
2205,2205,INGALLS ST,LARK ST,32.7507801,-117.1750446,32.7978821,-116.9492099,8785
2206,2206,INGELOW ST,JARVIS ST,32.7274723,-117.2284781,32.7285619,-117.2287571,99546
2207,2207,INGRAHAM  ST,QUIVIRA ACCESS ,32.7736568,-117.2349913,32.765719,-117.2378225,34547
2208,2208,INGRAHAM ST,EDEN DR,32.7736568,-117.2349913,32.781143,-117.235657,17636
2209,2209,INGRAHAM ST,EDGE CLIFF DR,32.7736568,-117.2349913,32.7807041,-117.2381318,15820
2210,2210,INGRAHAM ST,JEWELL ST,32.7736568,-117.2349913,32.784294,-117.234802,183753
2211,2211,INGRAHAM ST,LAMONT ST,32.7736568,-117.2349913,32.7990444,-117.2347334,8058
2212,2212,INGRAHAM ST,OLNEY ST,32.7736568,-117.2349913,32.8021288,-117.2298464,3153
2213,2213,INGRAHAM ST,PROMONTORY ST,32.7736568,-117.2349913,32.8021288,-117.2298464,5208
2214,2214,INGRAHAM ST,SEA WORLD DR,32.7736568,-117.2349913,32.7649794,-117.2087239,301090
2215,2215,INGRAHAM ST,SOLEDAD MTN (N) RD,32.7736568,-117.2349913,32.7649794,-117.2087239,16801
2216,2216,INGRAHAM ST,YOSEMITE ST,32.7736568,-117.2349913,32.788952,-117.23658,6234
2217,2217,INGULF  ST,BAKER  ST,32.7895839,-117.2060041,32.788952,-117.23658,11693
2218,2218,INGULF ST,CLAIREMONT DR,32.7895839,-117.2060041,32.8038,-117.1991166,26649
2219,2219,INNOVATION DR,CARMEL MTN RD,32.9894512,-117.076792,32.9632195,-117.132299,16135
2220,2220,INSPIRATION DR,LA JOLLA MESA DR,32.825218,-117.264557,32.825523,-117.259613,1194
2221,2221,INSPIRATION DR DR,LA JOLLA MESA DR,32.825218,-117.264557,32.825523,-117.259613,1395
2222,2222,INVERNESS DR,GLENWICK LN,33.245884,-117.320419,32.864594,-117.244698,4793
2223,2223,IONA  DR,60TH  ST,32.7096637,-117.0691653,32.864594,-117.244698,5292
2224,2224,IONA DR,60 ST,32.7096637,-117.0691653,32.864594,-117.244698,13185
2225,2225,IONA DR,60TH  ST,32.7096637,-117.0691653,32.864594,-117.244698,5659
2226,2226,IRIS  AV,DEL SOL   BL,32.5693891,-117.0665659,32.864594,-117.244698,3870
2227,2227,IRIS A,DEL SOL   BL,32.5693891,-117.0665659,32.864594,-117.244698,4889
2228,2228,IRIS AV,ATHERTON AV,32.5693891,-117.0665659,32.561501,-117.083504,7412
2229,2229,IRIS AV,DEL SUR BL,32.5693891,-117.0665659,32.567284,-117.058037,5178
2230,2230,IRIS AV,LEON AV,32.5693891,-117.0665659,32.565563,-117.097092,24829
2231,2231,IRIS AV,SAN YSIDRO BL,32.5693891,-117.0665659,32.565563,-117.097092,16962
2233,2233,IRIS AV,VILLAGE PINE DR,32.5693891,-117.0665659,32.5682967,-117.0694404,1110
2234,2234,IRVING AV,JULIAN AV,32.7015695,-117.1385622,32.8566476,-116.9094151,24559
2235,2235,ISLA CARMEN WY,DAIRY MART RD,32.7015695,-117.1385622,32.5561947,-117.0624594,21160
2236,2236,ISLA VIS  DR,DWIGHT  ST,32.7015695,-117.1385622,32.7440522,-117.1051652,9967
2237,2237,ISLA VISTA DR,DWIGHT ST,32.741882,-117.09066,32.7440522,-117.1051652,35085
2238,2238,ISLAND  AV,MARKET  ST,32.710453,-117.1458158,32.7440522,-117.1051652,2053
2239,2239,ISLAND AV,E HARBOR DR,32.710453,-117.1458158,32.7086318,-117.1635315,6466
2240,2240,ISLAND AV,J ST,32.710453,-117.1458158,32.7086318,-117.1635315,14030
2241,2241,ISLAND AV,MARKET  AV,32.710453,-117.1458158,32.7086318,-117.1635315,4542
2242,2242,ISLAND AV,MARKET  ST,32.710453,-117.1458158,32.7086318,-117.1635315,4499
2243,2243,ISLAND AV,MARKET ST,32.710453,-117.1458158,32.7086318,-117.1635315,120997
2244,2244,ISTHMUS CT,JAMAICA CT,32.773191,-117.2499802,32.7736941,-117.2502615,31312
2245,2245,IVANHOE AV,EXCHANGE PL,32.8455883,-117.2715591,32.8452947,-117.2677691,3673
2246,2246,IVY ST,JUNIPER ST,32.8455883,-117.2715591,32.8452947,-117.2677691,55324
2250,2250,J ST,K ST,32.7094194,-117.1575129,32.7083258,-117.1604615,9132
2251,2251,JACKSON DR,BELL BLUFF DR,32.7094194,-117.1575129,32.7083258,-117.1604615,2200
2252,2252,JACKSON DR,GOLFCREST DR,32.7094194,-117.1575129,32.79784,-117.042122,71691
2253,2253,JACKSON DR,LAKE ALAMOR AV,32.7094194,-117.1575129,32.79784,-117.042122,11280
2254,2254,JACKSON DR,LAKE ANDRITA AV,32.7094194,-117.1575129,32.795383,-117.025284,2449
2255,2255,JACKSON DR,NAVAJO RD,32.7094194,-117.1575129,32.804566,-117.0418303,16315
2256,2256,JACKSON ST,TAYLOR ST,32.7094194,-117.1575129,32.804566,-117.0418303,3730
2261,2261,JAMES ST,KINGSLEY  ST,32.7144302,-117.0342503,32.748737,-117.220467,4045
2262,2262,JAMES ST,KINGSLEY ST,32.7144302,-117.0342503,32.748737,-117.220467,18603
2263,2263,JARVIS ST,KEATS ST,32.7285619,-117.2287571,32.7303857,-117.2303139,67005
2264,2264,JEFFERSON  ST,PACIFIC HY,32.7285619,-117.2287571,32.7303857,-117.2303139,16220
2265,2265,JEFFERSON ST,PACIFIC HY,32.7285619,-117.2287571,32.7303857,-117.2303139,42890
2266,2266,JEFFREY CT,JANICE CT,32.9194206,-117.1266894,32.9194239,-117.1257044,41769
2267,2267,JELLETT CT,HUXLEY ST,32.9194206,-117.1266894,32.789894,-117.198776,3768
2268,2268,JELLETT ST,HUXLEY ST,32.7880322,-117.1965371,32.789894,-117.198776,19564
2269,2269,JELLETT ST,INGULF ST,32.7880322,-117.1965371,32.7895839,-117.2060041,9556
2270,2270,JEMEZ DR,CLAIREMONT MESA BL,32.828491,-117.214592,32.7895839,-117.2060041,35623
2271,2271,JEMEZ DR,LUNA AV,32.828491,-117.214592,32.831245,-117.216232,43248
2272,2272,JENNER ST,GIRARD AV,32.847069,-117.276123,32.8389513,-117.2719999,48273
2273,2273,JENNER ST,GIRARD ST,32.847069,-117.276123,32.8389513,-117.2719999,8486
2274,2274,JENNINGS  ST,CANON  ST,32.7205562,-117.246234,32.7221187,-117.2328921,31135
2275,2275,JENNINGS ST,CANON ST,32.7205562,-117.246234,32.7221187,-117.2328921,83743
2276,2276,JENNINGS ST,JOHN ST,32.7205562,-117.246234,32.7221187,-117.2328921,2080
2278,2278,JESTER ST,GILMARTIN DR,32.689644,-117.058296,32.691067,-117.054123,180831
2279,2279,JEWELL ST,KENDALL ST,32.784294,-117.234802,32.798683,-117.236572,302513
2280,2280,JEWELL ST,LAMONT ST,32.784294,-117.234802,32.7990444,-117.2347334,19758
2284,2284,JUAN ST,SAN DIEGO AV,32.7555343,-117.1966045,32.7522126,-117.1939891,4732
2285,2285,JUAN ST,SUNSET  ST,32.7555343,-117.1966045,32.755421,-117.194473,15054
2286,2286,JUAN ST,SUNSET ST,32.7555343,-117.1966045,32.755421,-117.194473,58057
2287,2287,JUDICIAL DR,JUDICIAL CT,32.8682494,-117.198437,32.755421,-117.194473,19441
2288,2288,JULIAN AV,KEARNEY AV,32.8566476,-116.9094151,32.755421,-117.194473,6514
2289,2289,JUNIPER (E)  ST,MAPLE  CT,32.7292898,-117.1619674,32.755421,-117.194473,9713
2292,2292,JUNIPER ST,BOUNDARY  ST,32.7292898,-117.1619674,32.7475024,-117.1229023,1578
2293,2293,JUNIPER ST,BOUNDARY ST,32.7292898,-117.1619674,32.7475024,-117.1229023,1436
2294,2294,JUNIPER ST,KALIMA ST,32.7292898,-117.1619674,32.7475024,-117.1229023,14968
2295,2295,JUNIPER ST,KALMIA  ST,32.7292898,-117.1619674,32.7303337,-117.161321,5842
2296,2296,JUNIPER ST,KALMIA ST,32.7292898,-117.1619674,32.7303337,-117.161321,178208
2297,2297,JUTLAND DR,ARIANE DR,32.826733,-117.222252,32.8277637,-117.2260007,24178
2298,2298,JUTLAND DR,CLAIREMONT MESA BL,32.826733,-117.222252,32.8277637,-117.2260007,45135
2299,2299,K ST,ISLAND AV,32.7083258,-117.1604615,32.710453,-117.1458158,32474
2300,2300,K ST,J  ST,32.7083258,-117.1604615,32.7094194,-117.1575129,6888
2301,2301,K ST,J ST,32.7083258,-117.1604615,32.7094194,-117.1575129,95647
2306,2306,KEARNEY MESA RD,MIRAMAR  RD,32.7303337,-117.161321,32.8938447,-117.1259922,22858
2307,2307,KEARNY  AV,COMMERCIAL  ST,32.7022131,-117.143348,32.8938447,-117.1259922,9324
2308,2308,KEARNY MESA RD,KEARNY VILLA RD,32.8914291,-117.1184624,32.8318334,-117.1383588,116930
2309,2309,KEARNY MESA RD,MIRAMAR RD,32.8914291,-117.1184624,32.8938447,-117.1259922,65593
2310,2310,KEARNY MESA RD,OTHELLO AV,32.8914291,-117.1184624,32.8171818,-117.1522595,74641
2313,2313,KEARNY VILLA  R,CONVOY  ST,32.8914291,-117.1184624,32.835655,-117.152397,28906
2314,2314,KEARNY VILLA  RD,MAYA LINDA  RD,32.8318334,-117.1383588,32.9060712,-117.1170915,45308
2315,2315,KEARNY VILLA RD,COMPLEX DR,32.8318334,-117.1383588,32.8309395,-117.1346834,88319
2316,2316,KEARNY VILLA RD,CONVOY ST,32.8318334,-117.1383588,32.835655,-117.152397,28162
2317,2317,KEARNY VILLA RD,KEARNY MESA RD,32.8318334,-117.1383588,32.8914291,-117.1184624,227910
2318,2318,KEARNY VILLA RD,MAYA LINDA RD,32.8318334,-117.1383588,32.9060712,-117.1170915,110335
2319,2319,KEARNY VILLA RD,MIRA MESA BL,32.8318334,-117.1383588,32.9060712,-117.1170915,21437
2320,2320,KEARNY VILLA RD,OVERLAND AV,32.8318334,-117.1383588,32.8261337,-117.1315822,2153
2321,2321,KEARNY VILLA RD,PARAMOUNT DR,32.8318334,-117.1383588,32.8248065,-117.135128,2960
2322,2322,KEARNY VILLA RD,PONDEROSA AV,32.8318334,-117.1383588,32.8206975,-117.1322376,115628
2323,2323,KEARNY VILLA RD,RUFFIN RD,32.8318334,-117.1383588,32.8087556,-117.1190285,25313
2328,2328,KELLAM CT,HARTFIELD AV,32.9570736,-117.2323347,32.9562855,-117.2302259,2481
2329,2329,KELLOGG ST,LAWRENCE ST,32.7087071,-117.2394302,32.9562855,-117.2302259,20394
2330,2330,KELOWNA RD,SAGITTARIUS RD,32.928444,-117.140877,32.9219415,-117.1403755,15657
2331,2331,KEMPER  ST,DUKE  ST,32.757591,-117.041901,32.9219415,-117.1403755,20880
2332,2332,KEMPER  ST,HANCOCK  ST,32.757591,-117.041901,32.9219415,-117.1403755,18047
2333,2333,KEMPER  ST,POINSETTIA  DR,32.757591,-117.041901,32.7388617,-117.2289881,7318
2334,2334,KEMPER CT,KENYON ST,32.750066,-117.2175234,32.7496007,-117.2150529,21338
2335,2335,KEMPER ST,DRIVEWAY W/O KEMPER ST ST,32.757591,-117.041901,32.7496007,-117.2150529,41425
2336,2336,KEMPER ST,DUKE ST,32.757591,-117.041901,32.647778,-116.981827,91046
2337,2337,KEMPER ST,FORDHAM ST,32.757591,-117.041901,32.751017,-117.2135395,39562
2338,2338,KEMPER ST,HANCOCK ST,32.757591,-117.041901,32.751017,-117.2135395,87938
2339,2339,KEMPER ST,ROSECRANS ST,32.757591,-117.041901,32.7547067,-117.2018158,27260
2341,2341,KENAMAR  DR,MIRAMAR  RD,32.8866517,-117.1554613,32.8938447,-117.1259922,26355
2342,2342,KENAMAR DR,MIRAMAR DR,32.8866517,-117.1554613,33.1750277,-117.2352693,18778
2343,2343,KENAMAR DR,MIRAMAR RD,32.8866517,-117.1554613,32.8938447,-117.1259922,40755
2344,2344,KENDALL  ST,JEWELL  ST,32.798683,-117.236572,32.784294,-117.234802,59333
2345,2345,KENDALL ST,LAMONT ST,32.798683,-117.236572,32.7990444,-117.2347334,115075
2346,2346,KENDALL ST,SEQUOIA  ST,32.798683,-117.236572,32.79335,-117.23407,5985
2347,2347,KENSINGTON DR,MARLBOROUGH DR,33.143764,-117.203217,32.7608525,-117.106359,97130
