,Unnamed: 0.1,CNN,PRIMARY_ST,start_loc,end_loc,count,DATE,lat_x,lon_x,lat_y,lon_y
970,1789,9466000,MYRA WAY,MOLIMO DR,OMAR WAY,401,1/26/2017,37.7377524,-122.451772,37.7391199,-122.450544
973,1803,6604000,HAIGHT ST,OCTAVIA ST,LAGUNA ST,1022,3/7/2017,37.7930167,-122.4279155,37.7727888,-122.425826
974,1805,6604000,HAIGHT ST,OCTAVIA ST,LAGUNA ST,2767,3/7/2017,37.7930167,-122.4279155,37.7727888,-122.425826
975,1807,9753000,OAK ST,OCTAVIA ST,LAGUNA ST,15060,3/7/2017,37.7930167,-122.4279155,37.7750597,-122.4260018
976,1808,354000,7TH AVE,ANZA ST,BALBOA ST,1352,3/8/2017,37.7798991,-122.4559881,37.7770447,-122.4681953
977,1809,499000,11TH AVE,CABRILLO ST,FULTON ST,702,3/8/2017,37.7751274,-122.469243,37.7734186,-122.4656809
978,1811,429000,9TH AVE,CABRILLO ST,FULTON ST,528,3/8/2017,37.7751274,-122.469243,37.7734186,-122.4656809
979,1812,499000,11TH AVE,CABRILLO ST,FULTON ST,261,3/8/2017,37.7751274,-122.469243,37.7734186,-122.4656809
980,1813,6604000,HAIGHT ST,OCTAVIA ST,LAGUNA ST,938,3/8/2017,37.7930167,-122.4279155,37.7727888,-122.425826
981,1814,429000,9TH AVE,CABRILLO ST,FULTON ST,294,3/8/2017,37.7751274,-122.469243,37.7734186,-122.4656809
982,1816,4215000,CLIPPER ST,DIAMOND ST,CASTRO ST,4089,3/8/2017,37.7486862,-122.436003,37.762413,-122.4351739
983,1818,356000,7TH AVE,CABRILLO ST,FULTON ST,1126,3/8/2017,37.7751274,-122.469243,37.7734186,-122.4656809
984,1819,6604000,HAIGHT ST,OCTAVIA ST,LAGUNA ST,2579,3/8/2017,37.7930167,-122.4279155,37.7727888,-122.425826
985,1821,9753000,OAK ST,OCTAVIA ST,LAGUNA ST,14357,3/8/2017,37.7930167,-122.4279155,37.7750597,-122.4260018
986,1822,388000,8TH AVE,CALIFORNIA ST,CLEMENT ST,985,3/8/2017,37.7847894,-122.4670498,37.7827898,-122.4662994
987,1823,388000,8TH AVE,CALIFORNIA ST,CLEMENT ST,1299,3/8/2017,37.7847894,-122.4670498,37.7827898,-122.4662994
988,1826,356000,7TH AVE,CABRILLO ST,FULTON ST,786,3/9/2017,37.7751274,-122.469243,37.7734186,-122.4656809
989,1829,7948000,LAGUNA ST,FELL ST,LINDEN ST,4915,3/30/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
990,1830,7948000,LAGUNA ST,FELL ST,LINDEN ST,3970,3/30/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
991,1832,7948000,LAGUNA ST,FELL ST,LINDEN ST,4026,3/31/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
992,1833,7948000,LAGUNA ST,FELL ST,LINDEN ST,5932,3/31/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
993,1835,7948000,LAGUNA ST,FELL ST,LINDEN ST,3905,4/1/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
994,1836,7948000,LAGUNA ST,FELL ST,LINDEN ST,5562,4/1/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
995,1838,7948000,LAGUNA ST,FELL ST,LINDEN ST,3447,4/2/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
996,1839,7948000,LAGUNA ST,FELL ST,LINDEN ST,4824,4/2/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
997,1841,7948000,LAGUNA ST,FELL ST,LINDEN ST,4897,4/3/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
998,1842,7948000,LAGUNA ST,FELL ST,LINDEN ST,3787,4/3/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
999,1844,7948000,LAGUNA ST,FELL ST,LINDEN ST,5113,4/4/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
1000,1845,7948000,LAGUNA ST,FELL ST,LINDEN ST,4013,4/4/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
1001,1849,6145101,GENEVA AVE,ATHENS ST,VIENNA ST,9912,4/5/2017,37.7263961,-122.4249061,37.7188615,-122.4316463
1002,1850,6145101,GENEVA AVE,ATHENS ST,VIENNA ST,10180,4/5/2017,37.7263961,-122.4249061,37.7188615,-122.4316463
1003,1851,2440000,ARKANSAS ST,20TH ST,23RD ST,467,4/5/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1004,1852,2440000,ARKANSAS ST,20TH ST,23RD ST,559,4/5/2017,37.7604997,-122.3885771,37.757286,-122.3923999
1005,1853,10784000,PROSPECT AVE,FAIR ST,COSO AVE,699,4/5/2017,37.7604997,-122.3885771,37.7466324,-122.4182475
1006,1854,1510000,26TH ST,HAMPSHIRE ST,YORK ST,2639,4/5/2017,37.7528069,-122.4073116,37.7512669,-122.4080611
1007,1855,10784000,PROSPECT AVE,FAIR ST,COSO AVE,353,4/5/2017,37.7528069,-122.4073116,37.7466324,-122.4182475
1008,1858,7948000,LAGUNA,FELL ST,LINDEN ST,5238,4/5/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
1009,1859,1510000,26TH ST,HAMPSHIRE ST,YORK ST,438,4/5/2017,37.7528069,-122.4073116,37.7512669,-122.4080611
1010,1860,7948000,LAGUNA,FELL ST,LINDEN ST,3950,4/5/2017,37.7759099,-122.4231952,37.7757835,-122.4279225
1011,1864,10784000,PROSPECT AVE,FAIR ST,COSO AVE,378,4/6/2017,37.759842,-122.398385,37.7466324,-122.4182475
1012,1865,10784000,PROSPECT AVE,FAIR ST,COSO AVE,718,4/6/2017,37.759842,-122.398385,37.7466324,-122.4182475
1013,1866,1510000,26TH ST,HAMPSHIRE ST,YORK ST,2589,4/6/2017,37.7528069,-122.4073116,37.7512669,-122.4080611
1014,1869,1510000,26TH ST,HAMPSHIRE ST,YORK ST,459,4/6/2017,37.7528069,-122.4073116,37.7512669,-122.4080611
1015,1874,3325001,BUCHANAN ST,HAIGHT ST,PAGE ST,1788,4/12/2017,37.7726337,-122.427028,37.7728238,-122.432412
1016,1878,6410000,GRANT AVE,GREENWICH ST,LOMBARD ST,763,4/12/2017,37.7985429,-122.4391739,37.8021196,-122.4187163
1017,1879,6411000,GRANT AVE,GREENWICH ST,LOMBARD ST,763,4/12/2017,37.7985429,-122.4391739,37.8021196,-122.4187163
1018,1880,6412000,GRANT AVE,GREENWICH ST,LOMBARD ST,763,4/12/2017,37.7985429,-122.4391739,37.8021196,-122.4187163
1019,1881,2515000,ASHBURY ST,PIEDMONT ST,FREDERICK ST,4237,4/12/2017,37.7651696,-122.4459022,37.7670392,-122.4462775
1020,1882,2515000,ASHBURY ST,PIEDMONT ST,FREDERICK ST,1604,4/12/2017,37.7651696,-122.4459022,37.7670392,-122.4462775
1021,1883,3325001,BUCHANAN ST,HAIGHT ST,PAGE ST,4700,4/13/2017,37.7726337,-122.427028,37.7728238,-122.432412
1022,1887,3325002,BUCHANAN ST,HAIGHT ST,PAGE ST,1931,4/13/2017,37.7726337,-122.427028,37.7728238,-122.432412
1023,1890,6410000,GRANT AVE,GREENWICH ST,LOMBARD ST,844,4/13/2017,37.7985429,-122.4391739,37.8021196,-122.4187163
1024,1891,6411000,GRANT AVE,GREENWICH ST,LOMBARD ST,844,4/13/2017,37.7985429,-122.4391739,37.8021196,-122.4187163
1025,1892,6412000,GRANT AVE,GREENWICH ST,LOMBARD ST,844,4/13/2017,37.7985429,-122.4391739,37.8021196,-122.4187163
1026,1894,2515000,ASHBURY ST,PIEDMONT ST,FREDERICK ST,4356,4/13/2017,37.7651696,-122.4459022,37.7670392,-122.4462775
1027,1895,2515000,ASHBURY ST,PIEDMONT ST,FREDERICK ST,1599,4/13/2017,37.7651696,-122.4459022,37.7670392,-122.4462775
1028,1898,2516000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,4251,4/19/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1029,1899,2517000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,4251,4/19/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1030,1900,2518000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,4251,4/19/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1031,1901,2516000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,1865,4/19/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1032,1902,2517000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,1865,4/19/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1033,1903,2518000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,1865,4/19/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1034,1904,4136000,CLAYTON ST,PARNASSUS AVE,ASHBURY ST,4922,4/19/2017,37.7652671,-122.4477545,37.7700562,-122.44835580550716
1035,1907,4136000,CLAYTON ST,PARNASSUS AVE,ASHBURY ST,6659,4/19/2017,37.7652671,-122.4477545,37.7700562,-122.44835580550716
1036,1908,2518000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,5607,4/20/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1037,1909,2516000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,5607,4/20/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1038,1910,2517000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,5607,4/20/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1039,1912,2516000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,2535,4/20/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1040,1913,2517000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,2535,4/20/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1041,1914,2518000,ASHBURY ST,CLAYTON ST,PIEDMONT ST,2535,4/20/2017,37.762995,-122.4468267,37.7651696,-122.4459022
1042,1915,4136000,CLAYTON ST,PARNASSUS AVE,ASHBURY ST,5241,4/20/2017,37.7652671,-122.4477545,37.7700562,-122.44835580550716
1043,1917,4136000,CLAYTON ST,PARNASSUS AVE,ASHBURY ST,7022,4/20/2017,37.7652671,-122.4477545,37.7700562,-122.44835580550716
1044,1922,351000,7TH AVE,CALIFORNIA ST,CLEMENT ST,1019,5/2/2017,37.7623458,-122.46443,37.7825808,-122.4726317
1045,1928,526000,12TH AVE,FULTON ST,CABRILLO ST,991,5/3/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1046,1929,526000,12TH AVE,FULTON ST,CABRILLO ST,385,5/3/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1047,1941,1214000,23RD AVE,ANZA ST,GEARY BLVD,990,5/3/2017,37.7798991,-122.4559881,37.7800377,-122.482817
1048,1942,1214000,23RD AVE,ANZA ST,GEARY BLVD,1325,5/3/2017,37.7798991,-122.4559881,37.7800377,-122.482817
1049,1947,526000,12TH AVE,FULTON ST,CABRILLO ST,1081,5/4/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1050,1949,526000,12TH AVE,FULTON ST,CABRILLO ST,347,5/4/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1051,1950,5964000,FUNSTON AVE,FULTON ST,CABRILLO ST,824,5/4/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1052,1956,1214000,23RD AVE,ANZA ST,GEARY BLVD,1031,5/4/2017,37.7798991,-122.4559881,37.7800377,-122.482817
1053,1957,1214000,23RD AVE,ANZA ST,GEARY BLVD,1213,5/4/2017,37.7798991,-122.4559881,37.7800377,-122.482817
1054,1965,7616000,JORDAN AVE,CALIFORNIA ST,EUCLID AVE,623,5/23/2017,37.78446,-122.4724574,37.7842427,-122.4511896
1055,1966,7616000,JORDAN AVE,CALIFORNIA ST,EUCLID AVE,1784,5/23/2017,37.78446,-122.4724574,37.7842427,-122.4511896
1056,1972,10273000,PARKER AVE,EUCLID AVE,CALIFORNIA ST,1371,5/23/2017,37.7842427,-122.4511896,37.78446,-122.4724574
1057,1973,10273000,PARKER AVE,EUCLID AVE,CALIFORNIA ST,1771,5/23/2017,37.7842427,-122.4511896,37.78446,-122.4724574
1058,1976,10190000,PALM AVE,CALIFORNIA ST,EUCLID AVE,1288,5/23/2017,37.78446,-122.4724574,37.7842427,-122.4511896
1059,1977,10190000,PALM AVE,CALIFORNIA ST,EUCLID AVE,955,5/23/2017,37.78446,-122.4724574,37.7842427,-122.4511896
1060,1978,1372000,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,3656,5/24/2017,37.7837782,-122.4849279,37.7875021,-122.4851725
1061,1979,1373000,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,3656,5/24/2017,37.7837782,-122.4849279,37.7875021,-122.4851725
1062,1980,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,1551,5/24/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1063,1981,1373000,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,3087,5/24/2017,37.7837782,-122.4849279,37.7875021,-122.4851725
1064,1982,1372000,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,3087,5/24/2017,37.7837782,-122.4849279,37.7875021,-122.4851725
1065,1984,4316000,COMMONWEALTH AVE,EUCLID AVE,CALIFORNIA ST,1236,5/24/2017,37.7842427,-122.4511896,37.78446,-122.4724574
1066,1985,7616000,JORDAN AVE,CALIFORNIA ST,EUCLID AVE,666,5/24/2017,37.78446,-122.4724574,37.7842427,-122.4511896
1067,1987,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,2590,5/24/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1068,1989,1726000,33RD AVE,IRVING ST,LINCOLN WAY,366,5/24/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1069,1991,8615000,MADRONE AVE,VICENTE ST,ULLOA ST,276,5/24/2017,37.7384903,-122.4944068,37.7407953,-122.4623472
1070,1992,7616000,JORDAN AVE,CALIFORNIA ST,EUCLID AVE,1742,5/24/2017,37.78446,-122.4724574,37.7842427,-122.4511896
1071,1993,4316000,COMMONWEALTH AVE,EUCLID AVE,CALIFORNIA ST,860,5/24/2017,37.7842427,-122.4511896,37.78446,-122.4724574
1072,1994,5319000,EUREKA ST,20TH ST,19TH ST,477,5/24/2017,37.7573972,-122.4378664,37.759008,-122.4380372
1073,1995,5319000,EUREKA ST,20TH ST,19TH ST,1105,5/24/2017,37.7573972,-122.4378664,37.759008,-122.4380372
1074,1996,559000,14TH AVE,FULTON ST,CABRILLO ST,443,5/24/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1075,1997,559000,14TH AVE,FULTON ST,CABRILLO ST,1353,5/24/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1076,1999,8615000,MADRONE AVE,VICENTE ST,ULLOA ST,504,5/24/2017,37.7384903,-122.4944068,37.7407953,-122.4623472
1077,2000,10089000,PACHECO ST,15TH AVE,14TH AVE,354,5/24/2017,37.7818212,-122.4740764,37.7380054,-122.4690751
1078,2006,10273000,PARKER AVE,EUCLID AVE,CALIFORNIA ST,1400,5/24/2017,37.7842427,-122.4511896,37.78446,-122.4724574
1079,2010,555000,14TH AVE,GEARY BLVD,CLEMENT ST,486,5/24/2017,37.7829218,-122.443126,37.7825808,-122.4726317
1080,2012,1726000,33RD AVE,IRVING ST,LINCOLN WAY,273,5/24/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1081,2015,10273000,PARKER AVE,EUCLID AVE,CALIFORNIA ST,1755,5/24/2017,37.7842427,-122.4511896,37.78446,-122.4724574
1082,2016,5000000,DUNCAN ST,CHURCH ST,DOLORES ST,1026,5/24/2017,37.7672666,-122.4292613,37.7414969,-122.4240961
1083,2019,470000,10TH AVE,IRVING ST,LINCOLN WAY,1487,5/24/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1084,2020,5000000,DUNCAN ST,CHURCH ST,DOLORES ST,659,5/24/2017,37.7672666,-122.4292613,37.7414969,-122.4240961
1085,2024,6659000,HAMPSHIRE ST,CESAR CHAVEZ ST,26TH ST,4495,5/24/2017,37.7482574,-122.4116629,37.7508962,-122.3998514
1086,2025,10089000,PACHECO ST,15TH AVE,14TH AVE,296,5/24/2017,37.7818212,-122.4740764,37.7380054,-122.4690751
1087,2026,555000,14TH AVE,GEARY BLVD,CLEMENT ST,369,5/24/2017,37.7829218,-122.443126,37.7825808,-122.4726317
1088,2029,568201,14TH AVE,PACHECO ST,ORTEGA ST,437,5/24/2017,37.749519,-122.463017,37.7524726,-122.4742227
1089,2030,568201,14TH AVE,PACHECO ST,ORTEGA ST,414,5/24/2017,37.749519,-122.463017,37.7524726,-122.4742227
1090,2032,470000,10TH AVE,IRVING ST,LINCOLN WAY,1551,5/24/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1091,2034,572000,14TH AVE,TARAVAL ST,SANTIAGO ST,2940,5/24/2017,37.7431815,-122.470172,37.7449504,-122.470282
1092,2037,572000,14TH AVE,TARAVAL ST,SANTIAGO ST,3559,5/24/2017,37.7431815,-122.470172,37.7449504,-122.470282
1093,2038,1211000,23RD AVE,CALIFORNIA ST,LAKE ST,546,5/24/2017,37.7428617,-122.4804894,37.7857054,-122.48623
1094,2040,1211000,23RD AVE,CALIFORNIA ST,LAKE ST,439,5/24/2017,37.7428617,-122.4804894,37.7857054,-122.48623
1095,2042,10190000,PALM AVE,CALIFORNIA ST,EUCLID AVE,1343,5/24/2017,37.78446,-122.4724574,37.7842427,-122.4511896
1096,2043,1212000,23RD AVE,CLEMENT ST,CALIFORNIA ST,828,5/24/2017,37.7825808,-122.4726317,37.7428617,-122.4804894
1097,2044,1133000,22ND AVE,CLEMENT ST,CALIFORNIA ST,945,5/24/2017,37.7825808,-122.4726317,37.78446,-122.4724574
1098,2045,11271000,SACRAMENTO ST,ARGUELLO BLVD,CHERRY ST,1998,5/24/2017,37.7761896,-122.4585291,37.7869084,-122.456515
1099,2046,10190000,PALM AVE,CALIFORNIA ST,EUCLID AVE,918,5/24/2017,37.78446,-122.4724574,37.7842427,-122.4511896
1100,2047,11271000,SACRAMENTO ST,ARGUELLO BLVD,CHERRY ST,2046,5/24/2017,37.7761896,-122.4585291,37.7869084,-122.456515
1101,2048,1133000,22ND AVE,CLEMENT ST,CALIFORNIA ST,821,5/24/2017,37.7825808,-122.4726317,37.78446,-122.4724574
1102,2049,1212000,23RD AVE,CLEMENT ST,CALIFORNIA ST,1017,5/24/2017,37.7825808,-122.4726317,37.7428617,-122.4804894
1103,2050,1372000,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,4019,5/25/2017,37.7837782,-122.4849279,37.7875021,-122.4851725
1104,2051,1372000,25TH AVE,CALIFORNIA ST,EL CAMINO DEL MAR,3545,5/25/2017,37.7837782,-122.4849279,37.7875021,-122.4851725
1105,2052,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,1666,5/25/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1106,2053,10335000,PENNSYLVANIA AVE ,22ND ST,20TH ST,3219,5/25/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1107,2054,4316000,COMMONWEALTH AVE,EUCLID AVE,CALIFORNIA ST,1182,5/25/2017,37.7842427,-122.4511896,37.78446,-122.4724574
1108,2056,1726000,33RD AVE,IRVING ST,LINCOLN WAY,392,5/25/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1109,2057,4316000,COMMONWEALTH AVE,EUCLID AVE,CALIFORNIA ST,749,5/25/2017,37.7842427,-122.4511896,37.78446,-122.4724574
1110,2058,5319000,EUREKA ST,20TH ST,19TH ST,638,5/25/2017,37.7573972,-122.4378664,37.759008,-122.4380372
1111,2059,5319000,EUREKA ST,20TH ST,19TH ST,1216,5/25/2017,37.7573972,-122.4378664,37.759008,-122.4380372
1112,2060,8615000,MADRONE AVE,VICENTE ST,ULLOA ST,254,5/25/2017,37.7384903,-122.4944068,37.7407953,-122.4623472
1113,2061,559000,14TH AVE,FULTON ST,CABRILLO ST,459,5/25/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1114,2062,559000,14TH AVE,FULTON ST,CABRILLO ST,1374,5/25/2017,37.7734186,-122.4656809,37.7751274,-122.469243
1115,2063,8615000,MADRONE AVE,VICENTE ST,ULLOA ST,411,5/25/2017,37.7384903,-122.4944068,37.7407953,-122.4623472
1116,2069,1212000,23RD AVE,CLEMENT ST,CALIFORNIA ST,910,5/25/2017,37.7825808,-122.4726317,37.7428617,-122.4804894
1117,2072,1726000,33RD AVE,IRVING ST,LINCOLN WAY,300,5/25/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1118,2074,5000000,DUNCAN ST,CHURCH ST,DOLORES ST,1007,5/25/2017,37.7672666,-122.4292613,37.7414969,-122.4240961
1119,2075,10089000,PACHECO ST,15TH AVE,14TH AVE,354,5/25/2017,37.7818212,-122.4740764,37.7380054,-122.4690751
1120,2078,470000,10TH AVE,IRVING ST,LINCOLN WAY,1549,5/25/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1121,2081,6659000,HAMPSHIRE ST,CESAR CHAVEZ ST,26TH ST,4621,5/25/2017,37.7482574,-122.4116629,37.7508962,-122.3998514
1122,2083,10089000,PACHECO ST,15TH AVE,14TH AVE,274,5/25/2017,37.7818212,-122.4740764,37.7380054,-122.4690751
1123,2084,5000000,DUNCAN ST,CHURCH ST,DOLORES ST,664,5/25/2017,37.7672666,-122.4292613,37.7414969,-122.4240961
1124,2087,568201,14TH AVE,PACHECO ST,ORTEGA ST,383,5/25/2017,37.749519,-122.463017,37.7524726,-122.4742227
1125,2088,470000,10TH AVE,IRVING ST,LINCOLN WAY,1542,5/25/2017,37.7621961,-122.5083098,37.7661301,-122.4609252
1126,2089,568201,14TH AVE,PACHECO ST,ORTEGA ST,403,5/25/2017,37.749519,-122.463017,37.7524726,-122.4742227
1127,2091,572000,14TH AVE,TARAVAL ST,SANTIAGO ST,3120,5/25/2017,37.7431815,-122.470172,37.7449504,-122.470282
1128,2094,1211000,23RD AVE,CALIFORNIA ST,LAKE ST,495,5/25/2017,37.7428617,-122.4804894,37.7857054,-122.48623
1129,2095,572000,14TH AVE,TARAVAL ST,SANTIAGO ST,3441,5/25/2017,37.7431815,-122.470172,37.7449504,-122.470282
1130,2096,1211000,23RD AVE,CALIFORNIA ST,LAKE ST,592,5/25/2017,37.7428617,-122.4804894,37.7857054,-122.48623
1131,2099,11271000,SACRAMENTO ST,ARGUELLO BLVD,CHERRY ST,1924,5/25/2017,37.7761896,-122.4585291,37.7869084,-122.456515
1132,2100,1133000,22ND AVE,CLEMENT ST,CALIFORNIA ST,931,5/25/2017,37.7825808,-122.4726317,37.78446,-122.4724574
1133,2101,1212000,23RD AVE,CLEMENT ST,CALIFORNIA ST,1011,5/25/2017,37.7825808,-122.4726317,37.78446,-122.4724574
1134,2102,11271000,SACRAMENTO ST,ARGUELLO BLVD,CHERRY ST,2146,5/25/2017,37.7761896,-122.4585291,37.7869084,-122.456515
1135,2103,1133000,22ND AVE,CLEMENT ST,CALIFORNIA ST,861,5/25/2017,37.7825808,-122.4726317,37.78446,-122.4724574
1136,2104,9203000,MISSISSIPPI ST,20TH ST,19TH ST,597,6/20/2017,37.7604997,-122.3885771,37.7603869,-122.4168053
1137,2105,9203000,MISSISSIPPI ST,20TH ST,19TH ST,597,6/20/2017,37.7604997,-122.3885771,37.7603869,-122.4168053
1138,2106,7739000,KANSAS ST,26TH ST,25TH ST,1750,6/20/2017,37.7508458,-122.402131,37.7518705,-122.402232
1139,2107,7739000,KANSAS ST,26TH ST,25TH ST,3161,6/20/2017,37.7508458,-122.402131,37.7518705,-122.402232
1140,2108,9203000,MISSISSIPPI ST,20TH ST,19TH ST,703,6/20/2017,37.7604997,-122.3885771,37.7603869,-122.4168053
1141,2109,9203000,MISSISSIPPI ST,20TH ST,19TH ST,703,6/20/2017,37.7604997,-122.3885771,37.7603869,-122.4168053
1142,2110,6651000,HAMPSHIRE ST,18TH ST,19TH ST,817,6/20/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1143,2111,6651000,HAMPSHIRE ST,18TH ST,19TH ST,870,6/20/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1144,2112,13773000,YORK ST,24TH ST,25TH ST,1273,6/20/2017,37.7518357,-122.425243,37.7508128,-122.4155588
1145,2113,13773000,YORK ST,24TH ST,25TH ST,678,6/20/2017,37.7518357,-122.425243,37.7508128,-122.4155588
1146,2114,7739000,KANSAS ST,26TH ST,25TH ST,1828,6/21/2017,37.7508458,-122.402131,37.7518705,-122.402232
1147,2115,9203000,MISSISSIPPI ST,20TH ST,19TH ST,606,6/21/2017,37.7604997,-122.3885771,37.7603869,-122.4168053
1148,2116,9203000,MISSISSIPPI ST,20TH ST,19TH ST,606,6/21/2017,37.7604997,-122.3885771,37.7603869,-122.4168053
1149,2117,7198000,INDIANA ST,23RD ST,25TH ST,2136,6/21/2017,37.757286,-122.3923999,37.7508128,-122.4155588
1150,2118,7739000,KANSAS ST,26TH ST,25TH ST,2986,6/21/2017,37.7508458,-122.402131,37.7518705,-122.402232
1151,2119,9202000,MISSISSIPPI ST,19TH ST,18TH ST,967,6/21/2017,37.7603869,-122.4168053,37.761385,-122.4268241
1152,2120,12485000,TENNESSEE ST,22ND ST,20TH ST,879,6/21/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1153,2121,9202000,MISSISSIPPI ST,19TH ST,18TH ST,735,6/21/2017,37.7603869,-122.4168053,37.761385,-122.4268241
1154,2122,2955000,BERRY ST,5TH ST,KING ST,1873,6/21/2017,37.7741816,-122.3955001,37.7718851,-122.3984139
1155,2124,9203000,MISSISSIPPI ST,20TH ST,19TH ST,678,6/21/2017,37.7604997,-122.3885771,37.7603869,-122.4168053
1156,2125,9056000,MINNESOTA ST,22ND ST,20TH ST,1239,6/21/2017,37.757915,-122.390093,37.7604997,-122.3885771
1157,2126,9203000,MISSISSIPPI ST,20TH ST,19TH ST,678,6/21/2017,37.7604997,-122.3885771,37.7603869,-122.4168053
1158,2127,2955000,BERRY ST,5TH ST,KING ST,1688,6/21/2017,37.7741816,-122.3955001,37.7718851,-122.3984139
1159,2128,13773000,YORK ST,24TH ST,25TH ST,1209,6/21/2017,37.7518357,-122.425243,37.7508128,-122.4155588
1160,2129,6651000,HAMPSHIRE ST,18TH ST,19TH ST,915,6/21/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1161,2130,6651000,HAMPSHIRE ST,18TH ST,19TH ST,911,6/21/2017,37.761385,-122.4268241,37.7603869,-122.4168053
1162,2131,9204000,MISSISSIPPI ST,22ND STREET,20TH ST,365,6/21/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1163,2132,13773000,YORK ST,24TH ST,25TH ST,738,6/21/2017,37.7518357,-122.425243,37.7508128,-122.4155588
1164,2133,9204000,MISSISSIPPI ST,22ND STREET,20TH ST,522,6/21/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1165,2134,12485000,TENNESSEE ST,22ND ST,20TH ST,863,6/21/2017,37.757286,-122.3923999,37.7604997,-122.3885771
1166,2135,7198000,INDIANA ST,23RD ST,25TH ST,169,6/21/2017,37.757286,-122.3923999,37.7508128,-122.4155588
1167,2136,12543000,TEXAS ST,20TH ST,SIERRA ST,506,6/21/2017,37.7604997,-122.3885771,37.7583514,-122.3951606
1168,2137,12543000,TEXAS ST,20TH ST,SIERRA ST,506,6/21/2017,37.7604997,-122.3885771,37.7583514,-122.3951606
1169,2138,12543000,TEXAS ST,20TH ST,SIERRA ST,428,6/21/2017,37.7604997,-122.3885771,37.7583514,-122.3951606
1170,2139,12543000,TEXAS ST,20TH ST,SIERRA ST,428,6/21/2017,37.7604997,-122.3885771,37.7583514,-122.3951606
