,start_station_name,end_station_name,count,index_x,lat_x,lng_x,index_y,lat_y,lng_y
543,Hoboken Ave at Monmouth St,Brunswick St,20.0,Hoboken Ave at Monmouth St,40.73522741244787,-74.04694300708235,Brunswick St,40.72414786663121,-74.05066483953951
544,Hoboken Terminal - Hudson St & Hudson Pl,Brunswick St,8.0,Hoboken Terminal - Hudson St & Hudson Pl,40.73593737788959,-74.03032257184493,Brunswick St,40.72414786663121,-74.05066483953951
545,Hoboken Terminal - River St & Hudson Pl,Brunswick St,8.0,Hoboken Terminal - River St & Hudson Pl,40.73608642790891,-74.02913390169225,Brunswick St,40.72414786663121,-74.05066483953951
546,JC Medical Center,Brunswick St,16.0,JC Medical Center,40.716536226401026,-74.04961717509839,Brunswick St,40.72414786663121,-74.05066483953951
547,Jersey & 3rd,Brunswick St,31.0,Jersey & 3rd,40.72331733868367,-74.04594517066816,Brunswick St,40.72414786663121,-74.05066483953951
548,Journal Square,Brunswick St,12.0,Journal Square,40.733696637992765,-74.0625064269518,Brunswick St,40.72414786663121,-74.05066483953951
549,Lincoln Park,Brunswick St,11.0,Lincoln Park,40.72461556840027,-74.07841011783746,Brunswick St,40.72414786663121,-74.05066483953951
550,Manila & 1st,Brunswick St,32.0,Manila & 1st,40.72165505394273,-74.04288439126627,Brunswick St,40.72414786663121,-74.05066483953951
551,Marin Light Rail,Brunswick St,16.0,Marin Light Rail,40.714585169920014,-74.04281584524314,Brunswick St,40.72414786663121,-74.05066483953951
552,McGinley Square,Brunswick St,11.0,McGinley Square,40.72535372478333,-74.06760777113992,Brunswick St,40.72414786663121,-74.05066483953951
553,Monmouth and 6th,Brunswick St,7.0,Monmouth and 6th,40.725665114944135,-74.04880399651331,Brunswick St,40.72414786663121,-74.05066483953951
554,Montgomery St,Brunswick St,10.0,Montgomery St,40.71942260191589,-74.05099546395327,Brunswick St,40.72414786663121,-74.05066483953951
555,Morris Canal,Brunswick St,12.0,Morris Canal,40.71238483701534,-74.038468170639,Brunswick St,40.72414786663121,-74.05066483953951
556,Newark Ave,Brunswick St,65.0,Newark Ave,40.72151674031582,-74.04630136759572,Brunswick St,40.72414786663121,-74.05066483953951
557,Newport PATH,Brunswick St,10.0,Newport PATH,40.727220293617044,-74.03375238731287,Brunswick St,40.72414786663121,-74.05066483953951
558,Newport Pkwy,Brunswick St,19.0,Newport Pkwy,40.72874290486994,-74.03211046211277,Brunswick St,40.72414786663121,-74.05066483953951
559,Oakland Ave,Brunswick St,14.0,Oakland Ave,40.73759292489517,-74.05245382611778,Brunswick St,40.72414786663121,-74.05066483953951
560,Paulus Hook,Brunswick St,9.0,Paulus Hook,40.714145417895736,-74.03355037847584,Brunswick St,40.72414786663121,-74.05066483953951
561,Pershing Field,Brunswick St,11.0,Pershing Field,40.742657183344456,-74.05181096657569,Brunswick St,40.72414786663121,-74.05066483953951
562,Riverview Park,Brunswick St,15.0,Riverview Park,40.744459053317044,-74.04391302290752,Brunswick St,40.72414786663121,-74.05066483953951
563,South Waterfront Walkway - Sinatra Dr & 1 St,Brunswick St,16.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700753288959,-74.02777588542521,Brunswick St,40.72414786663121,-74.05066483953951
564,Southwest Park - Jackson St & Observer Hwy,Brunswick St,7.0,Southwest Park - Jackson St & Observer Hwy,40.7375689337438,-74.04166100633643,Brunswick St,40.72414786663121,-74.05066483953951
565,Van Vorst Park,Brunswick St,21.0,Van Vorst Park,40.718478880955466,-74.0477327437289,Brunswick St,40.72414786663121,-74.05066483953951
566,Warren St,Brunswick St,17.0,Warren St,40.72112066810259,-74.03803718607728,Brunswick St,40.72414786663121,-74.05066483953951
567,Washington St,Brunswick St,26.0,Washington St,40.724291891746596,-74.03548133892006,Brunswick St,40.72414786663121,-74.05066483953951
568,4 St & Grand St,Christ Hospital,8.0,4 St & Grand St,40.742268376059016,-74.03508320196188,Christ Hospital,40.73478751985362,-74.0504451350773
569,5 Corners Library,Christ Hospital,13.0,5 Corners Library,40.73497416679167,-74.05952595831847,Christ Hospital,40.73478751985362,-74.0504451350773
570,6 St & Grand St,Christ Hospital,6.0,6 St & Grand St,40.74437858646239,-74.03447839868532,Christ Hospital,40.73478751985362,-74.0504451350773
571,Baldwin at Montgomery,Christ Hospital,6.0,Baldwin at Montgomery,40.723616579328976,-74.0641941937696,Christ Hospital,40.73478751985362,-74.0504451350773
572,Bergen Ave & Sip Ave,Christ Hospital,24.0,Bergen Ave & Sip Ave,40.73104361248367,-74.06443169597715,Christ Hospital,40.73478751985362,-74.0504451350773
573,Brunswick & 6th,Christ Hospital,11.0,Brunswick & 6th,40.72602894617706,-74.0503929030257,Christ Hospital,40.73478751985362,-74.0504451350773
574,Brunswick St,Christ Hospital,22.0,Brunswick St,40.72414786663121,-74.05066483953951,Christ Hospital,40.73478751985362,-74.0504451350773
575,City Hall - Washington St & 1 St,Christ Hospital,8.0,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189,Christ Hospital,40.73478751985362,-74.0504451350773
576,Clinton St & 7 St,Christ Hospital,6.0,Clinton St & 7 St,40.7454153433474,-74.03333382214838,Christ Hospital,40.73478751985362,-74.0504451350773
577,Dey St,Christ Hospital,14.0,Dey St,40.73765151591954,-74.06686104446743,Christ Hospital,40.73478751985362,-74.0504451350773
578,Dixon Mills,Christ Hospital,6.0,Dixon Mills,40.721632342323566,-74.04998467723249,Christ Hospital,40.73478751985362,-74.0504451350773
579,Grove St PATH,Christ Hospital,16.0,Grove St PATH,40.71960099717589,-74.04314261412735,Christ Hospital,40.73478751985362,-74.0504451350773
580,Hamilton Park,Christ Hospital,10.0,Hamilton Park,40.72757525453402,-74.04424621144935,Christ Hospital,40.73478751985362,-74.0504451350773
581,Heights Elevator,Christ Hospital,8.0,Heights Elevator,40.74873175053401,-74.04046738441166,Christ Hospital,40.73478751985362,-74.0504451350773
582,Hilltop,Christ Hospital,39.0,Hilltop,40.731153329839415,-74.05754064420803,Christ Hospital,40.73478751985362,-74.0504451350773
583,Hoboken Ave at Monmouth St,Christ Hospital,21.0,Hoboken Ave at Monmouth St,40.73522741244787,-74.04694300708235,Christ Hospital,40.73478751985362,-74.0504451350773
584,Hoboken Terminal - Hudson St & Hudson Pl,Christ Hospital,8.0,Hoboken Terminal - Hudson St & Hudson Pl,40.73593737788959,-74.03032257184493,Christ Hospital,40.73478751985362,-74.0504451350773
585,Hoboken Terminal - River St & Hudson Pl,Christ Hospital,8.0,Hoboken Terminal - River St & Hudson Pl,40.73608642790891,-74.02913390169225,Christ Hospital,40.73478751985362,-74.0504451350773
586,Hudson St & 4 St,Christ Hospital,14.0,Hudson St & 4 St,40.740954266970824,-74.02859404962996,Christ Hospital,40.73478751985362,-74.0504451350773
587,Journal Square,Christ Hospital,23.0,Journal Square,40.733696637992765,-74.0625064269518,Christ Hospital,40.73478751985362,-74.0504451350773
588,Manila & 1st,Christ Hospital,8.0,Manila & 1st,40.72165505394273,-74.04288439126627,Christ Hospital,40.73478751985362,-74.0504451350773
589,Newark Ave,Christ Hospital,24.0,Newark Ave,40.72151674031582,-74.04630136759572,Christ Hospital,40.73478751985362,-74.0504451350773
590,Newport Pkwy,Christ Hospital,10.0,Newport Pkwy,40.72874290486994,-74.03211046211277,Christ Hospital,40.73478751985362,-74.0504451350773
591,Oakland Ave,Christ Hospital,38.0,Oakland Ave,40.73759292489517,-74.05245382611778,Christ Hospital,40.73478751985362,-74.0504451350773
592,Pershing Field,Christ Hospital,14.0,Pershing Field,40.742657183344456,-74.05181096657569,Christ Hospital,40.73478751985362,-74.0504451350773
593,Riverview Park,Christ Hospital,24.0,Riverview Park,40.744459053317044,-74.04391302290752,Christ Hospital,40.73478751985362,-74.0504451350773
594,South Waterfront Walkway - Sinatra Dr & 1 St,Christ Hospital,6.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700753288959,-74.02777588542521,Christ Hospital,40.73478751985362,-74.0504451350773
595,Southwest Park - Jackson St & Observer Hwy,Christ Hospital,14.0,Southwest Park - Jackson St & Observer Hwy,40.7375689337438,-74.04166100633643,Christ Hospital,40.73478751985362,-74.0504451350773
596,Stevens - River Ter & 6 St,Christ Hospital,13.0,Stevens - River Ter & 6 St,40.743144991244904,-74.0269876793701,Christ Hospital,40.73478751985362,-74.0504451350773
597,11 St & Washington St,Church Sq Park - 5 St & Park Ave,60.0,11 St & Washington St,40.749990333032464,-74.02718736140429,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
598,12 St & Sinatra Dr N,Church Sq Park - 5 St & Park Ave,32.0,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
599,14 St Ferry - 14 St & Shipyard Ln,Church Sq Park - 5 St & Park Ave,49.0,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
600,4 St & Grand St,Church Sq Park - 5 St & Park Ave,24.0,4 St & Grand St,40.742268376059016,-74.03508320196188,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
601,6 St & Grand St,Church Sq Park - 5 St & Park Ave,21.0,6 St & Grand St,40.74437858646239,-74.03447839868532,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
602,7 St & Monroe St,Church Sq Park - 5 St & Park Ave,39.0,7 St & Monroe St,40.74642493639741,-74.0380286862046,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
603,8 St & Washington St,Church Sq Park - 5 St & Park Ave,35.0,8 St & Washington St,40.74598271979199,-74.02816823278691,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
604,9 St HBLR - Jackson St & 8 St,Church Sq Park - 5 St & Park Ave,67.0,9 St HBLR - Jackson St & 8 St,40.74793281278844,-74.03841112969273,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
605,Adams St & 11 St,Church Sq Park - 5 St & Park Ave,38.0,Adams St & 11 St,40.75086734758054,-74.03356182037257,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
606,Adams St & 2 St,Church Sq Park - 5 St & Park Ave,24.0,Adams St & 2 St,40.73979841179733,-74.03689012302054,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
607,Bloomfield St & 15 St,Church Sq Park - 5 St & Park Ave,40.0,Bloomfield St & 15 St,40.75450461099914,-74.02657712307197,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
608,City Hall - Washington St & 1 St,Church Sq Park - 5 St & Park Ave,47.0,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
609,Clinton St & 7 St,Church Sq Park - 5 St & Park Ave,37.0,Clinton St & 7 St,40.7454153433474,-74.03333382214838,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
610,Clinton St & Newark St,Church Sq Park - 5 St & Park Ave,26.0,Clinton St & Newark St,40.73744627151288,-74.03570246500215,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
611,Columbus Dr at Exchange Pl,Church Sq Park - 5 St & Park Ave,7.0,Columbus Dr at Exchange Pl,40.71687448913104,-74.03282962516803,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
612,Columbus Park - Clinton St & 9 St,Church Sq Park - 5 St & Park Ave,44.0,Columbus Park - Clinton St & 9 St,40.748178812964326,-74.03245770266106,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
613,Grand St,Church Sq Park - 5 St & Park Ave,7.0,Grand St,40.71515821580811,-74.03768259947958,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
614,Grand St & 14 St,Church Sq Park - 5 St & Park Ave,56.0,Grand St & 14 St,40.7540790923323,-74.03159436971573,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
615,Grove St PATH,Church Sq Park - 5 St & Park Ave,24.0,Grove St PATH,40.71960099717589,-74.04314261412735,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
616,Harborside,Church Sq Park - 5 St & Park Ave,6.0,Harborside,40.719258962545155,-74.03423038123101,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
617,Hoboken Ave at Monmouth St,Church Sq Park - 5 St & Park Ave,54.0,Hoboken Ave at Monmouth St,40.73522741244787,-74.04694300708235,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
618,Hoboken Terminal - Hudson St & Hudson Pl,Church Sq Park - 5 St & Park Ave,49.0,Hoboken Terminal - Hudson St & Hudson Pl,40.73593737788959,-74.03032257184493,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
619,Hoboken Terminal - River St & Hudson Pl,Church Sq Park - 5 St & Park Ave,145.0,Hoboken Terminal - River St & Hudson Pl,40.73608642790891,-74.02913390169225,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
620,Hudson St & 4 St,Church Sq Park - 5 St & Park Ave,25.0,Hudson St & 4 St,40.740954266970824,-74.02859404962996,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
621,Jersey & 3rd,Church Sq Park - 5 St & Park Ave,13.0,Jersey & 3rd,40.72331733868367,-74.04594517066816,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
622,Jersey & 6th St,Church Sq Park - 5 St & Park Ave,9.0,Jersey & 6th St,40.72528591390771,-74.04555620790973,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
623,Madison St & 1 St,Church Sq Park - 5 St & Park Ave,42.0,Madison St & 1 St,40.73878495960618,-74.03927437553686,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
624,Madison St & 10 St,Church Sq Park - 5 St & Park Ave,42.0,Madison St & 10 St,40.74996974427502,-74.03586588196806,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
625,Mama Johnson Field - 4 St & Jackson St,Church Sq Park - 5 St & Park Ave,13.0,Mama Johnson Field - 4 St & Jackson St,40.74313645259126,-74.04004906146669,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
626,Marin Light Rail,Church Sq Park - 5 St & Park Ave,6.0,Marin Light Rail,40.714585169920014,-74.04281584524314,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
627,Marshall St & 2 St,Church Sq Park - 5 St & Park Ave,27.0,Marshall St & 2 St,40.740765367506214,-74.04254964402006,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
628,Monmouth and 6th,Church Sq Park - 5 St & Park Ave,8.0,Monmouth and 6th,40.725665114944135,-74.04880399651331,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
629,Newport PATH,Church Sq Park - 5 St & Park Ave,17.0,Newport PATH,40.727220293617044,-74.03375238731287,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
630,Newport Pkwy,Church Sq Park - 5 St & Park Ave,13.0,Newport Pkwy,40.72874290486994,-74.03211046211277,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
631,Pershing Field,Church Sq Park - 5 St & Park Ave,9.0,Pershing Field,40.742657183344456,-74.05181096657569,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
632,Riverview Park,Church Sq Park - 5 St & Park Ave,8.0,Riverview Park,40.744459053317044,-74.04391302290752,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
633,South Waterfront Walkway - Sinatra Dr & 1 St,Church Sq Park - 5 St & Park Ave,76.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700753288959,-74.02777588542521,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
634,Southwest Park - Jackson St & Observer Hwy,Church Sq Park - 5 St & Park Ave,30.0,Southwest Park - Jackson St & Observer Hwy,40.7375689337438,-74.04166100633643,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
635,Van Vorst Park,Church Sq Park - 5 St & Park Ave,15.0,Van Vorst Park,40.718478880955466,-74.0477327437289,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
636,Warren St,Church Sq Park - 5 St & Park Ave,7.0,Warren St,40.72112066810259,-74.03803718607728,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
637,Washington St,Church Sq Park - 5 St & Park Ave,6.0,Washington St,40.724291891746596,-74.03548133892006,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
638,Willow Ave & 12 St,Church Sq Park - 5 St & Park Ave,80.0,Willow Ave & 12 St,40.751887812263035,-74.03037017113127,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663
639,Astor Place,City Hall,9.0,Astor Place,40.719276111812604,-74.07127583741752,City Hall,40.717730294069206,-74.04387749609651
640,Baldwin at Montgomery,City Hall,46.0,Baldwin at Montgomery,40.723616579328976,-74.0641941937696,City Hall,40.717730294069206,-74.04387749609651
641,Bergen Ave,City Hall,13.0,Bergen Ave,40.72211326699647,-74.07143150747063,City Hall,40.717730294069206,-74.04387749609651
642,Bergen Ave & Sip Ave,City Hall,7.0,Bergen Ave & Sip Ave,40.73104361248367,-74.06443169597715,City Hall,40.717730294069206,-74.04387749609651
643,Brunswick & 6th,City Hall,12.0,Brunswick & 6th,40.72602894617706,-74.0503929030257,City Hall,40.717730294069206,-74.04387749609651
644,Brunswick St,City Hall,12.0,Brunswick St,40.72414786663121,-74.05066483953951,City Hall,40.717730294069206,-74.04387749609651
645,Christ Hospital,City Hall,9.0,Christ Hospital,40.73478751985362,-74.0504451350773,City Hall,40.717730294069206,-74.04387749609651
646,Church Sq Park - 5 St & Park Ave,City Hall,9.0,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663,City Hall,40.717730294069206,-74.04387749609651
647,Columbus Dr at Exchange Pl,City Hall,40.0,Columbus Dr at Exchange Pl,40.71687448913104,-74.03282962516803,City Hall,40.717730294069206,-74.04387749609651
648,Columbus Drive,City Hall,15.0,Columbus Drive,40.718414308152724,-74.03889053483775,City Hall,40.717730294069206,-74.04387749609651
649,Communipaw & Berry Lane,City Hall,66.0,Communipaw & Berry Lane,40.7143673025405,-74.06663274240287,City Hall,40.717730294069206,-74.04387749609651
650,Dixon Mills,City Hall,15.0,Dixon Mills,40.721632342323566,-74.04998467723249,City Hall,40.717730294069206,-74.04387749609651
651,Essex Light Rail,City Hall,20.0,Essex Light Rail,40.712771947644676,-74.03648087782008,City Hall,40.717730294069206,-74.04387749609651
652,Fairmount Ave,City Hall,8.0,Fairmount Ave,40.72573472368576,-74.07196707842732,City Hall,40.717730294069206,-74.04387749609651
653,Grand St,City Hall,41.0,Grand St,40.71515821580811,-74.03768259947958,City Hall,40.717730294069206,-74.04387749609651
654,Grove St PATH,City Hall,90.0,Grove St PATH,40.71960099717589,-74.04314261412735,City Hall,40.717730294069206,-74.04387749609651
655,Hamilton Park,City Hall,72.0,Hamilton Park,40.72757525453402,-74.04424621144935,City Hall,40.717730294069206,-74.04387749609651
656,Harborside,City Hall,37.0,Harborside,40.719258962545155,-74.03423038123101,City Hall,40.717730294069206,-74.04387749609651
657,Hilltop,City Hall,13.0,Hilltop,40.731153329839415,-74.05754064420803,City Hall,40.717730294069206,-74.04387749609651
658,Hoboken Ave at Monmouth St,City Hall,12.0,Hoboken Ave at Monmouth St,40.73522741244787,-74.04694300708235,City Hall,40.717730294069206,-74.04387749609651
659,Hoboken Terminal - River St & Hudson Pl,City Hall,7.0,Hoboken Terminal - River St & Hudson Pl,40.73608642790891,-74.02913390169225,City Hall,40.717730294069206,-74.04387749609651
660,JC Medical Center,City Hall,77.0,JC Medical Center,40.716536226401026,-74.04961717509839,City Hall,40.717730294069206,-74.04387749609651
661,Jackson Square,City Hall,11.0,Jackson Square,40.7111450318186,-74.07889847594419,City Hall,40.717730294069206,-74.04387749609651
662,Jersey & 3rd,City Hall,16.0,Jersey & 3rd,40.72331733868367,-74.04594517066816,City Hall,40.717730294069206,-74.04387749609651
663,Jersey & 6th St,City Hall,9.0,Jersey & 6th St,40.72528591390771,-74.04555620790973,City Hall,40.717730294069206,-74.04387749609651
664,Lafayette Park,City Hall,115.0,Lafayette Park,40.71347729768909,-74.06284897649236,City Hall,40.717730294069206,-74.04387749609651
665,Leonard Gordon Park,City Hall,9.0,Leonard Gordon Park,40.74589833735995,-74.05724263562814,City Hall,40.717730294069206,-74.04387749609651
666,Liberty Light Rail,City Hall,100.0,Liberty Light Rail,40.711244136301815,-74.05570238148391,City Hall,40.717730294069206,-74.04387749609651
667,Lincoln Park,City Hall,13.0,Lincoln Park,40.72461556840027,-74.07841011783746,City Hall,40.717730294069206,-74.04387749609651
668,Madison St & 1 St,City Hall,6.0,Madison St & 1 St,40.73878495960618,-74.03927437553686,City Hall,40.717730294069206,-74.04387749609651
669,Manila & 1st,City Hall,14.0,Manila & 1st,40.72165505394273,-74.04288439126627,City Hall,40.717730294069206,-74.04387749609651
670,Marin Light Rail,City Hall,88.0,Marin Light Rail,40.714585169920014,-74.04281584524314,City Hall,40.717730294069206,-74.04387749609651
671,McGinley Square,City Hall,15.0,McGinley Square,40.72535372478333,-74.06760777113992,City Hall,40.717730294069206,-74.04387749609651
672,Monmouth and 6th,City Hall,13.0,Monmouth and 6th,40.725665114944135,-74.04880399651331,City Hall,40.717730294069206,-74.04387749609651
673,Montgomery St,City Hall,17.0,Montgomery St,40.71942260191589,-74.05099546395327,City Hall,40.717730294069206,-74.04387749609651
674,Morris Canal,City Hall,25.0,Morris Canal,40.71238483701534,-74.038468170639,City Hall,40.717730294069206,-74.04387749609651
675,Newark Ave,City Hall,25.0,Newark Ave,40.72151674031582,-74.04630136759572,City Hall,40.717730294069206,-74.04387749609651
676,Newport PATH,City Hall,29.0,Newport PATH,40.727220293617044,-74.03375238731287,City Hall,40.717730294069206,-74.04387749609651
677,Newport Pkwy,City Hall,49.0,Newport Pkwy,40.72874290486994,-74.03211046211277,City Hall,40.717730294069206,-74.04387749609651
678,Oakland Ave,City Hall,10.0,Oakland Ave,40.73759292489517,-74.05245382611778,City Hall,40.717730294069206,-74.04387749609651
679,Paulus Hook,City Hall,31.0,Paulus Hook,40.714145417895736,-74.03355037847584,City Hall,40.717730294069206,-74.04387749609651
680,South Waterfront Walkway - Sinatra Dr & 1 St,City Hall,12.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700753288959,-74.02777588542521,City Hall,40.717730294069206,-74.04387749609651
681,Southwest Park - Jackson St & Observer Hwy,City Hall,9.0,Southwest Park - Jackson St & Observer Hwy,40.7375689337438,-74.04166100633643,City Hall,40.717730294069206,-74.04387749609651
682,Union St,City Hall,8.0,Union St,40.718159390879855,-74.08351072328621,City Hall,40.717730294069206,-74.04387749609651
683,Van Vorst Park,City Hall,79.0,Van Vorst Park,40.718478880955466,-74.0477327437289,City Hall,40.717730294069206,-74.04387749609651
684,Warren St,City Hall,43.0,Warren St,40.72112066810259,-74.03803718607728,City Hall,40.717730294069206,-74.04387749609651
685,Washington St,City Hall,22.0,Washington St,40.724291891746596,-74.03548133892006,City Hall,40.717730294069206,-74.04387749609651
686,11 St & Washington St,City Hall - Washington St & 1 St,116.0,11 St & Washington St,40.749990333032464,-74.02718736140429,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
687,12 St & Sinatra Dr N,City Hall - Washington St & 1 St,69.0,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
688,14 St Ferry - 14 St & Shipyard Ln,City Hall - Washington St & 1 St,86.0,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
689,4 St & Grand St,City Hall - Washington St & 1 St,84.0,4 St & Grand St,40.742268376059016,-74.03508320196188,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
690,6 St & Grand St,City Hall - Washington St & 1 St,79.0,6 St & Grand St,40.74437858646239,-74.03447839868532,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
691,7 St & Monroe St,City Hall - Washington St & 1 St,88.0,7 St & Monroe St,40.74642493639741,-74.0380286862046,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
692,8 St & Washington St,City Hall - Washington St & 1 St,154.0,8 St & Washington St,40.74598271979199,-74.02816823278691,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
693,9 St HBLR - Jackson St & 8 St,City Hall - Washington St & 1 St,98.0,9 St HBLR - Jackson St & 8 St,40.74793281278844,-74.03841112969273,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
694,Adams St & 11 St,City Hall - Washington St & 1 St,71.0,Adams St & 11 St,40.75086734758054,-74.03356182037257,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
695,Adams St & 2 St,City Hall - Washington St & 1 St,69.0,Adams St & 2 St,40.73979841179733,-74.03689012302054,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
696,Bloomfield St & 15 St,City Hall - Washington St & 1 St,63.0,Bloomfield St & 15 St,40.75450461099914,-74.02657712307197,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
697,Brunswick & 6th,City Hall - Washington St & 1 St,22.0,Brunswick & 6th,40.72602894617706,-74.0503929030257,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
698,Christ Hospital,City Hall - Washington St & 1 St,13.0,Christ Hospital,40.73478751985362,-74.0504451350773,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
699,Church Sq Park - 5 St & Park Ave,City Hall - Washington St & 1 St,68.0,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
700,Clinton St & 7 St,City Hall - Washington St & 1 St,112.0,Clinton St & 7 St,40.7454153433474,-74.03333382214838,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
701,Clinton St & Newark St,City Hall - Washington St & 1 St,37.0,Clinton St & Newark St,40.73744627151288,-74.03570246500215,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
702,Columbus Dr at Exchange Pl,City Hall - Washington St & 1 St,11.0,Columbus Dr at Exchange Pl,40.71687448913104,-74.03282962516803,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
703,Columbus Drive,City Hall - Washington St & 1 St,6.0,Columbus Drive,40.718414308152724,-74.03889053483775,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
704,Columbus Park - Clinton St & 9 St,City Hall - Washington St & 1 St,165.0,Columbus Park - Clinton St & 9 St,40.748178812964326,-74.03245770266106,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
705,Grand St,City Hall - Washington St & 1 St,10.0,Grand St,40.71515821580811,-74.03768259947958,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
706,Grand St & 14 St,City Hall - Washington St & 1 St,79.0,Grand St & 14 St,40.7540790923323,-74.03159436971573,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
707,Grove St PATH,City Hall - Washington St & 1 St,16.0,Grove St PATH,40.71960099717589,-74.04314261412735,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
708,Hamilton Park,City Hall - Washington St & 1 St,18.0,Hamilton Park,40.72757525453402,-74.04424621144935,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
709,Harborside,City Hall - Washington St & 1 St,13.0,Harborside,40.719258962545155,-74.03423038123101,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189
