,start_station_name,end_station_name,count,index_x,lat_x,lng_x,index_y,lat_y,lng_y
0,12 St & Sinatra Dr N,11 St & Washington St,31.0,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529,11 St & Washington St,40.749990333032464,-74.02718736140429
1,14 St Ferry - 14 St & Shipyard Ln,11 St & Washington St,46.0,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445,11 St & Washington St,40.749990333032464,-74.02718736140429
2,4 St & Grand St,11 St & Washington St,28.0,4 St & Grand St,40.742268376059016,-74.03508320196188,11 St & Washington St,40.749990333032464,-74.02718736140429
3,6 St & Grand St,11 St & Washington St,15.0,6 St & Grand St,40.74437858646239,-74.03447839868532,11 St & Washington St,40.749990333032464,-74.02718736140429
4,7 St & Monroe St,11 St & Washington St,20.0,7 St & Monroe St,40.74642493639741,-74.0380286862046,11 St & Washington St,40.749990333032464,-74.02718736140429
5,8 St & Washington St,11 St & Washington St,40.0,8 St & Washington St,40.74598271979199,-74.02816823278691,11 St & Washington St,40.749990333032464,-74.02718736140429
6,9 St HBLR - Jackson St & 8 St,11 St & Washington St,31.0,9 St HBLR - Jackson St & 8 St,40.74793281278844,-74.03841112969273,11 St & Washington St,40.749990333032464,-74.02718736140429
7,Adams St & 11 St,11 St & Washington St,8.0,Adams St & 11 St,40.75086734758054,-74.03356182037257,11 St & Washington St,40.749990333032464,-74.02718736140429
8,Adams St & 2 St,11 St & Washington St,23.0,Adams St & 2 St,40.73979841179733,-74.03689012302054,11 St & Washington St,40.749990333032464,-74.02718736140429
9,Bloomfield St & 15 St,11 St & Washington St,18.0,Bloomfield St & 15 St,40.75450461099914,-74.02657712307197,11 St & Washington St,40.749990333032464,-74.02718736140429
10,Church Sq Park - 5 St & Park Ave,11 St & Washington St,41.0,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663,11 St & Washington St,40.749990333032464,-74.02718736140429
11,City Hall - Washington St & 1 St,11 St & Washington St,92.0,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189,11 St & Washington St,40.749990333032464,-74.02718736140429
12,Clinton St & 7 St,11 St & Washington St,21.0,Clinton St & 7 St,40.7454153433474,-74.03333382214838,11 St & Washington St,40.749990333032464,-74.02718736140429
13,Clinton St & Newark St,11 St & Washington St,27.0,Clinton St & Newark St,40.73744627151288,-74.03570246500215,11 St & Washington St,40.749990333032464,-74.02718736140429
14,Columbus Park - Clinton St & 9 St,11 St & Washington St,29.0,Columbus Park - Clinton St & 9 St,40.748178812964326,-74.03245770266106,11 St & Washington St,40.749990333032464,-74.02718736140429
15,Grand St & 14 St,11 St & Washington St,18.0,Grand St & 14 St,40.7540790923323,-74.03159436971573,11 St & Washington St,40.749990333032464,-74.02718736140429
16,Hamilton Park,11 St & Washington St,7.0,Hamilton Park,40.72757525453402,-74.04424621144935,11 St & Washington St,40.749990333032464,-74.02718736140429
17,Hoboken Ave at Monmouth St,11 St & Washington St,26.0,Hoboken Ave at Monmouth St,40.73522741244787,-74.04694300708235,11 St & Washington St,40.749990333032464,-74.02718736140429
18,Hoboken Terminal - Hudson St & Hudson Pl,11 St & Washington St,34.0,Hoboken Terminal - Hudson St & Hudson Pl,40.73593737788959,-74.03032257184493,11 St & Washington St,40.749990333032464,-74.02718736140429
19,Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,168.0,Hoboken Terminal - River St & Hudson Pl,40.73608642790891,-74.02913390169225,11 St & Washington St,40.749990333032464,-74.02718736140429
20,Hudson St & 4 St,11 St & Washington St,89.0,Hudson St & 4 St,40.740954266970824,-74.02859404962996,11 St & Washington St,40.749990333032464,-74.02718736140429
21,Madison St & 1 St,11 St & Washington St,26.0,Madison St & 1 St,40.73878495960618,-74.03927437553686,11 St & Washington St,40.749990333032464,-74.02718736140429
22,Madison St & 10 St,11 St & Washington St,18.0,Madison St & 10 St,40.74996974427502,-74.03586588196806,11 St & Washington St,40.749990333032464,-74.02718736140429
23,Mama Johnson Field - 4 St & Jackson St,11 St & Washington St,21.0,Mama Johnson Field - 4 St & Jackson St,40.74313645259126,-74.04004906146669,11 St & Washington St,40.749990333032464,-74.02718736140429
24,Marshall St & 2 St,11 St & Washington St,19.0,Marshall St & 2 St,40.740765367506214,-74.04254964402006,11 St & Washington St,40.749990333032464,-74.02718736140429
25,Newport PATH,11 St & Washington St,6.0,Newport PATH,40.727220293617044,-74.03375238731287,11 St & Washington St,40.749990333032464,-74.02718736140429
26,Newport Pkwy,11 St & Washington St,12.0,Newport Pkwy,40.72874290486994,-74.03211046211277,11 St & Washington St,40.749990333032464,-74.02718736140429
27,South Waterfront Walkway - Sinatra Dr & 1 St,11 St & Washington St,146.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700753288959,-74.02777588542521,11 St & Washington St,40.749990333032464,-74.02718736140429
28,Southwest Park - Jackson St & Observer Hwy,11 St & Washington St,20.0,Southwest Park - Jackson St & Observer Hwy,40.7375689337438,-74.04166100633643,11 St & Washington St,40.749990333032464,-74.02718736140429
29,Stevens - River Ter & 6 St,11 St & Washington St,16.0,Stevens - River Ter & 6 St,40.743144991244904,-74.0269876793701,11 St & Washington St,40.749990333032464,-74.02718736140429
30,Warren St,11 St & Washington St,7.0,Warren St,40.72112066810259,-74.03803718607728,11 St & Washington St,40.749990333032464,-74.02718736140429
31,Washington St,11 St & Washington St,7.0,Washington St,40.724291891746596,-74.03548133892006,11 St & Washington St,40.749990333032464,-74.02718736140429
32,Willow Ave & 12 St,11 St & Washington St,22.0,Willow Ave & 12 St,40.751887812263035,-74.03037017113127,11 St & Washington St,40.749990333032464,-74.02718736140429
33,11 St & Washington St,12 St & Sinatra Dr N,12.0,11 St & Washington St,40.749990333032464,-74.02718736140429,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
34,14 St Ferry - 14 St & Shipyard Ln,12 St & Sinatra Dr N,80.0,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
35,4 St & Grand St,12 St & Sinatra Dr N,18.0,4 St & Grand St,40.742268376059016,-74.03508320196188,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
36,6 St & Grand St,12 St & Sinatra Dr N,22.0,6 St & Grand St,40.74437858646239,-74.03447839868532,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
37,7 St & Monroe St,12 St & Sinatra Dr N,28.0,7 St & Monroe St,40.74642493639741,-74.0380286862046,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
38,8 St & Washington St,12 St & Sinatra Dr N,76.0,8 St & Washington St,40.74598271979199,-74.02816823278691,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
39,9 St HBLR - Jackson St & 8 St,12 St & Sinatra Dr N,33.0,9 St HBLR - Jackson St & 8 St,40.74793281278844,-74.03841112969273,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
40,Adams St & 11 St,12 St & Sinatra Dr N,21.0,Adams St & 11 St,40.75086734758054,-74.03356182037257,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
41,Adams St & 2 St,12 St & Sinatra Dr N,26.0,Adams St & 2 St,40.73979841179733,-74.03689012302054,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
42,Bloomfield St & 15 St,12 St & Sinatra Dr N,28.0,Bloomfield St & 15 St,40.75450461099914,-74.02657712307197,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
43,Church Sq Park - 5 St & Park Ave,12 St & Sinatra Dr N,42.0,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
44,City Hall,12 St & Sinatra Dr N,6.0,City Hall,40.717730294069206,-74.04387749609651,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
45,City Hall - Washington St & 1 St,12 St & Sinatra Dr N,94.0,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
46,Clinton St & 7 St,12 St & Sinatra Dr N,15.0,Clinton St & 7 St,40.7454153433474,-74.03333382214838,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
47,Clinton St & Newark St,12 St & Sinatra Dr N,32.0,Clinton St & Newark St,40.73744627151288,-74.03570246500215,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
48,Columbus Drive,12 St & Sinatra Dr N,6.0,Columbus Drive,40.718414308152724,-74.03889053483775,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
49,Columbus Park - Clinton St & 9 St,12 St & Sinatra Dr N,31.0,Columbus Park - Clinton St & 9 St,40.748178812964326,-74.03245770266106,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
50,Grand St,12 St & Sinatra Dr N,7.0,Grand St,40.71515821580811,-74.03768259947958,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
51,Grand St & 14 St,12 St & Sinatra Dr N,27.0,Grand St & 14 St,40.7540790923323,-74.03159436971573,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
52,Harborside,12 St & Sinatra Dr N,11.0,Harborside,40.719258962545155,-74.03423038123101,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
53,Heights Elevator,12 St & Sinatra Dr N,8.0,Heights Elevator,40.74873175053401,-74.04046738441166,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
54,Hilltop,12 St & Sinatra Dr N,10.0,Hilltop,40.731153329839415,-74.05754064420803,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
55,Hoboken Ave at Monmouth St,12 St & Sinatra Dr N,9.0,Hoboken Ave at Monmouth St,40.73522741244787,-74.04694300708235,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
56,Hoboken Terminal - Hudson St & Hudson Pl,12 St & Sinatra Dr N,39.0,Hoboken Terminal - Hudson St & Hudson Pl,40.73593737788959,-74.03032257184493,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
57,Hoboken Terminal - River St & Hudson Pl,12 St & Sinatra Dr N,262.0,Hoboken Terminal - River St & Hudson Pl,40.73608642790891,-74.02913390169225,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
58,Hudson St & 4 St,12 St & Sinatra Dr N,127.0,Hudson St & 4 St,40.740954266970824,-74.02859404962996,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
59,Madison St & 1 St,12 St & Sinatra Dr N,13.0,Madison St & 1 St,40.73878495960618,-74.03927437553686,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
60,Madison St & 10 St,12 St & Sinatra Dr N,21.0,Madison St & 10 St,40.74996974427502,-74.03586588196806,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
61,Mama Johnson Field - 4 St & Jackson St,12 St & Sinatra Dr N,10.0,Mama Johnson Field - 4 St & Jackson St,40.74313645259126,-74.04004906146669,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
62,Marshall St & 2 St,12 St & Sinatra Dr N,21.0,Marshall St & 2 St,40.740765367506214,-74.04254964402006,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
63,Newport PATH,12 St & Sinatra Dr N,6.0,Newport PATH,40.727220293617044,-74.03375238731287,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
64,Newport Pkwy,12 St & Sinatra Dr N,34.0,Newport Pkwy,40.72874290486994,-74.03211046211277,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
65,Pershing Field,12 St & Sinatra Dr N,7.0,Pershing Field,40.742657183344456,-74.05181096657569,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
66,South Waterfront Walkway - Sinatra Dr & 1 St,12 St & Sinatra Dr N,335.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700753288959,-74.02777588542521,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
67,Southwest Park - Jackson St & Observer Hwy,12 St & Sinatra Dr N,20.0,Southwest Park - Jackson St & Observer Hwy,40.7375689337438,-74.04166100633643,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
68,Stevens - River Ter & 6 St,12 St & Sinatra Dr N,22.0,Stevens - River Ter & 6 St,40.743144991244904,-74.0269876793701,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
69,Warren St,12 St & Sinatra Dr N,31.0,Warren St,40.72112066810259,-74.03803718607728,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
70,Washington St,12 St & Sinatra Dr N,11.0,Washington St,40.724291891746596,-74.03548133892006,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
71,Willow Ave & 12 St,12 St & Sinatra Dr N,23.0,Willow Ave & 12 St,40.751887812263035,-74.03037017113127,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529
72,11 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,35.0,11 St & Washington St,40.749990333032464,-74.02718736140429,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
73,12 St & Sinatra Dr N,14 St Ferry - 14 St & Shipyard Ln,57.0,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
74,4 St & Grand St,14 St Ferry - 14 St & Shipyard Ln,35.0,4 St & Grand St,40.742268376059016,-74.03508320196188,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
75,6 St & Grand St,14 St Ferry - 14 St & Shipyard Ln,18.0,6 St & Grand St,40.74437858646239,-74.03447839868532,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
76,7 St & Monroe St,14 St Ferry - 14 St & Shipyard Ln,36.0,7 St & Monroe St,40.74642493639741,-74.0380286862046,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
77,8 St & Washington St,14 St Ferry - 14 St & Shipyard Ln,104.0,8 St & Washington St,40.74598271979199,-74.02816823278691,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
78,9 St HBLR - Jackson St & 8 St,14 St Ferry - 14 St & Shipyard Ln,60.0,9 St HBLR - Jackson St & 8 St,40.74793281278844,-74.03841112969273,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
79,Adams St & 11 St,14 St Ferry - 14 St & Shipyard Ln,29.0,Adams St & 11 St,40.75086734758054,-74.03356182037257,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
80,Adams St & 2 St,14 St Ferry - 14 St & Shipyard Ln,19.0,Adams St & 2 St,40.73979841179733,-74.03689012302054,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
81,Bloomfield St & 15 St,14 St Ferry - 14 St & Shipyard Ln,48.0,Bloomfield St & 15 St,40.75450461099914,-74.02657712307197,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
82,Church Sq Park - 5 St & Park Ave,14 St Ferry - 14 St & Shipyard Ln,55.0,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
83,City Hall - Washington St & 1 St,14 St Ferry - 14 St & Shipyard Ln,91.0,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
84,Clinton St & 7 St,14 St Ferry - 14 St & Shipyard Ln,37.0,Clinton St & 7 St,40.7454153433474,-74.03333382214838,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
85,Clinton St & Newark St,14 St Ferry - 14 St & Shipyard Ln,20.0,Clinton St & Newark St,40.73744627151288,-74.03570246500215,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
86,Columbus Dr at Exchange Pl,14 St Ferry - 14 St & Shipyard Ln,6.0,Columbus Dr at Exchange Pl,40.71687448913104,-74.03282962516803,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
87,Columbus Drive,14 St Ferry - 14 St & Shipyard Ln,8.0,Columbus Drive,40.718414308152724,-74.03889053483775,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
88,Columbus Park - Clinton St & 9 St,14 St Ferry - 14 St & Shipyard Ln,80.0,Columbus Park - Clinton St & 9 St,40.748178812964326,-74.03245770266106,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
89,Grand St,14 St Ferry - 14 St & Shipyard Ln,17.0,Grand St,40.71515821580811,-74.03768259947958,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
90,Grand St & 14 St,14 St Ferry - 14 St & Shipyard Ln,48.0,Grand St & 14 St,40.7540790923323,-74.03159436971573,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
91,Hamilton Park,14 St Ferry - 14 St & Shipyard Ln,15.0,Hamilton Park,40.72757525453402,-74.04424621144935,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
92,Harborside,14 St Ferry - 14 St & Shipyard Ln,9.0,Harborside,40.719258962545155,-74.03423038123101,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
93,Heights Elevator,14 St Ferry - 14 St & Shipyard Ln,10.0,Heights Elevator,40.74873175053401,-74.04046738441166,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
94,Hoboken Ave at Monmouth St,14 St Ferry - 14 St & Shipyard Ln,25.0,Hoboken Ave at Monmouth St,40.73522741244787,-74.04694300708235,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
95,Hoboken Terminal - Hudson St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,43.0,Hoboken Terminal - Hudson St & Hudson Pl,40.73593737788959,-74.03032257184493,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
96,Hoboken Terminal - River St & Hudson Pl,14 St Ferry - 14 St & Shipyard Ln,280.0,Hoboken Terminal - River St & Hudson Pl,40.73608642790891,-74.02913390169225,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
97,Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,178.0,Hudson St & 4 St,40.740954266970824,-74.02859404962996,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
98,Madison St & 1 St,14 St Ferry - 14 St & Shipyard Ln,25.0,Madison St & 1 St,40.73878495960618,-74.03927437553686,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
99,Madison St & 10 St,14 St Ferry - 14 St & Shipyard Ln,43.0,Madison St & 10 St,40.74996974427502,-74.03586588196806,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
100,Mama Johnson Field - 4 St & Jackson St,14 St Ferry - 14 St & Shipyard Ln,11.0,Mama Johnson Field - 4 St & Jackson St,40.74313645259126,-74.04004906146669,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
101,Marshall St & 2 St,14 St Ferry - 14 St & Shipyard Ln,10.0,Marshall St & 2 St,40.740765367506214,-74.04254964402006,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
102,Newport PATH,14 St Ferry - 14 St & Shipyard Ln,28.0,Newport PATH,40.727220293617044,-74.03375238731287,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
103,Newport Pkwy,14 St Ferry - 14 St & Shipyard Ln,39.0,Newport Pkwy,40.72874290486994,-74.03211046211277,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
104,Riverview Park,14 St Ferry - 14 St & Shipyard Ln,14.0,Riverview Park,40.744459053317044,-74.04391302290752,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
105,South Waterfront Walkway - Sinatra Dr & 1 St,14 St Ferry - 14 St & Shipyard Ln,375.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700753288959,-74.02777588542521,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
106,Southwest Park - Jackson St & Observer Hwy,14 St Ferry - 14 St & Shipyard Ln,21.0,Southwest Park - Jackson St & Observer Hwy,40.7375689337438,-74.04166100633643,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
107,Stevens - River Ter & 6 St,14 St Ferry - 14 St & Shipyard Ln,33.0,Stevens - River Ter & 6 St,40.743144991244904,-74.0269876793701,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
108,Warren St,14 St Ferry - 14 St & Shipyard Ln,20.0,Warren St,40.72112066810259,-74.03803718607728,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
109,Washington St,14 St Ferry - 14 St & Shipyard Ln,11.0,Washington St,40.724291891746596,-74.03548133892006,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
110,Willow Ave & 12 St,14 St Ferry - 14 St & Shipyard Ln,32.0,Willow Ave & 12 St,40.751887812263035,-74.03037017113127,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445
111,11 St & Washington St,4 St & Grand St,27.0,11 St & Washington St,40.749990333032464,-74.02718736140429,4 St & Grand St,40.742268376059016,-74.03508320196188
112,12 St & Sinatra Dr N,4 St & Grand St,24.0,12 St & Sinatra Dr N,40.750615092166825,-74.02405697384529,4 St & Grand St,40.742268376059016,-74.03508320196188
113,14 St Ferry - 14 St & Shipyard Ln,4 St & Grand St,28.0,14 St Ferry - 14 St & Shipyard Ln,40.752916153031606,-74.02431191844445,4 St & Grand St,40.742268376059016,-74.03508320196188
114,6 St & Grand St,4 St & Grand St,32.0,6 St & Grand St,40.74437858646239,-74.03447839868532,4 St & Grand St,40.742268376059016,-74.03508320196188
115,7 St & Monroe St,4 St & Grand St,15.0,7 St & Monroe St,40.74642493639741,-74.0380286862046,4 St & Grand St,40.742268376059016,-74.03508320196188
116,8 St & Washington St,4 St & Grand St,20.0,8 St & Washington St,40.74598271979199,-74.02816823278691,4 St & Grand St,40.742268376059016,-74.03508320196188
117,9 St HBLR - Jackson St & 8 St,4 St & Grand St,15.0,9 St HBLR - Jackson St & 8 St,40.74793281278844,-74.03841112969273,4 St & Grand St,40.742268376059016,-74.03508320196188
118,Adams St & 11 St,4 St & Grand St,22.0,Adams St & 11 St,40.75086734758054,-74.03356182037257,4 St & Grand St,40.742268376059016,-74.03508320196188
119,Adams St & 2 St,4 St & Grand St,14.0,Adams St & 2 St,40.73979841179733,-74.03689012302054,4 St & Grand St,40.742268376059016,-74.03508320196188
120,Bloomfield St & 15 St,4 St & Grand St,15.0,Bloomfield St & 15 St,40.75450461099914,-74.02657712307197,4 St & Grand St,40.742268376059016,-74.03508320196188
121,Church Sq Park - 5 St & Park Ave,4 St & Grand St,14.0,Church Sq Park - 5 St & Park Ave,40.742657893537604,-74.03224963376663,4 St & Grand St,40.742268376059016,-74.03508320196188
122,City Hall - Washington St & 1 St,4 St & Grand St,64.0,City Hall - Washington St & 1 St,40.73733143020761,-74.03099042544189,4 St & Grand St,40.742268376059016,-74.03508320196188
123,Clinton St & 7 St,4 St & Grand St,40.0,Clinton St & 7 St,40.7454153433474,-74.03333382214838,4 St & Grand St,40.742268376059016,-74.03508320196188
124,Clinton St & Newark St,4 St & Grand St,34.0,Clinton St & Newark St,40.73744627151288,-74.03570246500215,4 St & Grand St,40.742268376059016,-74.03508320196188
125,Columbus Dr at Exchange Pl,4 St & Grand St,8.0,Columbus Dr at Exchange Pl,40.71687448913104,-74.03282962516803,4 St & Grand St,40.742268376059016,-74.03508320196188
126,Columbus Park - Clinton St & 9 St,4 St & Grand St,48.0,Columbus Park - Clinton St & 9 St,40.748178812964326,-74.03245770266106,4 St & Grand St,40.742268376059016,-74.03508320196188
127,Grand St & 14 St,4 St & Grand St,72.0,Grand St & 14 St,40.7540790923323,-74.03159436971573,4 St & Grand St,40.742268376059016,-74.03508320196188
128,Hoboken Ave at Monmouth St,4 St & Grand St,13.0,Hoboken Ave at Monmouth St,40.73522741244787,-74.04694300708235,4 St & Grand St,40.742268376059016,-74.03508320196188
129,Hoboken Terminal - Hudson St & Hudson Pl,4 St & Grand St,101.0,Hoboken Terminal - Hudson St & Hudson Pl,40.73593737788959,-74.03032257184493,4 St & Grand St,40.742268376059016,-74.03508320196188
130,Hoboken Terminal - River St & Hudson Pl,4 St & Grand St,168.0,Hoboken Terminal - River St & Hudson Pl,40.73608642790891,-74.02913390169225,4 St & Grand St,40.742268376059016,-74.03508320196188
131,Hudson St & 4 St,4 St & Grand St,43.0,Hudson St & 4 St,40.740954266970824,-74.02859404962996,4 St & Grand St,40.742268376059016,-74.03508320196188
132,Leonard Gordon Park,4 St & Grand St,10.0,Leonard Gordon Park,40.74589833735995,-74.05724263562814,4 St & Grand St,40.742268376059016,-74.03508320196188
133,Madison St & 1 St,4 St & Grand St,10.0,Madison St & 1 St,40.73878495960618,-74.03927437553686,4 St & Grand St,40.742268376059016,-74.03508320196188
134,Madison St & 10 St,4 St & Grand St,36.0,Madison St & 10 St,40.74996974427502,-74.03586588196806,4 St & Grand St,40.742268376059016,-74.03508320196188
135,Mama Johnson Field - 4 St & Jackson St,4 St & Grand St,13.0,Mama Johnson Field - 4 St & Jackson St,40.74313645259126,-74.04004906146669,4 St & Grand St,40.742268376059016,-74.03508320196188
136,Marshall St & 2 St,4 St & Grand St,13.0,Marshall St & 2 St,40.740765367506214,-74.04254964402006,4 St & Grand St,40.742268376059016,-74.03508320196188
137,Newport PATH,4 St & Grand St,6.0,Newport PATH,40.727220293617044,-74.03375238731287,4 St & Grand St,40.742268376059016,-74.03508320196188
138,Pershing Field,4 St & Grand St,11.0,Pershing Field,40.742657183344456,-74.05181096657569,4 St & Grand St,40.742268376059016,-74.03508320196188
139,South Waterfront Walkway - Sinatra Dr & 1 St,4 St & Grand St,101.0,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700753288959,-74.02777588542521,4 St & Grand St,40.742268376059016,-74.03508320196188
140,Southwest Park - Jackson St & Observer Hwy,4 St & Grand St,55.0,Southwest Park - Jackson St & Observer Hwy,40.7375689337438,-74.04166100633643,4 St & Grand St,40.742268376059016,-74.03508320196188
141,Stevens - River Ter & 6 St,4 St & Grand St,24.0,Stevens - River Ter & 6 St,40.743144991244904,-74.0269876793701,4 St & Grand St,40.742268376059016,-74.03508320196188
142,Washington St,4 St & Grand St,8.0,Washington St,40.724291891746596,-74.03548133892006,4 St & Grand St,40.742268376059016,-74.03508320196188
143,Willow Ave & 12 St,4 St & Grand St,31.0,Willow Ave & 12 St,40.751887812263035,-74.03037017113127,4 St & Grand St,40.742268376059016,-74.03508320196188
144,Bergen Ave & Sip Ave,5 Corners Library,18.0,Bergen Ave & Sip Ave,40.73104361248367,-74.06443169597715,5 Corners Library,40.73497416679167,-74.05952595831847
145,Brunswick St,5 Corners Library,6.0,Brunswick St,40.72414786663121,-74.05066483953951,5 Corners Library,40.73497416679167,-74.05952595831847
146,Christ Hospital,5 Corners Library,14.0,Christ Hospital,40.73478751985362,-74.0504451350773,5 Corners Library,40.73497416679167,-74.05952595831847
147,Dey St,5 Corners Library,10.0,Dey St,40.73765151591954,-74.06686104446743,5 Corners Library,40.73497416679167,-74.05952595831847
148,Grove St PATH,5 Corners Library,6.0,Grove St PATH,40.71960099717589,-74.04314261412735,5 Corners Library,40.73497416679167,-74.05952595831847
149,Hamilton Park,5 Corners Library,8.0,Hamilton Park,40.72757525453402,-74.04424621144935,5 Corners Library,40.73497416679167,-74.05952595831847
150,Hilltop,5 Corners Library,12.0,Hilltop,40.731153329839415,-74.05754064420803,5 Corners Library,40.73497416679167,-74.05952595831847
