,index,lat,lng
588,DEEP DELL  RD,32.69862,-117.034698
589,DEEP DELL CT,32.695793,-117.030289
590,DEEP DELL RD,32.69862,-117.034698
591,DEERFIELD ST,32.814621,-117.060944
592,DEERING ST,32.9177109,-117.1459717
593,DEEROCK PL,32.704441,-117.034767
594,DEERPARK DR,32.7885859,-117.190678
595,DEFREITAS AV,32.9647183,-117.1277218
596,DEL CERRO AV,32.7807081,-117.0597223
597,DEL CERRO BL,32.7807081,-117.0597223
598,DEL MAR AV,32.7297982,-117.2392929
599,DEL MAR HEIGHTS  RD,32.9485786,-117.2593425
600,DEL MAR HEIGHTS RD,32.9485786,-117.2593425
601,DEL MAR HILLS DR,32.951989999999995,-117.24178487971488
602,DEL MAR HTS RD,32.9485786,-117.2593425
603,DEL MAR HTS W RD,32.9485786,-117.2593425
604,DEL MAR TRAILS   RD,32.9447431,-117.2248203
605,DEL MAR TRAILS RD,32.9447431,-117.2248203
606,DEL PASO AV,32.795574,-117.058937
607,DEL SOL  BL,32.795574,-117.058937
608,DEL SOL BL,32.795574,-117.058937
609,DEL SOL WY,32.574226,-117.042213
610,DEL SUR BL,32.567284,-117.058037
611,DEL SUR RDG RD,33.0166034,-117.1217618
612,DEL SUR ST,33.0166034,-117.1217618
613,DELLWOOD ST,32.8161269,-117.1577214
614,DELOS ST,32.683861,-117.040833
615,DELTA ST,32.688938,-117.099136
616,DEMUS ST,32.74762,-117.064568
617,DENBY ST,32.74762,-117.064568
618,DENNERY ,32.74762,-117.064568
619,DENNERY  RD,32.5777686,-117.0349102
620,DENNERY RD,32.5777686,-117.0349102
621,DENVER  ST,32.7813144,-117.2043796
622,DENVER ST,32.7813144,-117.2043796
623,DERBY DOWNS  RD,32.9652082,-117.233346
624,DERBY DOWNS RD,32.9652082,-117.233346
625,DERRICK DR,32.826099,-117.182587
626,DERRICK ST,32.826099,-117.182587
627,DEWEY ST,32.826099,-117.182587
628,DIAMOND ST,32.802166,-117.243568
629,DIANE AV,32.741222,-116.996338
630,DIAZ DR,33.015633,-117.060867
631,DICKENS ST,32.7240617,-117.2303973
632,DIRECTORS PL,32.894749,-117.209686
633,DIVISION  ST,32.6823742,-117.1108395
634,DIVISION ST,32.6823742,-117.1108395
635,DOLIVA DR,32.8306785,-117.1756978
636,DOLLY PL,32.79245,-117.133858
637,DOLPHIN PL,32.79245,-117.133858
638,DONALDSON DR,32.806416,-117.228951
639,DONAX AV,32.5820431,-117.0857495
640,DOREEN RD,32.8160697,-117.0580683
641,DORIANA ST,32.685257,-117.04792
642,DORMOUSE CT,32.944828,-117.153107
643,DOWDY DR,32.8913851,-117.1468965
644,DOWNY DR,32.8913851,-117.1468965
645,DRACAENA CT,32.692486,-117.065697
646,DRAPER AV,32.8374841,-117.2758005
647,DRUCKER LN,32.5519726,-116.949512
648,DUBOIS  DR,32.836353,-117.198273
649,DUBOIS DR,32.836353,-117.198273
650,DUBOIS DR DR,32.836353,-117.198273
651,DUBONNET  ST,32.8078501,-117.144411
652,DUBONNET ST,32.8078501,-117.144411
653,DUCOS PL,32.819937,-117.0969159
654,DUENDA RD,33.03545,-117.083099
655,DUENDA ST,33.03545,-117.083099
656,DUNANT ST,32.8521587,-117.2197021
657,DUNCAN  RD,32.8521587,-117.2197021
658,DUNCAN RD,32.8521587,-117.2197021
659,DUNLOP ST,32.78577,-117.167267
660,DUSK DR,32.677082,-117.048569
661,DWIGHT  ST,32.7440522,-117.1051652
662,DWIGHT ST,32.7440522,-117.1051652
663,E  ST,32.7440522,-117.1051652
664,E BRIARFIELD DR,32.791782,-117.248787
665,E HARBOR DR,32.7086318,-117.1635315
666,E MISSION BAY DR,32.767304,-117.2089706
667,E MTN VW DR,32.767304,-117.2089706
668,E PARK AV,32.767304,-117.2089706
669,E ST,32.767304,-117.2089706
670,E. MISSION BAY DR,32.767304,-117.2089706
671,E/O LANING RD,32.767304,-117.2089706
672,EAGLE ST,32.7483312,-117.1695604
673,EARHART ST,32.8005928,-117.1361077
674,EAST DR,32.8005928,-117.1361077
675,EASTBOURNE RD,32.9823267,-117.0712346
676,EASTGATE  ML,32.8814355,-117.1990651
677,EASTGATE CT,32.8809546,-117.1885532
678,EASTGATE MALL AV,32.8809546,-117.1885532
679,EASTGATE ML,32.8814355,-117.1990651
680,EASTGLEN ST,32.91449,-117.077133
681,EBERS ST,32.7462015,-117.24369
682,EDMONTON AV,32.8586033,-117.202052
683,EL CAJON  BL,32.8586033,-117.202052
684,EL CAMINO DEL TEATRO DR,32.829182,-117.258621
685,EL CAMINO REAL ,32.829182,-117.258621
686,EL CAMINO REAL E ,32.829182,-117.258621
687,EL CAMINO REAL PT,32.829182,-117.258621
688,EL CAMINO REAL RD,33.2844529,-117.4361189
689,EL CAMINO REAL W PL,33.2844529,-117.4361189
690,EL CAMINO REAL WY,33.2844529,-117.4361189
691,EL CARMEL PL,32.778376,-117.25126
692,EL PRADO DR,32.778376,-117.25126
693,EL PSO GRANDE RD,32.778376,-117.25126
694,ELDRIDGE ST,32.790791,-117.077988
695,ELIZABETH  ST,32.790791,-117.077988
696,ELIZABETH ST,32.790791,-117.077988
697,ELM ST,32.724141,-117.0871686
698,ELVADO   WY,32.705914,-117.048286
699,ELVADO WY,32.705914,-117.048286
700,ELY CR,32.705914,-117.048286
701,EMDEN RD,32.9824938,-117.1310359
702,EMERALD ST,32.804085,-117.230438
703,EMERSON  ST,32.724954,-117.2303534
704,EMERSON ST,32.724954,-117.2303534
705,EMORY ST,32.7412514,-117.1823523
706,ENCENDIDO RD,32.7412514,-117.1823523
707,ENCINO AV,32.7872293,-117.1440377
708,ENGINEER RD,32.8247909,-117.1488798
709,ENTERPRISE  ST,33.1363409,-117.157332
710,ENTERPRISE ST,33.1363409,-117.157332
711,ESCALA DR,33.045738,-117.063042
712,ESTRELLA AV,32.7494107,-117.0899733
713,ESTUDILLO ST,32.7430299,-117.1882976
714,EUCLID  AV,32.7430299,-117.1882976
715,EUCLID AV,32.7430299,-117.1882976
716,EVANS ST,32.7430299,-117.1882976
717,EVENING CREEK DR,32.960781,-117.090118
718,EVENING CREEK DR S,32.956062,-117.098221
719,EVENING CREEK S DR,32.956062,-117.098221
720,EVENING CRK DR,32.956062,-117.098221
721,EVENING CRK N DR,32.9608575,-117.094705
722,EVERGREEN ST,32.956062,-117.098221
723,EVERTS ST,32.7943639,-117.2470095
724,EWING ST,32.771488,-117.061562
725,EXCHANGE PL,32.8452947,-117.2677691
726,EXCUTIVE DR,32.876744,-117.2072772
727,EXECUTIVE  DR,32.876744,-117.2072772
728,EXECUTIVE DR,32.876744,-117.2072772
729,EXECUTIVE WY,32.8738044,-117.209694
730,F ST,32.8738044,-117.209694
731,FABER WY,32.7707106,-117.080692
732,FABER WY S,32.7707106,-117.080692
733,FAIRBROOK DR,32.7707106,-117.080692
734,FAIRBROOK RD,32.7707106,-117.080692
735,FAIRGROVE LN,32.7707106,-117.080692
736,FAIRMOUNT  AV,32.7707106,-117.080692
737,FAIRMOUNT AV,32.778221025,-117.09625554999998
738,FAIRWAY DR,32.7807245,-117.1014434
739,FALCON RIM PT,32.914658,-117.08506
740,FALCON ST,32.7523544,-117.1704599
741,FALL RIVER WY,33.124836,-117.218689
742,FAMOSA  BL,33.124836,-117.218689
743,FAMOSA BL,33.124836,-117.218689
744,FANUEL  ST,32.7947502,-117.2451888
745,FANUEL ST,32.7947502,-117.2451888
746,FARNHAM  ST,32.7947502,-117.2451888
747,FARNHAM ST,32.7947502,-117.2451888
748,FASHION HILLS BL,32.7947502,-117.2451888
749,FASHION VALLEY RD,32.7638056,-117.1700477
750,FAY  AV,32.836378,-117.272455
751,FAY AV,32.836378,-117.272455
752,FEDERAL  BL,32.836378,-117.272455
753,FEDERAL BL,32.7271568,-117.0694776
754,FELSPAR ST,32.7976115,-117.2552478
755,FELTON  ST,32.7976115,-117.2552478
756,FELTON ST,32.7976115,-117.2552478
757,FENTON  RD,32.8917336,-117.1685265
758,FENTON MARKET PL,32.8917336,-117.1685265
759,FENTON MARKETPLACE DY,32.8917336,-117.1685265
760,FENTON RD,32.8917336,-117.1685265
761,FERN GL,32.8917336,-117.1685265
762,FERN GLEN ST,32.8917336,-117.1685265
763,FERN ST,32.7267512,-117.11399083333333
764,FERNANDO WY,33.04298,-117.068024
765,FEZ ST,32.8788925,-117.2139779
766,FIELDSTONE DR,33.0503882,-117.0650853
767,FIESTA ISLAND RD,32.7740639,-117.2166065
768,FIGTREE ST,32.915577,-117.063637
769,FIGUEROA BL,32.915577,-117.063637
770,FIR  ST,32.7255126,-117.0870027
771,FIR ST,32.7255126,-117.0870027
772,FIRE STA 33 DY,32.7255126,-117.0870027
773,FIRE STATION 33 DY,32.7255126,-117.0870027
774,FIRETHORN ST,32.580151,-117.040314
775,FLANDERS DR,32.90494828571428,-117.17136707142858
776,FLEETRIDGE DR,32.7289154,-117.2427306
777,FLEETRIDGE ML,32.7289154,-117.2427306
778,FLORIDA  ST,32.7539275,-117.143761
779,FLORIDA DR,32.7241676,-117.1431753
780,FLORIDA ST,32.7539275,-117.143761
781,FLOWER AV,32.5759633,-117.084787
782,FLOWER HILL ML,32.981287,-117.25057636023924
783,FONTAINE  ST,32.802261,-117.074898
784,FONTAINE ST,32.802261,-117.074898
785,FOOTHILL BL,32.802261,-117.074898
786,FORMAL CT,32.801197,-117.068336
787,FORT STOCKTON DR,32.7508832,-117.171901
788,FORTUNA  AV,32.79295,-117.23587
789,FORTUNA AV,32.79295,-117.23587000000002
790,FORWARD ST,32.813986,-117.2685908
791,FOUR GEE RD,33.024957,-117.122478
792,FRANKLIN AV,32.809855866666666,-117.10461559999999
793,FRANKLIN AV (S),32.7023053,-117.0956844
794,FRANKLIN RIDGE RD,32.7802576,-117.1414966
795,FRAZEE RD,32.7723016,-117.15707869999999
796,FREEMAN ST,32.7418615,-117.2175657
797,FRIARS  RD,32.7780229,-117.1408109
798,FRIARS RD,32.7780229,-117.1408109
799,FRINK AV,32.8345567,-117.1915305
800,FROBISHER ST,32.909882,-117.13784
801,FRONT ST,32.909882,-117.13784
802,FRONTAGE ST,32.909882,-117.13784
803,FROST ST,32.8002972,-117.1552234
804,FROUDE ST,32.7416897,-117.2449361
805,G  ST,32.7416897,-117.2449361
806,G ST,32.734406325,-117.22439565
807,GABILAN RD,32.9603477,-117.0889789
808,GAINES ST,32.7662133,-117.1902193
809,GALVIN AV,32.9205415,-117.1234121
810,GAMAY WY,32.939307549999995,-117.1607801
811,GARDENA AV,32.7782547,-117.2017145
812,GARFIELD  RD,32.7831156,-117.1969202
813,GARFIELD RD,32.7831156,-117.1969202
814,GARNET  AV,32.805519,-117.221603
815,GARNET AV,32.805519,-117.221603
816,GARNET ST,32.805519,-117.221603
817,GARRISON ST,32.7279976,-117.2323425
818,GATEWAY CTR DR,32.7279976,-117.2323425
819,GATEWAY DR,32.724884,-117.108162
820,GATEWOOD LN,32.693317,-117.035461
821,GAYLE ST,32.747303,-117.064079
822,GEMINI  AV,32.9196916,-117.1216516
823,GEMINI AV,32.9196916,-117.1216516
824,GEMINI RD,32.9196916,-117.1216516
825,GENESEE  AV,32.7914365,-117.1597319
826,GENESEE  CT,32.7914365,-117.1597319
827,GENESEE AV,32.7914365,-117.1597319
828,GENESEE BL,32.7914365,-117.1597319
829,GENESEE CT,32.7914365,-117.1597319
830,GENESEE DR,32.7914365,-117.1597319
831,GENESEE E CT,32.8142846,-117.1788998
832,GENEVA AV,32.7167771,-117.0810754
833,GENTER ST,32.8370573,-117.2710786
834,GEORGIA ST,32.79269795,-117.20802595
835,GIBSON ST,32.7483386,-117.1449733
836,GILMAN DR,32.8509661,-117.236419
837,GIRARD AV,32.8389513,-117.2719999
838,GLACIER AV,32.788742,-117.095787
839,GLASOE LN,32.788742,-117.095787
840,GLEENBROOK WY,32.7731726,-117.2452675
841,GLENBROOK WY,32.866077,-117.241783
842,GLENDA  WY,32.91687,-117.150414
843,GLENDA WY,32.91687,-117.150414
844,GLENFLORA AV,32.800049,-117.042847
845,GLENHAVEN ST,32.8056051,-117.1410521
846,GLENROY ST,32.797661,-117.076843
847,GLENWICK LN,32.864594,-117.244698
848,GOLD COAST CT,32.864594,-117.244698
849,GOLD COAST DR,32.864594,-117.244698
850,GOLDEN CYPRESS PL,32.9712596,-117.1823757
851,GOLDEN HAVEN DR,32.8720101,-117.2040025
852,GOLDFINCH ST,32.7497915,-117.1713854
853,GOLDSMITH ST,32.7424673,-117.2170547
854,GOLF COURSE DR,32.7234591,-117.1366306
855,GOLFCREST  DR,32.79784,-117.042122
856,GOLFCREST DR,32.79784,-117.042122
857,GOLFCREST PL,33.165016,-117.239609
858,GOODBODY ST,32.582272,-117.05378
859,GOODE ST,32.688015,-117.030937
860,GOSHEN ST,32.765421,-117.1871113
861,GOVERNOR DR,32.8223176,-117.20468216666666
862,GRAMERCY DR,32.8028374,-117.1387469
863,GRANADA AV,32.8028374,-117.1387469
864,GRAND AV,32.80193273333333,-117.20839673333334
865,GRANITE CREST CT,32.9357464,-117.1816755
866,GRANITE RDG DR,32.8064,-117.120491
867,GRANITE RIDGE DR,32.8064,-117.120491
868,GRANT ST,33.193207,-117.370064
869,GRAPE  ST,32.7261645,-117.160248
870,GRAPE ST,32.7261645,-117.16024799999998
871,GRAVILLA ST,32.8291013,-117.276575
872,GREELY AV,32.6984855,-117.1225651
873,GREEN BAY ST,32.575058,-117.0884144
874,GREEN VY CT,32.9257094,-117.0339573
875,GREENBRIER AV,32.7971238,-117.0936178
876,GREENFORD DR,32.9112817,-117.1313516
877,GREENWOOD ST,32.8538076,-117.184088
878,GRESHAM  ST,32.7988355,-117.2444792
879,GRESHAM ST,32.7988355,-117.2444792
880,GREYLING DR,32.7963986,-117.142366
881,GRISSOM ST,32.583256,-117.055397
882,GROTON ST,32.7533794,-117.2213754
883,GROVE AV,32.7533794,-117.2213754
884,GUIZOT  ST,32.7428106,-117.2413127
885,GUIZOT ST,32.7428106,-117.2413127
886,GULLSTRAND ST,32.849491,-117.1908651
887,GUNN ST,32.7463219,-117.1310035
888,GURNARD ST,32.807858,-117.103844
889,GUYMON ST,32.7114816,-117.089416
890,HADA DR,33.0324306,-117.0816075
891,HAINES ST,32.91573045,-117.16210825
892,HALF MILE  DR,32.9621547,-117.2334332
893,HALF MILE DR,32.9621547,-117.2334332
894,HALLER ST,32.729755,-117.112831
895,HANCOCK  ST,32.729755,-117.112831
896,HANCOCK ST,32.741159,-117.16655233333334
897,HARBOR  DR,32.689965,-117.1315979
898,HARBOR DR,32.689965,-117.13159790000002
899,HARBOR IS DR,32.7292895,-117.1952377
900,HARBOR ISLAND DR,32.7292895,-117.1952377
901,HARBOR ISLAND E DR,32.7086318,-117.1635315
902,HARBOR ISLAND N DR,32.7291112,-117.1913113
903,HARDY AV,32.7725766,-117.072296
904,HARJOAN AV,32.7935159,-117.145527
905,HARLINGTON DR,32.9141549,-117.1340487
906,HARNEY ST,32.7544729,-117.19345700000001
907,HARRIS PLANT RD,32.860351,-117.1165823
908,HARRISON AV,32.860351,-117.1165823
909,HARTFIELD  AV,32.9562855,-117.2302259
910,HARTFIELD AV,32.9562855,-117.2302259
911,HARTFORD CT,32.7479826,-117.0366097
912,HARTLEY ST,32.7101069,-117.0946936
913,HARVEST RD,32.5722317,-116.9450828
914,HASTY ST,32.743259,-117.060593
915,HATHAWAY ST,32.8189029,-117.1672194
916,HAVERFIELD  WY,32.9244443,-117.1259986
917,HAVERFIELD WY,32.9244443,-117.1259986
918,HAWK ST,32.7457676,-117.1720498
919,HAWTHORN  ST,32.7272059,-117.161171
920,HAWTHORN AV,32.7272059,-117.161171
921,HAWTHORN ST,32.7272059,-117.16117100000001
922,HAZARD CENTER DR,32.770017,-117.159029
923,HAZARD CTR DR,32.770017,-117.159029
924,HEALTH CENTER DR,32.7952951,-117.1573389
925,HEALTH CTR DR,32.7952951,-117.1573389
926,HEATHERTON CT,32.9441195,-117.0885586
927,HEINRICH HERTZ DR,32.5585951,-116.9384345
928,HEMLOCK ST,32.5585951,-116.9384345
929,HERBERT ST,32.747459,-117.149277
930,HERITAGE RD,32.5710317,-116.9968424
931,HERSCHEL AV,32.8407637,-117.2713609
932,HERSCHEL ST,32.8407637,-117.2713609
933,HIBERT ST,32.9155219,-117.1138845
934,HICKMAN FIELD  DR,32.8398556,-117.1676114
935,HICKMAN FIELD DR,32.8398556,-117.1676114
936,HIDALGO  AV,32.833134,-117.219833
937,HIDALGO AV,32.833134,-117.219833
938,HIDDEN VALLEY PL,32.845795,-117.2479449
939,HIERBA DR,33.020603,-117.070129
940,HIGA  PL,33.0113043,-117.0570899
941,HIGA PL,33.0113043,-117.0570899
942,HIGH BLUFF  DR,32.9438974,-117.2395483
943,HIGH BLUFF DR,32.9438974,-117.23954829999998
944,HIGHLAND AV,32.84395095,-117.1691786
945,HIGHLAND RH RD,32.9789453,-117.0712554
946,HIGHPLACE DR,32.804768,-117.065712
947,HILL SOUTH BAY ST,32.804768,-117.065712
948,HILL ST,32.7223997,-117.2388432
949,HILLERY DR,32.9129008,-117.1210229
950,HILLSIDE DR,32.9899034,-116.84980295
951,HILLTOP DR,32.7150005,-117.0840492
952,HOLIDAY CT,32.8703,-117.2330057
953,HOLLISTER ST,32.5726105,-117.08409620000002
954,HOME AV,32.67016376666667,-117.10165260000001
955,HONORS DR,32.8454176,-117.2231242
956,HORADO RD,33.0116546,-117.0620049
957,HORNBLEND  ST,32.798042,-117.244232
958,HORNBLEND ST,32.798042,-117.244232
959,HORTON AV,32.7392086,-117.1732531
960,HOTEL CIRCLE N,32.7602905,-117.1872659
961,HOTEL CIRCLE N ,32.7602905,-117.1872659
962,HOTEL CIRCLE N RD,32.7602905,-117.1872659
963,HUDSON DR,32.804661,-117.016319
964,HUGO ST,32.7268761,-117.2290005
965,HURD PL,32.7268761,-117.2290005
966,HYACINTH DR,32.7454538,-117.2206764
967,HYADES WY,32.9201669,-117.1293769
968,HYDE PARK DR,32.801014,-117.047081
969,HYDE PK DR,32.801014,-117.047081
970,I 805 NB OFF RAMP AV,32.801014,-117.047081
971,I-15 NB ACCESS RD,32.801014,-117.047081
972,I-15 RD,32.801014,-117.047081
973,ILEX AV,32.5699022,-117.0883864
974,IMPERIAL  AV,32.7064323,-117.1252448
975,IMPERIAL AV,32.7064323,-117.1252448
976,IMPERIAL AVE,32.7064323,-117.1252448
977,INDIA  ST,32.741543,-117.17971
978,INDIA ST,32.741543,-117.17971
979,INGALLS ST,32.7507801,-117.1750446
980,INGELOW ST,32.7274723,-117.2284781
981,INGRAHAM  ST,32.7736568,-117.2349913
982,INGRAHAM ST,32.7736568,-117.23499129999999
983,INGULF  ST,32.7895839,-117.2060041
984,INGULF ST,32.7895839,-117.2060041
985,INNOVATION DR,32.9894512,-117.076792
986,INSPIRATION DR,32.825218,-117.264557
987,INSPIRATION DR DR,32.825218,-117.264557
988,INVERNESS DR,33.245884,-117.320419
989,IONA  DR,32.7096637,-117.0691653
990,IONA DR,32.7096637,-117.0691653
991,IRIS  AV,32.5693891,-117.0665659
992,IRIS A,32.5693891,-117.0665659
993,IRIS AV,32.5693891,-117.0665659
994,IRVING AV,32.7015695,-117.1385622
995,ISLA CARMEN WY,32.7015695,-117.1385622
996,ISLA VIS  DR,32.7015695,-117.1385622
997,ISLA VISTA DR,32.741882,-117.09066
998,ISLAND  AV,32.710453,-117.1458158
999,ISLAND AV,32.710453,-117.1458158
1000,ISTHMUS CT,32.773191,-117.2499802
1001,IVANHOE AV,32.8455883,-117.2715591
1002,IVY ST,32.8455883,-117.2715591
1003,J ST,32.7094194,-117.1575129
1004,JACKSON DR,32.7094194,-117.1575129
1005,JACKSON ST,32.7094194,-117.1575129
1006,JAMES ST,32.7144302,-117.0342503
1007,JARVIS ST,32.7285619,-117.2287571
1008,JEFFERSON  ST,32.7285619,-117.2287571
1009,JEFFERSON ST,32.7285619,-117.2287571
1010,JEFFREY CT,32.9194206,-117.1266894
1011,JELLETT CT,32.9194206,-117.1266894
1012,JELLETT ST,32.7880322,-117.1965371
1013,JEMEZ DR,32.828491,-117.214592
1014,JENNER ST,32.847069,-117.276123
1015,JENNINGS  ST,32.7205562,-117.246234
1016,JENNINGS ST,32.7205562,-117.246234
1017,JESTER ST,32.689644,-117.058296
1018,JEWELL ST,32.784294,-117.234802
1019,JUAN ST,32.7555343,-117.19660449999999
1020,JUDICIAL DR,32.8682494,-117.198437
1021,JULIAN AV,32.8566476,-116.9094151
1022,JUNIPER (E)  ST,32.7292898,-117.1619674
1023,JUNIPER ST,32.7292898,-117.16196740000001
1024,JUTLAND DR,32.826733,-117.222252
1025,K ST,32.7083258,-117.1604615
1026,KEARNEY MESA RD,32.7303337,-117.161321
1027,KEARNY  AV,32.7022131,-117.143348
1028,KEARNY MESA RD,32.8914291,-117.1184624
1029,KEARNY VILLA  R,32.8914291,-117.1184624
1030,KEARNY VILLA  RD,32.8318334,-117.1383588
1031,KEARNY VILLA RD,32.8318334,-117.1383588
1032,KELLAM CT,32.9570736,-117.2323347
1033,KELLOGG ST,32.7087071,-117.2394302
1034,KELOWNA RD,32.928444,-117.140877
1035,KEMPER  ST,32.757591,-117.041901
1036,KEMPER CT,32.750066,-117.2175234
1037,KEMPER ST,32.757591,-117.04190100000001
1038,KENAMAR  DR,32.8866517,-117.1554613
1039,KENAMAR DR,32.8866517,-117.1554613
1040,KENDALL  ST,32.798683,-117.236572
1041,KENDALL ST,32.798683,-117.236572
1042,KENSINGTON DR,33.143764,-117.203217
1043,KENWOOD  ST,32.711255,-117.068611
1044,KENWOOD ST,32.711255,-117.068611
1045,KESTON  CT,32.8072091,-117.1690918
1046,KESTON CT,32.8072091,-117.1690918
1047,KESTREL ST,32.947126,-117.123367
1048,KETTNER  BL,32.947126,-117.123367
1049,KETTNER BL,32.947126,-117.123367
1050,KIKA CT,32.940838,-117.113121
1051,KING ARTHUR CT,32.940838,-117.113121
1052,KINGSLEY ST,32.748737,-117.220467
1053,KIRKCALDY DR,32.8187609,-117.1594021
1054,KLAUBER AV,32.722912,-117.054779
1055,KLINE ST,32.8434375,-117.2741233
1056,KNAUL CT,32.9641156,-117.1348362
1057,KOSTNER DR,32.577259,-117.043556
1058,KRENNING ST,32.577259,-117.043556
1059,KURTZ ST,32.7556776,-117.20939
1060,L J COLONY DR,32.7556776,-117.20939
1061,L J SC S DR,32.824017,-117.256317
1062,L J SHORES DR,32.824017,-117.256317
1063,L ST,32.824017,-117.256317
1064,LA CIMA DR,32.782764,-117.236633
1065,LA CRESTA  DR,32.7378166,-117.2353428
1066,LA CRESTA DR,32.7378166,-117.2353428
1067,LA CUENTA DR,32.8212659,-117.0979002
1068,LA JOLLA COLONY DR,32.8569033,-117.2277188
1069,LA JOLLA HERMOSA AV,32.808975,-117.262657
1070,LA JOLLA MESA DR,32.825523,-117.259613
1071,LA JOLLA RANCHO RD,32.8259293,-117.2561785
1072,LA JOLLA SHORES DR,32.8509595,-117.2542623
1073,LA JOLLA VILLAGE DR,32.871796,-117.2313077
1074,LA MANCHA DR,32.7848196,-117.2367872
1075,LA MEDIA  RD,32.5638758,-116.962387
1076,LA MEDIA RD,32.5638758,-116.962387
1077,LA PINTURA DR,32.828537,-117.252563
1078,LA PLAYA  AV,32.788845,-117.237053
1079,LA PLAYA AV,32.788845,-117.237053
1080,LAKE ADLON DR,32.797691,-117.0252
1081,LAKE ASHMERE DR,32.799419,-117.01046
1082,LAKE BADIN AV,32.796551,-117.022491
1083,LAKE GABY AV,32.8020423,-117.0143053
1084,LAKE MURRAY BL,32.8020423,-117.0143053
1085,LAKE SHORE DR,32.8020423,-117.0143053
1086,LAKEHURST AV,32.8311794,-117.202309
1087,LAKEPORT  RD,32.910366,-117.150223
1088,LAKEPORT RD,32.910366,-117.150223
1089,LAMAS ST,32.8467922,-117.2262427
1090,LAMONT ST,32.7990444,-117.23473340000001
1091,LANA DR,32.8303918,-117.1705731
1092,LANDFAIR RD,32.962406,-117.237129
1093,LANDIS  ST,32.7459042,-117.1026726
1094,LANDIS ST,32.7459042,-117.1026726
1095,LANDSCAPE DR,32.670864,-117.052612
1096,LANING RD,32.7304818,-117.2199859
1097,LARK ST,32.7978821,-116.9492099
1098,LARKDALE AV,32.8016685,-117.1441945
1099,LAURA ST,32.803242,-117.078247
1100,LAUREL  ST,32.803242,-117.07824699999999
1101,LAUREL ST,32.7313776,-117.1624116
1102,LAZANJA DR,32.9865403,-117.162818
1103,LEA ST,32.745186,-117.081596
1104,LEBON DR,32.864976,-117.22519770000001
1105,LEE CT,32.7289399,-117.2117388
1106,LEEDS ST,32.881809,-117.219063
1107,LEGACY RD,32.926426,-117.058762
1108,LEGHORN AV,32.6997249,-117.0558603
1109,LEHIGH ST,32.7740845,-117.2043057
1110,LELAND ST,32.7142083,-117.0059438
1111,LEON AV,32.565563,-117.097092
1112,LEROY  ST,32.7217798,-117.2357488
1113,LEROY ST,32.7217798,-117.2357488
1114,LINCOLN AV,32.7503407,-117.1312925
1115,LINCOLN PL,32.716709,-117.034569
1116,LINDA ROSA AV,32.816212,-117.264535
1117,LINDA VISTA RD,32.7974246,-117.1601845
1118,LINDO PASEO RD,32.7974246,-117.1601845
1119,LINNET ST,32.708564,-117.0697062
1120,LIPMANN ST,32.8572328,-117.1980311
1121,LIQUID CT,32.884594,-117.1722801
1122,LISE ST,32.7135821,-117.0866455
1123,LIVERING LN,32.828743,-117.178787
1124,LIVINGSTON ST,32.7429511,-117.0504637
1125,LLOYD ST,32.8037124,-116.9588037
1126,LLOYD WY,32.8037124,-116.9588037
1127,LOCHMOOR DR,32.8037124,-116.9588037
1128,LOCKMOOR DR,32.8037124,-116.9588037
1129,LOCUST ST,32.7256083,-117.2299179
1130,LOFTY TRAIL CT,32.999313,-117.084213
1131,LOGAN   AV,32.6968039,-117.0916289
1132,LOGAN  AV,32.6968039,-117.0916289
1133,LOGAN AV,32.6968039,-117.0916289
1134,LOMA ALTA DR,32.7501992,-117.0530648
1135,LONGFORD ST,32.835243,-117.182701
1136,LORING ST,32.8048046,-117.25895380000001
1137,LOS ALAMOS DR,32.8048046,-117.2589538
1138,LOTUS DR,32.595818,-117.045471
1139,LOUISIANA  ST,32.752182,-117.140053
1140,LOUISIANA ST,32.752182,-117.140053
1141,LOWELL ST,32.7304135,-117.2288023
1142,LUBER ST,32.718103,-117.073373
1143,LUDINGTON PL,32.847115,-117.264374
1144,LUNA AV,32.831245,-117.216232
1145,LYNNHAVEN LN,32.800811,-117.0116521
1146,LYNRIDGE RD,32.800811,-117.0116521
1147,LYTTON ST,32.7438833,-117.2118094
1148,Ludington Pl,32.847115,-117.264374
1149,MADISON   AV,32.7609805,-117.1391925
1150,MADISON  AV,32.7609805,-117.1391925
1151,MADISON AV,32.7609805,-117.1391925
1152,MADRA AV,32.786163,-117.056679
1153,MAIN SB ST,32.6837975,-117.1129239
1154,MAIN ST,32.6837975,-117.1129239
1155,MALAGA ST,32.746902,-117.21183
1156,MALCOLM DR,32.753674,-117.06488
1157,MALLARD ST,32.729572,-117.056328
1158,MANZANA WY,32.691428,-117.0241540510211
1159,MANZANARES WY,32.703293,-117.082153
1160,MAPLE  ST,32.73222,-117.092369
1161,MAPLE CT,32.7323761,-117.1295505
1162,MAPLE ST,32.73222,-117.092369
1163,MARCELLENA RD,32.73222,-117.092369
1164,MARGERUM AV,32.73222,-117.092369
1165,MARILOU RD,32.803242,-117.066177
1166,MARINE ST,32.839607,-117.270439
1167,MARK TR,32.839607,-117.270439
1168,MARKET  ST,32.7116497,-117.130337
1169,MARKET PL,33.1198848,-117.1111762
1170,MARKET ST,32.7116497,-117.130337
1171,MARLESTA DR,32.8058999,-117.17330689999999
1172,MARLOWE DR,32.747802,-117.0522122
