,index,lat,lng
1173,MARNE AV,32.7834327,-117.0609642
1174,MARTIN AV,32.6991075,-117.1273394
1175,MARY LANE DR,32.7701873,-117.0774146
1176,MARYLAND ST,32.76165,-117.151283
1177,MASON ST,32.756004,-117.195396
1178,MATARO DR,32.760033,-117.055666
1179,MATINAL CR,32.760033,-117.055666
1180,MATINAL RD,33.0315883,-117.0850561
1181,MAURY DR,32.806252,-117.011963
1182,MAX DR,32.7595506,-117.0955869
1183,MCGUIRE DR,32.9528483,-117.2288527
1184,MEADE  AV,32.757225,-117.143784
1185,MEADE AV,32.757225,-117.143784
1186,MEADOWBROOK  DR,32.7105257,-117.036126
1187,MEADOWBROOK DR,32.7105257,-117.036126
1188,MEANLEY DR,32.9088405,-117.1086874
1189,MELROSE PL,32.712086,-117.080879
1190,MENDONCA DR,32.7448394,-117.2073816
1191,MENLO AV,32.7448394,-117.2073816
1192,MERCER ST,32.854149,-117.210297
1193,MERCURY ST,32.8219016,-117.1488519
1194,MERCY  RD,32.8219016,-117.1488519
1195,MERCY RD,32.8219016,-117.1488519
1196,MERRIMAC AV,32.834801,-117.203934
1197,MESA COLLEGE DR,32.8023259,-117.1616968
1198,MESA MADERA DR,32.910774,-117.088013
1199,MESQUITE RD,32.7726579,-117.0866793
1200,MESSINA WY,32.7726579,-117.0866793
1201,METROPOLITAN DR,32.777631,-117.1575801
1202,MEWALL DR,32.808982,-117.0068068
1203,MIDVALE DR,32.808982,-117.0068068
1204,MIDWAY DR,32.7507333,-117.2128798
1205,MIDWAY ST,32.8131638,-117.2648792
1206,MILTON ST,32.7844961,-117.2038087
1207,MIRA VISTA LN,32.8941195,-117.2057214
1208,MIRALANI DR,32.8966901,-117.1364217
1209,MIRAMAR  PL,32.8816443,-117.1796624
1210,MIRAMAR  RD,32.8938447,-117.1259922
1211,MIRAMAR (PVT) RD,32.8938447,-117.1259922
1212,MIRAMAR (PVT) WY,32.8938447,-117.1259922
1213,MIRAMAR CT,32.8837716,-117.121353
1214,MIRAMAR RD,32.8938447,-117.12599219999998
1215,MIRASOL DR,33.039013,-117.066147
1216,MISSION AV,32.759102,-117.14306600000002
1217,MISSION BAY DR,32.8062185,-117.2190033
1218,MISSION BL,32.8062185,-117.2190033
1219,MISSION CENTER RD,32.7658291,-117.15357109999998
1220,MISSION CITY PY,32.7658291,-117.15357109999998
1221,MISSION CTR RD,32.7658291,-117.1535711
1222,MISSION GORGE  RD,32.8371239,-117.026799
1223,MISSION GORGE PL,32.78295,-117.0946082
1224,MISSION GORGE RD,32.8371239,-117.026799
1225,MISSION VILLAGE DR,32.7875049,-117.1203234
1226,MISSISSIPPI ST,32.759106,-117.141312
1227,MISSOURI AV,33.193684,-117.372864
1228,MOANA DR,32.7252383,-117.2483256
1229,MOCKING BIRD DR,32.79055,-117.157021
1230,MOCKINGBIRD  DR,32.79007,-117.156288
1231,MOCKINGBIRD DR,32.79007,-117.156288
1232,MOLLENDO BL,32.79007,-117.156288
1233,MONMOUTH DR,32.807102,-117.241508
1234,MONONGAHELA ST,32.833767,-117.228218
1235,MONROE AV,32.7589932,-117.08629179999998
1236,MONTALVO  ST,32.7502064,-117.2327032
1237,MONTALVO ST,32.7502064,-117.2327032
1238,MONTECITO WY,32.7528419,-117.1630792
1239,MONTEREY PARK DR,32.7528419,-117.1630792
1240,MONTEZUMA RD,32.7699119,-117.0911785
1241,MONTONGO CR,32.7699119,-117.0911785
1242,MONTONGO ST,32.9149367,-117.1522685
1243,MORAGA AV,32.816031,-117.210751
1244,MORAGA PL,32.814175,-117.212463
1245,MORENA  BL,32.814175,-117.212463
1246,MORENA BL,32.814175,-117.212463
1247,MORLEY  ST,32.7848825,-117.1714754
1248,MORLEY FIELD DR,32.740299,-117.146111
1249,MORLEY ST,32.7848825,-117.1714754
1250,MORNING CRK N DR,32.9590417,-117.0933412
1251,MORRELL ST,32.796627,-117.23204
1252,MOULTRIE   AV,32.804284,-117.2091263
1253,MOULTRIE AV,32.804284,-117.2091263
1254,MS COL ST,32.804284,-117.2091263
1255,MSS BAY DR,32.804284,-117.2091263
1256,MT ABERNATHY AV,32.8292325,-117.1714406
1257,MT ABRAHAM AV,32.8161321,-117.1755035
1258,MT AGUILAR DR,32.8170989,-117.1745612
1259,MT ALBERTINE AV,32.8162312,-117.1725903
1260,MT ALIFAN  DR,32.817673,-117.178688
1261,MT ALIFAN DR,32.817673,-117.178688
1262,MT ARARAT DR,32.8101,-117.1902365
1263,MT BLANCA DR,32.8135263,-117.184356
1264,MT CASTLE AV,32.8208361,-117.1853036
1265,MT DURBAN DR,32.818001,-117.188904
1266,MT ETNA DR,32.821316,-117.187752
1267,MT FORAKER AV,32.824066,-117.188454
1268,MT HAY DR,32.82412,-117.1885548
1269,MT HERBERT AV,32.820549,-117.195671
1270,MT HUBBARD  AV,32.818333,-117.198692
1271,MT LAUDO DR,32.82114,-117.193817
1272,MT ROYAL AV,32.83353,-117.185593
1273,MUIRLANDS DR,32.827713,-117.264038
1274,MULVANEY DR,32.809265,-117.009819
1275,MURRAY PARK DR,32.792332,-117.048019
1276,MURRAY PK DR,32.792332,-117.048019
1277,MURRAY RDG RD,32.7874276,-117.1448427
1278,MURRAY RIDGE RD,32.7874276,-117.1448427
1279,MYRTLE  AV,32.7421411,-117.0928744
1280,MYRTLE AV,32.7421411,-117.0928744
1281,N EVERGREEN ST,32.7469269,-117.208847
1282,N HARBOR  DR,32.7291112,-117.1913113
1283,N HARBOR DR,32.7291112,-117.1913113
1284,N JUDSON ST,32.790646,-117.161453
1285,N PK WY,32.747417,-117.12656
1286,N TORREY PINES RD,32.8810801,-117.2439785
1287,N/O UNIVERSITY AV AV,32.7484766,-117.1239509
1288,NANCITA CT,32.706997,-117.067451
1289,NANTASKET CT,32.7798562,-117.2518606
1290,NAPA ST,32.7647901,-117.1961278
1291,NAPIER ST,32.7827144,-117.2042922
1292,NARANJA ST,32.7085988,-117.0822552
1293,NARRAGANSETT  AV,32.7387921,-117.2421305
1294,NARRAGANSETT AV,32.7387921,-117.2421305
1295,NATIONAL  AV,32.6961411,-117.1039724
1296,NATIONAL AV,32.6961411,-117.1039724
1297,NAUTILUS ST,32.831383,-117.26693
1298,NAVAJO  RD,32.804566,-117.0418303
1299,NAVAJO RD,32.804566,-117.0418303
1300,NEPTUNE PL,32.8314983,-117.2808799
1301,NEW SALEM  ST,32.914558,-117.138847
1302,NEW SALEM CT,32.9162635,-117.1531196
1303,NEW SALEM ST,32.914558,-117.138847
1304,NEWCASTLE PL,32.699642,-117.066406
1305,NEWPORT AV,32.7387773,-117.2378949
1306,NEWTON AV,32.694709,-117.101594
1307,NIAGARA  AV,32.7417715,-117.2448654
1308,NIAGARA AV,32.7417715,-117.2448654
1309,NILE ST,32.746014,-117.121132
1310,NIMITZ  BL,32.746014,-117.121132
1311,NIMITZ (NB) ON RAMP BL,32.746014,-117.121132
1312,NOBEL DR,32.8684586,-117.2278843
1313,NOELL ST,32.7431394,-117.1867971
1314,NORMAL ST,32.7505832,-117.1488631
1315,NORMAN LN,32.7843777,-117.0556683
1316,NORSTAD AV,32.7843777,-117.0556683
1317,NORSTAD ST,32.68298335,-117.05472015
1318,NORTH  AV,32.581589,-117.053772
1319,NORTH AV,32.581589,-117.053772
1320,NORTH HARBOR DR,32.7291112,-117.1913113
1321,NORTH PARK WY,32.747417,-117.12656
1322,NORTH TESLA CT,32.747417,-117.12656
1323,NORTH TORREY PINES RD,32.8810801,-117.2439785
1324,NORTHRIM CT,32.8869221,-117.2439879
1325,NORTHSIDE DR,32.7839791,-117.1278497
1326,NOYES  ST,32.8000382,-117.2311545
1327,OAKCREST DR,32.750299,-117.0865915
1328,OBERLIN DR,32.8936229,-117.1935511
1329,OCEAN VIEW  BL,32.8936229,-117.1935511
1330,OCEAN VIEW BL,32.8936229,-117.1935511
1331,OCEAN VIEW HILLS PY,32.8936229,-117.1935511
1332,OFTEDAHL WY,32.9615799,-117.119492
1333,OHIO ST,32.9615799,-117.119492
1334,OLD BRIDGEPORT WY,32.8030597,-117.1767848
1335,OLD CLIFFS RD,32.799625,-117.08902
1336,OLD COACH WY,33.064683,-117.014467
1337,OLD EL CAMINO REAL ,32.9694667,-117.2315618
1338,OLD GLOBE  WY,32.9694667,-117.2315618
1339,OLD GLOBE WY,32.9694667,-117.2315618
1340,OLD MILKY  WY,33.090935,-117.007118
1341,OLD MILKY WY,33.090935,-117.00711800000002
1342,OLD SEA WORLD DR,32.7619827,-117.2093145
1343,OLD TOWN AV,32.7473289,-117.1934447
1344,OLIPHANT ST,32.7328006,-117.2285216
1345,OLIVE ST,32.734699,-117.0858763
1346,OLIVER AV,32.795003,-117.2395337
1347,OLIVETAS AV,32.795003,-117.2395337
1348,OMEARA ST,32.6994434,-117.0629653
1349,ORANGE  AV,32.753149,-117.0783072
1350,ORANGE AV,32.753149,-117.0783072
1351,ORCHARD  AVE,32.7345728,-117.2457676
1352,ORCHARD AV,32.7345728,-117.24576759999998
1353,ORCUTT AV,32.7908817,-117.0968305
1354,OREGON ST,32.7553783,-117.135099
1355,ORIOLE ST,32.7238738,-117.0604382
1356,ORION WY,32.923523,-117.134811
1357,OSLER ST,32.7926595,-117.17292530000002
1358,OTAY CENTER CT,32.5572634,-116.9439672
1359,OTAY MESA  R,32.5628828,-116.9878343
1360,OTAY MESA  RD,32.5676881,-116.962358
1361,OTAY MESA RD,32.5676881,-116.962358
1362,OTAY MS RD,32.5676881,-116.962358
1363,OTAY VY RD,32.579525,-117.0004657
1364,OTHELLO AV,32.8171818,-117.1522595
1365,OUTER RD,32.8171818,-117.1522595
1366,OVERLAND  AV,32.8261337,-117.1315822
1367,OVERLAND AV,32.8261337,-117.1315822
1368,OVIEDO  ST,32.9677237,-117.1324493
1369,OVIEDO ST,32.9677237,-117.1324493
1370,PACIFIC BEACH  DR,32.7933424,-117.2428874
1371,PACIFIC BEACH DR,32.7933424,-117.24288740000001
1372,PACIFIC CTR BL,32.9040599,-117.1950811
1373,PACIFICA DR,32.8144071,-117.224457
1374,PADGETT  ST,32.8953861,-117.1269622
1375,PADGETT ST,32.8953861,-117.1269622
1376,PALIN  ST,32.694973,-117.08361
1377,PALIN ST,32.694973,-117.08361
1378,PALM  AV,32.5843352,-117.0838845
1379,PALM  ST,32.7355749,-117.1604633
1380,PALM (SB) AV,32.5843352,-117.0838845
1381,PALM AV,32.5843352,-117.0838845
1382,PALM ST,32.7355749,-117.1604633
1383,PALMILLA AV,32.7355749,-117.1604633
1384,PALMILLA DR,32.8570864,-117.2272898
1385,PALOMINO CR,32.8570864,-117.2272898
1386,PARADISE HILLS RD,32.693352,-117.044487
1387,PARADISE RD,32.693352,-117.044487
1388,PARADISE VALLEY RD,32.688251,-117.048828
1389,PARADISE VY RD,32.688251,-117.048828
1390,PARK  BL,32.7331897,-117.1459423
1391,PARK BL,32.7331897,-117.1459423
1392,PARK DR,33.146936,-117.3242978
1393,PARK RIDGE  BL,32.7997971,-117.0492814
1394,PARK RIDGE BL,32.7997971,-117.0492814
1395,PARK RW,32.846173,-117.2709646
1396,PARK VILLAGE RD,32.9472912,-117.1421498
1397,PARKDALE  AV,32.90868,-117.154579
1398,PARKDALE  PL,32.9117678,-117.1553761
1399,PARKDALE AV,32.90868,-117.154579
1400,PARKDALE PL,32.9117678,-117.1553761
1401,PARKLAND WY,32.692284,-117.051224
1402,PARKMEAD CT,32.6994482,-117.0707006
1403,PARKSIDE  AV,32.6748309,-117.042751
1404,PARKSIDE AV,32.6748309,-117.042751
1405,PARKSIDE PL,32.667786,-117.05014
1406,PASEO CARDIEL RD,32.9645506,-117.1144696
1407,PASEO DEL VERANO ,33.029331,-117.052521
1408,PASEO DEL VERANO  ,33.029331,-117.052521
1409,PASEO DEL VERANO NORTE  ,33.038624,-117.051163
1410,PASEO DORADO ,32.852608,-117.251663
1411,PASEO LUCIDO ,32.9920441,-117.0702504
1412,PASEO MONTALBAN ,32.9592405,-117.1254637
1413,PASEO MONTANOSO DR,33.0001234,-117.0868552
1414,PASEO OCASO ,32.8572165,-117.2545894
1415,PASEO OCASO  ,32.8572165,-117.2545894
1416,PASEO SUR RD,33.0142753,-117.1448543
1417,PASTERNACK PL,32.800934,-117.134392
1418,PAVLOV AV,32.851524,-117.195663
1419,PEARL  ST,32.840359,-117.273132
1420,PEARL ST,32.840359,-117.27313199999999
1421,PEGASUS  AV,32.8897386,-117.1347412
1422,PEGASUS AV,32.8897386,-117.1347412
1423,PELUSA ST,32.6928462,-117.0871465
1424,PENASQUITOS DR,32.9842695,-117.091737
1425,PENDIENTE CT,32.815243,-117.083977
1426,PENNANT WY,32.8470848,-117.2220501
1427,PENNSYLVANIA AV,32.7451382,-117.1605248
1428,PENTECOST WY,32.721516,-117.082611
1429,PERSHING AV,32.743958,-117.134644
1430,PERSHING DR,32.743958,-117.134644
1431,PESCADERO  AV,32.7358691,-117.249956
1432,PESCADERO AV,32.7358691,-117.249956
1433,PETIT ST,32.818134,-117.1692005
1434,PHEASANT DR,33.070908,-116.573486
1435,PICCARD AV,32.579456,-117.05023999999999
1436,PICO  ST,32.807331,-117.223267
1437,PICO ST,32.807331,-117.223267
1438,PIDGEON ST,32.7120643,-117.0469144
1439,PINECONE LN,32.6747572,-117.0446569
1440,PINECREST AV,32.7982203,-117.1405309
1441,PITTA ST,32.7095847,-117.0728106
1442,PK RIM DR,32.837883,-117.213593
1443,PLAZA TORREON ST,32.696526,-117.052803
1444,PLUMAS ST,32.681805,-117.070557
1445,POINSETT RD,32.932575,-117.091957
1446,POINSETTIA  DR,32.7388617,-117.2289881
1447,POINSETTIA DR,32.7388617,-117.2289881
1448,POINT LOMA AV,32.7295639,-117.2416335
1449,POLK  AV,32.752212,-117.1290697
1450,POLK AV,32.752212,-117.1290697
1451,POMERADO  RD,32.9148655,-117.0711548
1452,POMERADO CT,33.0225866,-117.0608852
1453,POMERADO RD,32.9148655,-117.0711548
1454,PONDEROSA AV,32.8206975,-117.1322376
1455,POPLAR ST,32.7381315,-117.1013602
1456,PORT ROYALE DR,32.9039,-117.152893
1457,PORTOFINO  DR,32.94054,-117.243019
1458,PORTOFINO DR,32.94054,-117.243019
1459,POTOMAC ST,32.680237,-117.05593100000002
1460,POTTERY PARK DY,32.8532649,-117.2437401
1461,POWAY RD,32.9478055,-117.0768396
1462,PRAIRIE MOUND WY,32.6933993,-117.0317469
1463,PRESWICK DR,32.862206,-117.246017
1464,PRINCESS ST,32.8490044,-117.2625433
1465,PRINCESS VIEW DR,32.8017652,-117.0781342
1466,PRINCESS VW DR,32.8017652,-117.0781342
1467,PRODUCTION  AV,32.8822812,-117.1658387
1468,PRODUCTION AV,32.8822812,-117.1658387
1469,PROSPECT ST,32.7449764,-117.1118272
1470,PT LOMA  AV,32.7295639,-117.2416335
1471,PT LOMA AV,32.7295639,-117.2416335
1472,QUALCOMM  WY,32.7719296,-117.1400698
1473,QUALCOMM WY,32.7719296,-117.1400698
1474,QUARTER MILE DR,32.9565769,-117.2344484
1475,QUILLAN (S) ST,32.789997,-117.180267
1476,QUINCE DR,32.7491277,-117.1595212
1477,QUINCE ST,32.736507,-117.081444
1478,QUIVIRA  RD,32.7642524,-117.2359287
1479,QUIVIRA ACCESS ,32.765719,-117.2378225
1480,RACHAEL AV,32.6735627,-117.0697285
1481,RACINE RD,32.747232,-117.054482
1482,RADCLIFFE LN,32.8522549,-117.2042757
1483,RADENZ  AV,32.796047,-117.159981
1484,RADENZ AV,32.796047,-117.159981
1485,RADIO DR,32.7103419,-117.0720194
1486,RAGWEED  ST,32.941762,-117.138657
1487,RAGWEED ST,32.941762,-117.138657
1488,RAINBOW ST,32.7124533,-117.048381
1489,RAINIER AV,32.789814,-117.0957869
1490,RALENE ST,32.7291853,-117.1085398
1491,RANCH VIEW DR,32.910378,-117.10009
1492,RANCHO BERNARDO RD,33.0181234,-117.0576313
1493,RANCHO CARMEL  D,32.9790464,-117.0819064
1494,RANCHO CARMEL  DR,32.9790464,-117.0819064
1495,RANCHO CARMEL DR,32.9790464,-117.08190640000001
1496,RANCHO HILLS DR,32.672031,-117.058167
1497,RANCHO MISSION RD,32.7827974,-117.1104334
1498,RANCHO PENASQUITOS RD,32.9594148,-117.115137
1499,RANDOLPH ST,32.750375,-117.176822
1500,RAPPAHANNOCK AV,32.8057105,-117.2017245
1501,RAPPAHANNOCK RD,32.8057105,-117.2017245
1502,RAVEN ST,32.8057105,-117.2017245
1503,RAVINA ST,32.8395761,-117.2793502
1504,RDG MANOR AV,32.794525,-117.058327
1505,RDG VW  DR,32.731525,-117.093918
1506,REAGAN  CT,32.9090081,-117.1402577
1507,REAGAN  RD,32.9129167,-117.1385089
1508,REAGAN CT,32.9090081,-117.1402577
1509,REAGAN CT CT,32.9090081,-117.1402577
1510,REAGAN RD,32.9129167,-117.1385089
1511,RECUERDO  DR,32.952915,-117.251961
1512,RECUERDO DR,32.952915,-117.251961
1513,RED CEDAR DR,32.90958,-117.098907
1514,REDBIRD DR,32.782867,-117.156326
1515,REDBROOK DR,32.782867,-117.156326
1516,REDFORD PL,32.666984,-117.057683
1517,REDWOOD ST,32.72897425,-117.1247066875
1518,REED AV,32.7927487,-117.2542037
1519,REED ST,32.7927487,-117.2542037
1520,REEF DR,32.580578,-117.064659
1521,REGATTA LN,32.5854909,-117.0324041
1522,REGENTS RD,32.8626995,-117.2226386
1523,REHCO RD,32.8870397,-117.1719244
1524,REMINGTON HILLS DR,32.5656221,-117.0366259
1525,RENAISSANCE  AV,32.8685461,-117.2037139
1526,RENAISSANCE AV,32.8685461,-117.2037139
1527,REO  DR,32.664907,-117.0575358
1528,REO DR,32.664907,-117.05753580000001
1529,RESERVOIR DR,32.664907,-117.0575358
1530,RESERVOIR LN,32.77285,-117.054771
1531,REX AV,32.7482087,-117.082708
1532,REYNARD  WY,32.7426956,-117.1708067
1533,REYNARD WY,32.7426956,-117.1708067
1534,RICHETH  RD,32.7038,-117.06958
1535,RICHMOND ST,32.749565,-117.151222
1536,RICKERT RD,32.91521,-117.127028
1537,RIDGE  BL,32.91521,-117.127028
1538,RIDGE MANOR AV,32.794525,-117.058327
1539,RIDGE VIEW DR,32.731525,-117.093918
1540,RIDGEHAVEN CT,32.821,-117.1226854
1541,RIDGEWOOD DR,32.683266,-117.065331
1542,RIESLING DR,32.919342,-117.069054
1543,RIGEL ST,32.690941,-117.121208
1544,RILEY  ST,32.767017,-117.1903691
1545,RILEY ST,32.767017,-117.1903691
1546,RIO BONITO WY,32.7764728,-117.1374687
1547,RIOS RD,33.014133,-117.06308
1548,RITVA  PL,32.6811286,-117.045469
1549,RITVA PL,32.6811286,-117.045469
1550,RIVERDALE ST,32.7904245,-117.099609
1551,RIVERIA DR,32.7904245,-117.099609
1552,RIVIERA DR,32.7860726,-117.2396965
1553,ROANOKE ST,32.674572,-117.056831
1554,ROBINSON AV,32.746422,-117.1487465
1555,ROCK PL,32.7521986,-117.0640755
1556,ROCK ST,32.7520748,-117.0641771
1557,ROCKFORD DR,32.7690881,-117.0678272
1558,ROCKHURST DR,32.7854318,-117.0628882
1559,ROMBOUGH PL,32.7371175,-117.083997
1560,RONDA AV,32.79105,-117.124397
1561,ROOSEVELT AV,32.791451,-117.233963
1562,ROSA LINDA ST,32.572666,-117.058067
1563,ROSE CREEK  BP,32.572666,-117.058067
1564,ROSECRANS  ST,32.7547067,-117.2018158
1565,ROSECRANS ST,32.7547067,-117.2018158
1566,ROSELAND DR,32.850994,-117.259163
1567,ROSELLE  ST,33.193241,-117.297043
1568,ROSELLE ST,33.193241,-117.297043
1569,ROSEWOOD ST,33.159592,-117.252876
1570,ROSWELL ST,32.714287,-117.079788
1571,ROUND UP AV,32.714287,-117.079788
1572,ROUNDUP AV,32.955994,-117.1329578
1573,ROYAL GORGE DR,32.815968,-117.05201
1574,RUANE ST,32.815414,-117.045082
1575,RUE ANNE N,32.843174,-117.252983
1576,RUE CHAMBERRY ,32.903053,-117.067436
1577,RUE MICHAEL  ,32.843346,-117.250183
1578,RUE MICHAEL  MICHAEL,32.843346,-117.250183
1579,RUEDA DR,32.824516,-117.079399
1580,RUFFIN  RD,32.8087556,-117.1190285
1581,RUFFIN RD,32.81274814,-117.12014192
1582,RUFFNER  ST,32.830811,-117.158867
1583,RUFFNER ST,32.830811,-117.158867
1584,RUSHVILLE ST,32.8352849,-117.274063
1585,RUTGERS RD,32.820335,-117.254913
1586,SAGEBRUSH RD,32.827377,-117.242813
1587,SALIZAR ST,32.813423,-117.165581
1588,SAMPSON ST,32.82868015,-117.13306675
1589,SAN ANDRES DR,32.9797031,-117.2475199
1590,SAN DIEGO MISSION RD,32.785622,-117.112343
1591,SAN DIEGO PL,32.759826,-117.2487935
1592,SAN DIEGUITO  RD,32.9744654,-117.2166368
1593,SAN DIEGUITO RD,32.9744654,-117.21663680000002
1594,SAN FELIPE ST,32.7089224,-117.0270229
1595,SAN FERNANDO  PL,32.7677507,-117.2506496
1596,SAN FERNANDO PL,32.7677507,-117.2506496
1597,SAN GABRIEL PL,32.7656317,-117.25131
1598,SAN PASQUAL RD,33.074219,-117.037819
1599,SAN PASQUAL VALLEY RD,33.0958246,-117.0088108
1600,SAN RAMON DR,32.906807,-117.139519
1601,SANDROCK RD,32.809446,-117.1400737
1602,SANDY HOOK RD,32.915371,-117.157303
1603,SANTA BARBARA PL,32.7741584,-117.2517038
1604,SANTA BARBARA ST,32.7345728,-117.2457676
1605,SANTA CLARA PL,32.7827573,-117.2510501
1606,SANTA MARGARITA ST,32.705894,-117.078407
1607,SANTIAGO RD,33.3747663,-117.0766926
1608,SANTO  RD,32.7902989,-117.1050947
1609,SANTO RD,32.7902989,-117.1050947
1610,SANYO AV,32.5638216,-116.940769
1611,SARANAC ST,32.7711193,-117.0546043
1612,SARATOGA AV,32.7453708,-117.2444292
1613,SASSAFRAS ST,32.7358648,-117.178479
1614,SAVANNAH ST,32.7714072,-117.2026166
1615,SCOTT  ST,32.7254094,-117.2270211
1616,SCOTT ST,32.7254094,-117.2270211
1617,SCRANTON RD,32.891341,-117.201433
1618,SCRIPPS CREEK DR,32.933853,-117.08963
1619,SCRIPPS LAKE DR,32.911812,-117.10598
1620,SCRIPPS ST,32.8482971,-117.2169148
1621,SCRIPPS SUMMIT DR,32.939793,-117.101692
1622,SEA RIDGE DR,32.8089173,-117.2650612
1623,SEA WORLD DR,32.7649794,-117.2087239
1624,SEAWARD AV,32.5570485,-117.0413077
1625,SELLSWAY ST,32.555084,-117.04509
1626,SERVANDO AV,32.5569825,-117.0649317
1627,SEVAN CT,32.78241,-117.154716
1628,SHADYGLADE LN,32.700806,-117.032478
1629,SHAWLINE ST,32.8325678,-117.1638292
1630,SHELTER ISLAND CR,32.8325678,-117.1638292
1631,SHELTER ISLAND DR,32.7223142,-117.2305159
1632,SHIELDS ST,32.818821,-117.108253
1633,SHILOH RD,32.818821,-117.108253
1634,SHIRLEY ANN PL,32.7607302,-117.1394804
1635,SHOOTING STAR DR,32.567226,-117.056137
1636,SHORELINE DR,32.8656187,-117.2015184
1637,SIEMPRE VIVA RD,32.5558601,-116.9392784
1638,SIERRA MAR DR,32.847607,-117.261017
1639,SIERRA VISTA ,32.847607,-117.261017
1640,SIGNAL AV,32.572224,-117.094551
1641,SIGSBEE ST,32.637192,-117.1218645
1642,SILVERADO ST,32.8453981,-117.272766
1643,SIPES   LN,32.5454659,-117.0486218
1644,SIPES  LN ,32.5454659,-117.0486218
1645,SIPES LN,32.5454659,-117.0486218
1646,SKYLINE  DR,32.704735,-117.028923
1647,SKYLINE DR,32.704735,-117.028923
1648,SMITH  ST,32.7512306,-117.200495
1649,SMITH ST,32.7512306,-117.200495
1650,SMYTHE AV,32.5611863,-117.0493615
1651,SNOOK ST,32.8122182,-117.1046579
1652,SOLEDAD AV,32.846321,-117.262016
1653,SOLEDAD MOUNTAIN RD,32.8123354,-117.2324595
1654,SOLEDAD MTN RD,32.8123354,-117.2324595
1655,SOLEDAD WY,32.815552,-117.241608
1656,SOLOLA AV,32.693684,-117.086067
1657,SOLTERRA VISTA PY,32.693684,-117.086067
1658,SPACE THEATER WY,32.7297396,-117.1467502
1659,SPANISH LANDING ,32.7284995,-117.20951719886834
1660,SPANISH LANDING RD,32.7294603,-117.20461
1661,SPARLING ST,32.7452872,-117.058965
1662,SPARREN AV,32.9659381,-117.1376916
1663,SPILLMAN  DR,32.722767,-117.105827
1664,SPILLMAN DR,32.722767,-117.105827
1665,SPRING CANYON  RD,32.9099518,-117.0623129
1666,SPRING CANYON RD,32.9099518,-117.0623129
1667,SPRING OAK WY,32.685352,-117.03299
1668,SPRINGBROOK DR,32.9386821,-117.0787422
1669,SPRUCE RUN  DR,32.9337952,-117.0890645
1670,SPRUCE RUN DR,32.9337952,-117.0890645
1671,SPRUCE ST,32.7387081,-117.1613907
1672,ST ANDREWS AV,32.5659904,-116.9739421
1673,ST CHARLES PL,32.7432569,-117.2104975
1674,ST RITA PL,32.701931,-117.08564
1675,ST. RITA PL,32.701931,-117.08564
1676,STARGAZE AV,32.973835,-117.127487
1677,STARLING DR,32.793293,-117.155281
1678,STERNE  ST,32.7352239,-117.2261852
1679,STERNE ST,32.7352239,-117.2261852
1680,STONE CANYON RD,33.3862324,-117.1644339
1681,STREAMVIEW DR,32.7444958,-117.0684698
1682,STRESEMANN ST,32.8472205,-117.222967
1683,SUCCESS AV,32.805828,-117.1278204
1684,SUMTER ST,32.801991,-117.2038087
1685,SUNDANCE AV,32.9564269,-117.1360842
1686,SUNNY BRAE PL,32.794327,-117.043327
1687,SUNNYSIDE AV,32.7118926,-117.0261004
1688,SUNSET AV,32.774895,-116.986794
1689,SUNSET CT,32.7856967,-117.2537722
1690,SUNSET RD,32.826759,-116.935043
1691,SUNSET RDG DR,32.826759,-116.935043
1692,SUNSET RIDGE DR,32.918491,-117.082962
1693,SUTHERLAND ST,32.7425817,-117.185757
1694,SUTTER ST,32.7462105,-117.1731667
1695,SWIFT AV,32.7496891,-117.1192792
1696,SYCAMORE  RD,32.5487994,-117.045176
1697,SYCAMORE RD,32.5487994,-117.045176
1698,TAIT ST,32.7812673,-117.1682733
1699,TALBOT  ST,32.7202709,-117.2331596
1700,TALBOT ST,32.7202709,-117.2331596
1701,TAMBOR RD,32.819736,-117.089348
1702,TARENTO DR,32.7233528,-117.2475106
1703,TAYLOR ST,32.7555568,-117.1996047
1704,TECOLOTE RD,32.7720835,-117.2032068
1705,TENNYSON  ST,32.7395949,-117.2318695
1706,TENNYSON ST,32.7395949,-117.2318695
1707,TEXAS  ST,32.7706845,-117.1400061
1708,TEXAS ST,32.7706845,-117.1400061
1709,THANKSGIVING  LN,32.903927,-117.126228
1710,THANKSGIVING LN,32.903927,-117.126228
1711,THERMAL AV,32.569172,-117.097099
1712,THETA PL,32.783695,-117.066002
1713,THOMAS AV,32.7935508,-117.2552365
1714,THORN  ST,32.740314,-117.091454
1715,THORN DR,32.740314,-117.091454
1716,THORN ST,32.740314,-117.091454
1717,THORNWOOD ST,32.811058,-117.172928
1718,TOMMY DR,32.803921,-117.017698
1719,TORREY MAR DR,32.970641,-117.162095
1720,TORREY MEADOWS DR,32.963743,-117.1515509
1721,TORREY PINES  R,32.8919572,-117.2402554
1722,TORREY PINES PARK RD,32.9264948,-117.2587309
1723,TORREY PINES RD,32.844807,-117.26991300000002
1724,TORREY RIDGE DR,32.9563779,-117.2259865
1725,TORREY SANTA FE RD,32.9596439,-117.1653276
1726,TOURMALINE  ST,32.8060137,-117.2607102
1727,TOWNE CENTRE DR,32.8652903,-117.208581
1728,TOWNE CTRE DR,32.8652903,-117.208581
1729,TOWSER ST,32.8026679,-117.1379221
1730,TOYNE ST,32.8026679,-117.1379221
1731,TRADE PL,32.8911732,-117.1533865
